Local time in Monte Real (airport),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
17.11.2016 06:00,"8,2","761,4","766,6","-0,7",96,Wind blowing from the south-southeast,2,,,100%.,"Drizzle and rain, slight.",Fog or ice fog or thick haze.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,"7,0",,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",100%.,50-100,,,"1,5","7,6",No precipitation,3,,,,
17.11.2016 03:00,"7,3","762,1","767,4","-1,1",95,Wind blowing from the south,1,,,100%.,"Fog or ice fog, sky visible, has begun or has become thicker during the preceding hour.",Fog or ice fog or thick haze.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",100%.,Less than 50,,,"0,4","6,5",No precipitation,3,,,,
17.11.2016 00:00,"8,5","763,2","768,4","-0,1",91,Wind blowing from the south-east,1,,,no clouds,Mist.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,"6,0","7,1",No precipitation,3,,,,
16.11.2016 21:00,"10,3","763,3","768,6","0,1",86,Wind blowing from the north,1,,,no clouds,,,,,,,,,,,"10,0","8,0",No precipitation,12,,,,
16.11.2016 18:00,"13,5","763,2","768,4","-0,2",67,Wind blowing from the north-northwest,1,,,"10% or less, but not 0",,,,,"19,9","No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","7,5",No precipitation,3,,,,
16.11.2016 15:00,"19,0","763,4","768,5","-1,4",32,Wind blowing from the north-west,3,,,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","2,0",No precipitation,3,,,,
16.11.2016 12:00,"17,7","764,8","769,9","-0,5",37,Wind blowing from the north-northeast,2,,,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","2,8",No precipitation,3,,,,
16.11.2016 09:00,"7,8","765,3","770,5","0,7",76,Wind blowing from the south,2,,,no clouds,,,,,,,,,,,"10,0","3,7",,,,,,
16.11.2016 06:00,"5,6","764,6","770,0","-0,5",87,Wind blowing from the south,2,,,no clouds,,,,"5,0",,,,,,,"10,0","3,6",No precipitation,3,,,,
16.11.2016 03:00,"5,9","765,1","770,4","-0,6",86,Wind blowing from the south-southeast,2,,,no clouds,,,,,,,,,,,"10,0","3,7",No precipitation,3,,,,
16.11.2016 00:00,"7,9","765,7","771,0","-0,1",82,Wind blowing from the south-southeast,2,,,no clouds,,,,,,,,,,,"10,0","5,0",No precipitation,3,,,,
15.11.2016 21:00,"9,8","765,8","771,1","0,6",76,Wind blowing from the north,1,,,no clouds,,,,,,,,,,,"10,0","5,8",No precipitation,12,,,,
15.11.2016 18:00,"13,6","765,2","770,4","0,3",61,Wind blowing from the north,3,,,no clouds,,,,,"18,7",,,,,,"10,0","6,2",No precipitation,3,,,,
15.11.2016 15:00,"18,2","764,9","770,0","-1,0",42,Wind blowing from the north-east,8,,,no clouds,,,,,,,,,,,"20,0","5,1",No precipitation,3,,,,
15.11.2016 12:00,"16,6","765,9","771,1","-0,4",38,Wind blowing from the east,3,,,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","15,0","2,2",No precipitation,3,,,,
15.11.2016 09:00,"9,5","766,3","771,5","1,4",70,Wind blowing from the north-northeast,2,,,no clouds,,,,,,,,,,,"10,0","4,3",,,,,,
15.11.2016 06:00,"8,1","764,9","770,2","0,5",69,Wind blowing from the north,2,,,no clouds,,,,"6,7",,,,,,,"10,0","2,6",No precipitation,3,,,,
15.11.2016 03:00,"8,4","764,4","769,6","0,2",82,Wind blowing from the north,1,,,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","5,5",No precipitation,3,,,,
15.11.2016 00:00,"11,0","764,2","769,4","0,7",62,Wind blowing from the north,1,,,20–30%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","4,0",No precipitation,3,,,,
14.11.2016 21:00,"14,1","763,5","768,7","1,0",59,Wind blowing from the east-northeast,3,,,40%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","15,0","6,2",,,,,,
14.11.2016 18:00,"16,8","762,5","767,7","-0,1",56,Wind blowing from the north-northeast,2,,,40%.,,,,,"19,1","No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","8,0",No precipitation,3,,,,
14.11.2016 15:00,"18,9","762,6","767,7","-1,0",47,Wind blowing from the north-northeast,4,,,40%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","7,4",No precipitation,3,,,,
14.11.2016 12:00,"16,4","763,6","768,7","-0,8",56,Wind blowing from the north-east,3,,,20–30%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","7,5",No precipitation,3,,,,
14.11.2016 09:00,"11,6","764,4","769,6","1,1",74,Wind blowing from the north-east,2,,,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","7,0",,,,,,
14.11.2016 06:00,"8,8","763,3","768,5","0,3",90,Wind blowing from the north-northeast,2,,,no clouds,,,,"8,8",,,,,,,"10,0","7,2",No precipitation,3,,,,
14.11.2016 03:00,"9,2","763,0","768,3","0,0",93,Wind blowing from the north,2,,,no clouds,,,,,,,,,,,"10,0","8,1",No precipitation,3,,,,
14.11.2016 00:00,"12,5","763,0","768,2","-0,3",86,Wind blowing from the north-east,3,,,no clouds,,,,,,,,,,,"10,0","10,2",No precipitation,3,,,,
13.11.2016 21:00,"13,5","763,3","768,5","0,6",86,Wind blowing from the north-east,2,,,no clouds,,,,,,,,,,,"10,0","11,2",No precipitation,12,,,,
13.11.2016 18:00,"15,4","762,7","767,8","0,1",88,Wind blowing from the north-northwest,2,,,"10% or less, but not 0",,,,,"20,3","No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","15,0","13,4",No precipitation,3,,,,
13.11.2016 15:00,"20,2","762,6","767,6","-0,4",64,Wind blowing from the north,5,,,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","13,1",No precipitation,3,,,,
13.11.2016 12:00,"17,9","763,0","768,1","-0,5",69,Wind blowing from the east-southeast,2,,,no clouds,,,,,,,,,,,"15,0","12,2",No precipitation,3,,,,
13.11.2016 09:00,"12,6","763,5","768,7","1,1",96,Wind blowing from the north-northeast,3,,,20–30%.,,,,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.","10% or less, but not 0",100-200,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","11,9",,,,,,
13.11.2016 06:00,"13,4","762,4","767,5","0,3",94,Wind blowing from the east-northeast,2,,,40%.,Clouds generally dissolving or becoming less developed.,Fog or ice fog or thick haze.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,"13,3",,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",40%.,100-200,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","12,5",No precipitation,3,,,,
13.11.2016 03:00,"13,6","762,1","767,3","-0,1",96,Wind blowing from the north-northeast,2,,,70 – 80%.,Fog or ice fog.,Fog or ice fog or thick haze.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",70 – 80%.,50-100,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","8,0","12,9",No precipitation,3,,,,
13.11.2016 00:00,"14,7","762,2","767,4","0,8",95,Wind blowing from the north,3,,,"90 or more, but not 100%",Mist.,Rain.,Drizzle.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,300-600,Altocumulus translucidus at a single level.,,,"13,9",No precipitation,3,,,,
12.11.2016 21:00,"14,7","761,4","766,6","-0,5",95,Wind blowing from the east-southeast,4,,,"90 or more, but not 100%",Rain (not freezing) not falling as shower(s).,Rain.,Drizzle.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,200-300,Altocumulus translucidus at a single level.,,"8,0","13,9",,,,,,
12.11.2016 18:00,"15,7","761,9","767,0","-0,2",93,Wind blowing from the north,1,,,"90 or more, but not 100%","Drizzle, not freezing, continuous, slight at time of observation.",Drizzle.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,"18,3","Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90 or more, but not 100%",300-600,,,"8,0","14,6","0,5",3,,,,
12.11.2016 15:00,"18,2","762,1","767,2","-1,5",72,Wind blowing from the west-northwest,3,,,"90 or more, but not 100%",,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%.,300-600,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","13,1",No precipitation,3,,,,
12.11.2016 12:00,"18,0","763,6","768,7","-0,3",73,Wind blowing from the north,1,,,"90 or more, but not 100%",,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","13,0",No precipitation,3,,,,
12.11.2016 09:00,"14,1","763,9","769,1","0,6",95,variable wind direction,1,,,"90 or more, but not 100%",Mist.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",60%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","5,0","13,3",,,,,,
12.11.2016 06:00,"13,7","763,3","768,5","-0,3",95,Wind blowing from the south,1,,,"90 or more, but not 100%",Mist.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,"13,3",,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90 or more, but not 100%",300-600,,,"6,0","12,9",No precipitation,3,,,,
12.11.2016 03:00,"13,8","763,6","768,7","-0,6",95,Wind blowing from the north,1,,,100%.,Mist.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",100%.,300-600,,,"6,0","13,0",No precipitation,3,,,,
12.11.2016 00:00,"13,7","764,2","769,4","-0,3",95,Wind blowing from the south-east,1,,,"90 or more, but not 100%",Mist.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90 or more, but not 100%",300-600,,,"5,0","12,9",No precipitation,3,,,,
11.11.2016 21:00,"13,4","764,5","769,7","0,5",94,Wind blowing from the south,1,,,70 – 80%.,Mist.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","7,0","12,5",Trace of precipitation,12,,,,
11.11.2016 18:00,"14,5","764,0","769,2","-0,3",92,Wind blowing from the north-northwest,1,,,"90 or more, but not 100%",Drizzle (not freezing) or snow grains not falling as shower(s).,Drizzle.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,"17,2","Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,300-600,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","8,0","13,2",Trace of precipitation,3,,,,
11.11.2016 15:00,"16,0","764,3","769,4","-1,4",79,Wind blowing from the west-southwest,2,,,100%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,300-600,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.","10,0","12,3",No precipitation,3,,,,
11.11.2016 12:00,"16,7","765,7","770,8","0,3",68,Wind blowing from the north,1,,,"90 or more, but not 100%",,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","12,0","10,8",No precipitation,3,,,,
11.11.2016 09:00,"9,7","765,4","770,7","0,5",92,Wind blowing from the south-east,2,,,"90 or more, but not 100%",,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","8,4",,,,,,
11.11.2016 06:00,"7,1","764,9","770,2","-0,3",95,Wind blowing from the south,2,,,20–30%.,Mist.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,"6,9",,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","5,0","6,3",No precipitation,3,,,,
11.11.2016 03:00,"7,9","765,2","770,5","-0,8",94,Wind blowing from the south,2,,,no clouds,Mist.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,"5,0","7,0",No precipitation,3,,,,
11.11.2016 00:00,"9,1","766,0","771,3","0,2",94,Wind blowing from the south,2,,,no clouds,Mist.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,,,,"6,0","8,1",No precipitation,3,,,,
10.11.2016 21:00,"11,1","765,8","771,1","0,7",89,Wind blowing from the west-northwest,1,,,"10% or less, but not 0",,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","9,3",No precipitation,12,,,,
10.11.2016 18:00,"13,5","765,1","770,4","-0,2",76,Wind blowing from the north-west,2,,7,50%.,,,,,"17,6","Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","9,3",No precipitation,3,,,,
10.11.2016 15:00,"16,9","765,3","770,4","-0,8",57,Wind blowing from the north-northwest,4,,7,40%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","8,3",No precipitation,3,,,,
10.11.2016 12:00,"16,1","766,1","771,3","8,8",61,Wind blowing from the north-northwest,4,,,50%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10% or less, but not 0",600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.","15,0","8,6",No precipitation,3,,,,
10.11.2016 09:00,"11,2","757,3","766,3","-8,2",100,variable wind direction,2,,,20–30%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","11,2",,,,,,
10.11.2016 06:00,"9,2","765,5","770,8","0,3",96,Wind blowing from the south,2,,,40%.,Mist.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,"9,2",,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%.,2000-2500,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.","6,0","8,6",No precipitation,3,,,,
10.11.2016 03:00,"10,2","765,2","770,5","-0,4",94,Wind blowing from the north,2,,,40%.,Mist.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%.,2000-2500,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.","6,0","9,3",No precipitation,3,,,,
10.11.2016 00:00,"11,3","765,6","770,8","0,2",92,Wind blowing from the north,1,,,50%.,,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.","10,0","10,0",No precipitation,3,,,,
09.11.2016 21:00,"11,6","765,4","770,7","0,9",88,Wind blowing from the north-northwest,2,,,50%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.","10,0","9,6",No precipitation,12,,,,
09.11.2016 18:00,"14,4","764,5","769,7","0,4",76,Wind blowing from the north,2,,,100%.,,,,,"17,0","Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,"10,0","10,1",No precipitation,3,,,,
09.11.2016 15:00,"16,1","764,1","769,2","-0,4",67,Wind blowing from the north-northwest,3,,,100%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",100%.,600-1000,,,"10,0","9,9",No precipitation,3,,,,
09.11.2016 12:00,"16,5","764,5","769,6","0,9",60,Wind blowing from the north,5,,,"90 or more, but not 100%",State of sky on the whole unchanged.,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","8,7",No precipitation,3,,,,
09.11.2016 09:00,"15,2","763,6","768,7","1,3",93,Wind blowing from the north,3,,,100%.,Rain (not freezing) not falling as shower(s).,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",100%.,200-300,,,"10,0","14,0",,,,,,
09.11.2016 06:00,"15,8","762,3","767,4","-0,1",94,Wind blowing from the west-northwest,6,11,11,100%.,"Rain, not freezing, continuous, heavy at time of observation.",Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,"9,7",,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",100%.,100-200,,,"2,0","14,8",5,3,,,,
09.11.2016 03:00,"15,4","762,4","767,5","-1,3",92,Wind blowing from the west,5,,,100%.,"Rain, not freezing, continuous, slight at time of observation.",Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",100%.,200-300,,,"10,0","14,1","0,5",3,,,,
09.11.2016 00:00,"12,2","763,7","768,9","-0,8",82,Wind blowing from the south-southwest,3,,,"90 or more, but not 100%",,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"90 or more, but not 100%",600-1000,,,"10,0","9,1",No precipitation,3,,,,
08.11.2016 21:00,"10,7","764,5","769,7","0,0",75,Wind blowing from the south-southeast,2,,,40%.,,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,1000-1500,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.","12,0","6,4",No precipitation,12,,,,
08.11.2016 18:00,"13,7","764,5","769,7","0,4",68,Wind blowing from the north,1,,,70 – 80%.,,,,,"16,1","Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","12,0","7,9",No precipitation,3,,,,
08.11.2016 15:00,"15,5","764,1","769,3","-0,6",51,Wind blowing from the north-west,4,,,50%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","15,0","5,4",No precipitation,3,,,,
08.11.2016 12:00,"14,9","764,7","769,9","0,0",53,Wind blowing from the north-northeast,2,,,40%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,300-600,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.","15,0","5,3",No precipitation,3,,,,
08.11.2016 09:00,"6,4","764,7","770,0","1,6",84,variable wind direction,1,,,40%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","15,0","3,8",,,,,,
08.11.2016 06:00,"2,7","763,1","768,4","0,7",94,Wind blowing from the south,2,,,"10% or less, but not 0",,,,"2,7",,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10% or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","1,8",No precipitation,3,,,,
08.11.2016 03:00,"3,2","762,4","767,8","0,4",92,Wind blowing from the north,1,,,"10% or less, but not 0",,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10% or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","2,0",No precipitation,3,,,,
08.11.2016 00:00,"5,8","762,0","767,3","1,1",89,Wind blowing from the south-east,2,,,20–30%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","12,0","4,1",No precipitation,3,,,,
07.11.2016 21:00,"9,6","760,9","766,2","1,4",69,Wind blowing from the north,2,,,20–30%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","12,0","4,2",No precipitation,12,,,,
07.11.2016 18:00,"11,7","759,5","764,7","0,9",60,Wind blowing from the north,4,,11,40%.,,,,,"14,5","Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","15,0","4,1",No precipitation,3,,,,
07.11.2016 15:00,"13,3","758,6","763,8","-0,2",52,Wind blowing from the north-northwest,8,12,12,60%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",60%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","15,0","3,7",No precipitation,3,,,,
07.11.2016 12:00,"13,4","758,8","763,9","0,0",54,Wind blowing from the north,7,,10,60%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.","15,0","4,1",No precipitation,3,,,,
07.11.2016 09:00,"8,6","758,8","764,0","1,3",73,Wind blowing from the north-east,2,,,40%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.","15,0","4,0",,,,,,
07.11.2016 06:00,"4,7","757,5","762,8","0,2",96,Wind blowing from the north,1,,,"10% or less, but not 0",,,,"4,5",,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","4,1",No precipitation,3,,,,
07.11.2016 03:00,"5,2","757,3","762,6","-0,3",,Wind blowing from the north,1,,,20–30%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0",,No precipitation,3,,,,
07.11.2016 00:00,"8,9","757,6","762,8","0,0",82,Wind blowing from the north,1,,,20–30%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","5,9",No precipitation,3,,,,
