Local time in Montijo (airport),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
23.06.2016 03:00,"17,6","761,8","763,1","0,6",87,Wind blowing from the north-west,3,,,no clouds,,,,,,,,,,,"20,0","15,4",No precipitation,3,,,,
23.06.2016 00:00,"18,0","761,2","762,5","0,8",89,Wind blowing from the north,3,,,no clouds,,,,,,,,,,,"20,0","16,2",No precipitation,3,,,,
22.06.2016 21:00,"20,0","760,4","761,6","1,3",83,Wind blowing from the north-northwest,5,,8,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.","20,0","17,1",No precipitation,12,,,,
22.06.2016 18:00,"27,9","759,1","760,3","-0,6",50,Wind blowing from the west,3,,,no clouds,,,,,"29,3",,,,,,"20,0","16,4",No precipitation,3,,,,
22.06.2016 15:00,"28,2","759,7","760,9","-1,8",53,Wind blowing from the west,4,,,no clouds,,,,,,,,,,,"20,0","17,6",No precipitation,3,,,,
22.06.2016 12:00,"27,7","761,5","761,5","1,2",51,Wind blowing from the west-northwest,2,,,no clouds,,,,,,,,,,,"20,0","16,5",No precipitation,3,,,,
22.06.2016 09:00,"22,8","760,3","761,5","0,1",72,Wind blowing from the north,1,,,no clouds,,,,,,,,,,,"20,0","17,4",,,,,,
22.06.2016 06:00,"17,9","760,2","761,5","0,6",91,Wind blowing from the north,1,,,no clouds,,,,"15,9",,,,,,,"20,0","16,4",No precipitation,3,,,,
22.06.2016 03:00,"17,8","759,6","760,9","-1,0",90,Wind blowing from the north,1,,,no clouds,,,,,,,,,,,"20,0","16,2",No precipitation,3,,,,
22.06.2016 00:00,"20,0","760,6","761,8","0,5",83,Wind blowing from the north-northwest,3,,,no clouds,,,,,,,,,,,"20,0","17,1",No precipitation,3,,,,
21.06.2016 21:00,"22,7","760,1","761,3","-0,4",66,Wind blowing from the north,3,,,no clouds,,,,,,,,,,,"20,0","16,1",No precipitation,12,,,,
21.06.2016 18:00,"27,8","760,5","761,7","-1,1",44,Wind blowing from the west,4,,9,no clouds,,,,,"29,4",,,,,,"20,0","14,3",No precipitation,3,,,,
21.06.2016 15:00,"28,2","761,6","762,8","-0,8",38,Wind blowing from the west,6,,9,no clouds,,,,,,,,,,,"20,0","12,4",No precipitation,3,,,,
21.06.2016 12:00,"27,4","762,4","763,6","-0,1",43,Wind blowing from the west,5,,,no clouds,,,,,,,,,,,"20,0","13,6",No precipitation,3,,,,
21.06.2016 09:00,"23,5","762,5","763,7","0,4",62,Wind blowing from the west,2,,,no clouds,,,,,,,,,,,"20,0","15,9",,,,,,
21.06.2016 06:00,"17,8","762,1","763,3","0,0",78,Wind blowing from the north,1,,,no clouds,,,,"15,2",,,,,,,"20,0","13,8",No precipitation,3,,,,
21.06.2016 03:00,"15,5","762,1","763,3","-1,1",79,Wind blowing from the north,1,,,no clouds,,,,,,,,,,,"20,0","11,9",No precipitation,3,,,,
21.06.2016 00:00,"20,6","763,2","764,4","-0,2",61,Wind blowing from the north,6,,,no clouds,,,,,,,,,,,"20,0","12,7",No precipitation,3,,,,
20.06.2016 21:00,"22,7","763,4","764,6","0,4",63,Wind blowing from the north-northwest,3,,,no clouds,,,,,,,,,,,"20,0","15,2",No precipitation,12,,,,
20.06.2016 18:00,"29,1","763,0","764,2","-0,6",48,Wind blowing from the north,4,,,no clouds,,,,,"34,4",,,,,,"20,0","16,9",No precipitation,3,,,,
20.06.2016 15:00,"32,7","763,6","764,8","-1,3",31,Wind blowing from the west-northwest,3,,,no clouds,,,,,,,,,,,"20,0","13,2",No precipitation,3,,,,
20.06.2016 12:00,"30,5","764,9","766,1","-0,8",45,Wind blowing from the north,4,,,no clouds,,,,,,,,,,,"20,0","17,1",No precipitation,3,,,,
20.06.2016 09:00,"22,9","765,7","766,9","0,0",66,Wind blowing from the north-northeast,3,,,no clouds,,,,,,,,,,,"20,0","16,1",,,,,,
20.06.2016 06:00,"17,3","765,7","767,0","-0,1",81,Wind blowing from the east,1,,,no clouds,,,,"16,0",,,,,,,"20,0","13,9",No precipitation,3,,,,
20.06.2016 03:00,"17,7","765,8","767,1","-1,0",76,Wind blowing from the north,2,,,no clouds,,,,,,,,,,,"20,0","13,3",No precipitation,3,,,,
20.06.2016 00:00,"18,7","766,8","768,1","0,2",67,Wind blowing from the north-northwest,2,,8,no clouds,,,,,,,,,,,"20,0","12,5",No precipitation,3,,,,
19.06.2016 21:00,"20,7","766,6","767,9","0,6",61,Wind blowing from the north,6,,10,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","12,8",No precipitation,12,,,,
19.06.2016 18:00,"26,9","766,0","767,3","-0,9",40,Wind blowing from the north,7,,10,"10% or less, but not 0",,,,,"32,3","No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","12,0",No precipitation,3,,,,
19.06.2016 15:00,"31,7","766,9","768,1","-1,0",23,Wind blowing from the north,5,,9,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","8,4",No precipitation,3,,,,
19.06.2016 12:00,"28,8","767,9","769,1","-0,5",34,Wind blowing from the north-northeast,6,,9,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","11,2",No precipitation,3,,,,
19.06.2016 09:00,"23,5","768,4","769,6","0,6",55,Wind blowing from the north-northeast,5,,8,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","13,8",,,,,,
19.06.2016 06:00,"16,3","767,8","769,1","0,0",85,Wind blowing from the north,1,,,no clouds,,,,"15,1",,,,,,,"20,0","13,8",No precipitation,3,,,,
19.06.2016 03:00,"17,0","767,8","769,1","-0,4",78,Wind blowing from the north,3,,7,no clouds,,,,,,,,,,,"20,0","13,2",No precipitation,3,,,,
19.06.2016 00:00,"17,8","768,2","769,5","0,1",73,Wind blowing from the north,5,,8,no clouds,,,,,,,,,,,"20,0","12,8",No precipitation,3,,,,
18.06.2016 21:00,"18,7","768,1","769,3","1,0",67,Wind blowing from the north,6,,12,no clouds,,,,,,,,,,,"20,0","12,3",No precipitation,12,,,,
18.06.2016 18:00,"22,7","767,1","768,3","0,1",53,Wind blowing from the north,8,12,12,no clouds,,,,,"26,7",,,,,,"20,0","12,5",No precipitation,3,,,,
18.06.2016 15:00,"25,7","767,0","768,3","-0,5",45,Wind blowing from the north-northwest,4,,,no clouds,,,,,,,,,,,"20,0","12,7",No precipitation,3,,,,
18.06.2016 12:00,"24,3","767,5","768,7","0,2",44,Wind blowing from the north,6,,,no clouds,,,,,,,,,,,"20,0","11,1",No precipitation,3,,,,
18.06.2016 09:00,"20,2","767,3","768,6","0,9",57,Wind blowing from the north,6,,10,"10% or less, but not 0",,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","11,3",,,,,,
18.06.2016 06:00,"16,0","766,4","767,7","0,4",76,Wind blowing from the north,7,,11,"10% or less, but not 0",,,,"15,5",,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","11,8",No precipitation,3,,,,
18.06.2016 03:00,"16,1","766,0","767,3","-0,6",73,Wind blowing from the north,6,,10,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","11,3",No precipitation,3,,,,
18.06.2016 00:00,"16,3","766,6","767,9","0,8",76,Wind blowing from the north,4,,11,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","12,1",No precipitation,3,,,,
17.06.2016 21:00,"17,5","765,8","767,1","1,4",68,Wind blowing from the north,5,,11,"10% or less, but not 0",,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","11,4",No precipitation,12,,,,
17.06.2016 18:00,"21,8","764,4","765,6","0,4",50,Wind blowing from the north-northwest,6,,10,"10% or less, but not 0",,,,,"24,9","Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","10,8",No precipitation,3,,,,
17.06.2016 15:00,"23,8","764,0","765,3","-0,4",47,Wind blowing from the north-northwest,6,,9,40%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,1000-1500,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","11,7",No precipitation,3,,,,
17.06.2016 12:00,"21,1","764,4","765,6","0,3",55,Wind blowing from the north,4,,,70 – 80%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.","20,0","11,8",No precipitation,3,,,,
17.06.2016 09:00,"19,5","764,1","765,3","1,2",68,Wind blowing from the north,2,,,20–30%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","13,5",,,,,,
17.06.2016 06:00,"15,0","762,9","764,2","0,4",86,Wind blowing from the north,2,,,"10% or less, but not 0",,,,"13,6",,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","12,7",No precipitation,3,,,,
17.06.2016 03:00,"14,3","762,5","763,8","-0,2",85,Wind blowing from the north-west,2,,,"10% or less, but not 0",,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","11,8",No precipitation,3,,,,
17.06.2016 00:00,"15,6","762,7","764,0","0,6",79,Wind blowing from the north-northwest,3,,,"10% or less, but not 0",,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","12,0",No precipitation,3,,,,
16.06.2016 21:00,"17,0","762,1","763,4","1,4",72,Wind blowing from the north-west,4,,9,"10% or less, but not 0",,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","11,8",No precipitation,12,,,,
16.06.2016 18:00,"20,6","760,7","762,0","0,2",56,Wind blowing from the north-west,6,9,10,20–30%.,,,,,"23,7","Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","11,4",No precipitation,3,,,,
16.06.2016 15:00,"20,7","760,5","761,8","-0,1",51,Wind blowing from the north-west,6,8,10,40%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","10,3",No precipitation,3,,,,
16.06.2016 12:00,"21,7","760,6","761,8","0,5",53,Wind blowing from the north-west,6,,10,50%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","11,6",No precipitation,3,,,,
16.06.2016 09:00,"20,3","760,1","761,3","1,3",63,Wind blowing from the north-northwest,4,,8,50%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","12,9",,,,,,
16.06.2016 06:00,"15,8","758,8","760,0","0,9",80,Wind blowing from the north-west,3,,,"10% or less, but not 0",Clouds generally dissolving or becoming less developed.,Shower(s).,Cloud covering 1/2 or less of the sky throughout the appropriate period.,"14,6",,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","12,4",No precipitation,3,,,,
16.06.2016 03:00,"15,9","757,9","759,2","-0,3",83,Wind blowing from the north-west,4,,7,40%.,Clouds generally forming or developing.,Shower(s).,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10% or less, but not 0",600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.","20,0","12,9","0,1",3,,,,
16.06.2016 00:00,"16,5","758,2","759,5","0,5",78,Wind blowing from the west-northwest,4,,11,20–30%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","12,7",No precipitation,3,,,,
15.06.2016 21:00,"17,3","757,7","759,0","0,7",70,Wind blowing from the west-northwest,6,,,40%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","11,8","0,3",12,,,,
15.06.2016 18:00,"19,8","757,0","758,2","0,0",56,Wind blowing from the west-northwest,7,,12,40%.,,,,,"22,6","Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","10,6",No precipitation,3,,,,
15.06.2016 15:00,"21,5","757,0","758,2","-0,6",47,Wind blowing from the west-northwest,7,,11,60%.,,,,,,,,1000-1500,,,"20,0","9,6",No precipitation,3,,,,
15.06.2016 12:00,"19,2","757,6","758,8","0,3",66,Wind blowing from the north-west,6,,11,70 – 80%.,Shower(s) of rain.,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.","20,0","12,6","0,3",3,,,,
15.06.2016 09:00,"18,4","757,3","758,6","0,2",73,Wind blowing from the west-northwest,5,8,8,"90 or more, but not 100%","Rain shower(s), slight.",Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,"20,0","13,5",,,,,,
15.06.2016 06:00,"17,7","757,1","758,3","-0,6",78,Wind blowing from the west,4,,8,60%.,,,,"16,8",,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","13,7",No precipitation,3,,,,
15.06.2016 03:00,"17,1","757,7","759,0","-1,1",80,Wind blowing from the west,4,,9,40%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.","20,0","13,5",No precipitation,3,,,,
15.06.2016 00:00,"18,1","758,8","760,0","-0,4",82,Wind blowing from the west,4,,7,40%.,Clouds generally dissolving or becoming less developed.,Rain.,Drizzle.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","15,0",No precipitation,3,,,,
14.06.2016 21:00,"19,3","759,2","760,4","0,2",76,Wind blowing from the north-west,4,,9,60%.,State of sky on the whole unchanged.,Rain.,Drizzle.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",60%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","15,0",Trace of precipitation,12,,,,
14.06.2016 18:00,"20,7","759,0","760,3","-1,3",85,Wind blowing from the west,5,8,10,"90 or more, but not 100%",Rain (not freezing) not falling as shower(s).,Rain.,Drizzle.,,"24,7","Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90 or more, but not 100%",200-300,,,"10,0","18,1",Trace of precipitation,3,,,,
14.06.2016 15:00,"22,7","760,3","761,5","-0,9",69,Wind blowing from the west-southwest,6,,10,"90 or more, but not 100%",,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,600-1000,Altocumulus translucidus at a single level.,,"20,0","16,6",No precipitation,3,,,,
14.06.2016 12:00,"24,0","761,2","762,5","-0,8",61,Wind blowing from the west-southwest,5,,,"10% or less, but not 0",,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",600-1000,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","16,1",No precipitation,3,,,,
14.06.2016 09:00,"20,7","762,0","763,2","0,2",70,Wind blowing from the west,2,,,"10% or less, but not 0",,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","15,1",,,,,,
14.06.2016 06:00,"17,1","761,8","763,0","-0,3",84,Wind blowing from the north-northwest,2,,7,"10% or less, but not 0",,,,"16,8",,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10% or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","14,4",No precipitation,3,,,,
14.06.2016 03:00,"17,1","762,1","763,4","-1,4",83,Wind blowing from the north,4,6,6,"10% or less, but not 0",,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","14,2",No precipitation,3,,,,
14.06.2016 00:00,"17,8","763,5","764,8","-0,2",82,Wind blowing from the north,4,,8,"10% or less, but not 0",,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","14,7",No precipitation,3,,,,
13.06.2016 21:00,"19,1","763,7","765,0","0,2",78,Wind blowing from the north-northwest,4,7,9,"10% or less, but not 0",,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","15,2",No precipitation,12,,,,
13.06.2016 18:00,"22,9","763,5","764,7","-0,2",69,Wind blowing from the north-northwest,5,8,10,20–30%.,,,,,"25,1","Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","16,8",No precipitation,3,,,,
13.06.2016 15:00,"23,8","763,7","764,9","-0,8",71,Wind blowing from the north-northwest,6,,,"90 or more, but not 100%",,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","90 or more, but not 100%",600-1000,,,"20,0","18,3",No precipitation,3,,,,
13.06.2016 12:00,"23,5","764,5","765,8","-0,4",74,Wind blowing from the north-west,4,,7,"90 or more, but not 100%",,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","90 or more, but not 100%",600-1000,,,"20,0","18,5",No precipitation,3,,,,
13.06.2016 09:00,"21,4","764,9","766,2","0,9",77,Wind blowing from the north-northwest,5,,9,60%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.","15,0","17,1",,,,,,
13.06.2016 06:00,"19,4","764,0","765,2","-0,2",87,Wind blowing from the north-northwest,4,,9,"90 or more, but not 100%",,,,"19,2",,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","90 or more, but not 100%",300-600,,,"15,0","17,2",No precipitation,3,,,,
13.06.2016 03:00,"20,1","764,2","765,5","-0,4",83,Wind blowing from the north-northwest,3,,9,70 – 80%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",70 – 80%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","17,2",No precipitation,3,,,,
13.06.2016 00:00,"20,3","764,6","765,9","0,4",86,Wind blowing from the north-northwest,4,,10,60%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","17,9",No precipitation,3,,,,
12.06.2016 21:00,"20,3","764,2","765,4","1,2",85,Wind blowing from the north-west,6,,8,40%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","17,6",No precipitation,12,,,,
12.06.2016 18:00,"25,0","763,0","764,2","-0,2",63,Wind blowing from the north-northwest,5,,9,no clouds,,,,,"29,0",,,,,,"20,0","17,4",No precipitation,3,,,,
12.06.2016 15:00,"28,2","763,2","764,5","-0,5",52,Wind blowing from the north-northwest,5,,8,no clouds,,,,,,,,,,,"20,0","17,3",No precipitation,3,,,,
12.06.2016 12:00,"26,5","763,7","764,9","0,0",53,Wind blowing from the north,4,,,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","16,0",No precipitation,3,,,,
12.06.2016 09:00,"21,8","763,7","764,9","0,4",68,Wind blowing from the north,2,,,40%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","15,7",,,,,,
12.06.2016 06:00,"18,3","763,3","764,8","0,4",81,Wind blowing from the north,3,,,60%.,,,,"17,9",,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.","20,0","15,0",No precipitation,3,,,,
12.06.2016 03:00,"18,9","762,9","764,2","-0,7",81,Wind blowing from the north-northwest,3,,,"90 or more, but not 100%",,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","90 or more, but not 100%",600-1000,,,"20,0","15,6",No precipitation,3,,,,
12.06.2016 00:00,"19,7","763,6","764,9","0,5",78,Wind blowing from the north-northwest,4,,8,"90 or more, but not 100%",,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","90 or more, but not 100%",600-1000,,,"20,0","15,8",No precipitation,3,,,,
11.06.2016 21:00,"19,0","763,1","764,4","1,0",79,Wind blowing from the north-northwest,5,,9,"10% or less, but not 0",,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","15,3",No precipitation,12,,,,
11.06.2016 18:00,"23,4","762,1","763,3","-0,5",49,Wind blowing from the north-west,5,,9,"10% or less, but not 0",,,,,"25,8","No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","12,1",No precipitation,3,,,,
11.06.2016 15:00,"25,1","762,6","763,8","0,0",47,Wind blowing from the north-west,6,,9,no clouds,,,,,,,,,,,"20,0","12,9",No precipitation,3,,,,
