Local time in Ovar (airport),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
02.12.2016 15:00,"16,2","759,6","761,1","-1,9",77,Wind blowing from the north,1,,,70 – 80%.,,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10% or less, but not 0",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","12,1",No precipitation,3,,,,
02.12.2016 12:00,"17,4","761,5","763,0","-1,2",,Wind blowing from the west,3,,,50%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0",,No precipitation,3,,,,
02.12.2016 09:00,"10,6","762,7","764,2","-0,2",93,variable wind direction,1,,,70 – 80%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",60%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","9,5",,,,,,
02.12.2016 06:00,"8,4","762,9","764,5","-0,6",95,Wind blowing from the north,1,,,40%.,,,,"7,0",,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","7,6",No precipitation,3,,,,
02.12.2016 03:00,"8,4","763,5","765,1","-0,9",92,Wind blowing from the north,1,,,20–30%.,Mist.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10% or less, but not 0",1000-1500,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.","8,0","7,2",No precipitation,3,,,,
02.12.2016 00:00,"10,8","764,4","766,0","0,1",91,Wind blowing from the north,1,,,"90 or more, but not 100%",,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"90 or more, but not 100%",1000-1500,,,"10,0","9,3",No precipitation,3,,,,
01.12.2016 21:00,"12,0","764,3","765,9","0,3",87,Wind blowing from the north,1,,,50%.,,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,1000-1500,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.","10,0","9,8",No precipitation,12,,,,
01.12.2016 18:00,"14,2","764,0","765,6","0,4",87,Wind blowing from the north,1,,,"90 or more, but not 100%",,,,,"18,6","Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",60%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","12,1",No precipitation,3,,,,
01.12.2016 15:00,"17,6","763,6","765,1","-1,0",66,Wind blowing from the south-east,2,,,"90 or more, but not 100%",,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,1000-1500,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","10,0","11,1",No precipitation,3,,,,
01.12.2016 12:00,"18,2","764,6","766,1","-0,1",58,Wind blowing from the south-east,3,,,"90 or more, but not 100%",,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,1000-1500,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","10,0","9,8",No precipitation,3,,,,
01.12.2016 09:00,"14,0","764,7","766,3","0,2",74,variable wind direction,1,,,"90 or more, but not 100%",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",50%.,2000-2500,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","10,0","9,3",,,,,,
01.12.2016 06:00,"12,4","764,5","766,0","-0,1",83,Wind blowing from the north,1,,,"90 or more, but not 100%",,,,"12,4",,Stratocumulus other than Stratocumulus cumulogenitus.,"10% or less, but not 0",1000-1500,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","10,0","9,5",No precipitation,3,,,,
01.12.2016 03:00,"16,0","764,6","766,1","0,2",68,Wind blowing from the north,1,,,100%.,,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,1000-1500,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","10,0","10,0",No precipitation,3,,,,
01.12.2016 00:00,"16,8","764,4","765,9","0,5",61,Wind blowing from the south-east,2,,,"90 or more, but not 100%",,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10% or less, but not 0",1000-1500,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","10,0","9,3",No precipitation,3,,,,
30.11.2016 21:00,"15,4","763,9","765,4","0,4",65,Wind blowing from the east-southeast,2,,,100%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",50%.,2000-2500,Altocumulus translucidus at a single level.,"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.","10,0","8,9",No precipitation,12,,,,
30.11.2016 18:00,"16,6","763,5","765,0","1,0",63,Wind blowing from the east-southeast,2,,,"90 or more, but not 100%",,,,,"19,2","No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",60%.,2000-2500,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","10,0","9,5",No precipitation,3,,,,
30.11.2016 15:00,"18,4","762,5","764,1","-1,2",53,Wind blowing from the south-east,3,,9,"90 or more, but not 100%","Precipitation within sight, not reaching the ground or the surface of the sea.",Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10% or less, but not 0",1000-1500,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","10,0","8,7",No precipitation,3,,,,
30.11.2016 12:00,"18,2","763,7","765,3","0,3",55,Wind blowing from the south-east,4,10,10,"90 or more, but not 100%",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",50%.,2000-2500,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","10,0","8,9",No precipitation,3,,,,
30.11.2016 09:00,"11,2","763,4","765,0","0,8",78,Wind blowing from the east-northeast,2,,,70 – 80%.,,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.","10,0","7,4",,,,,,
30.11.2016 06:00,"9,8","762,6","764,2","-0,4",90,Wind blowing from the north-east,1,,,50%.,,,,"8,0",,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10% or less, but not 0",2000-2500,Altocumulus translucidus at a single level.,"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.","10,0","8,3",No precipitation,3,,,,
30.11.2016 03:00,"8,8","763,0","764,5","0,3",90,Wind blowing from the north,1,,,40%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","7,2",No precipitation,3,,,,
30.11.2016 00:00,"10,2","762,7","764,3","0,0",79,Wind blowing from the east-northeast,2,,,70 – 80%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10% or less, but not 0",2000-2500,Altocumulus translucidus at a single level.,"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.","10,0","6,7",No precipitation,3,,,,
29.11.2016 21:00,"10,2","762,7","764,2","0,6",79,Wind blowing from the east-northeast,2,,,20–30%.,,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10% or less, but not 0",1000-1500,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","6,7",No precipitation,12,,,,
29.11.2016 18:00,"13,2","762,1","763,6","0,8",77,Wind blowing from the north-east,2,,,"90 or more, but not 100%",,,,,"17,2",Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","9,2",No precipitation,3,,,,
29.11.2016 15:00,"16,6","761,3","762,8","-0,8",67,Wind blowing from the north-east,2,,,70 – 80%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",60%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.",less than 0.1,"10,3",No precipitation,3,,,,
29.11.2016 12:00,"13,6","762,1","763,6","0,3",77,Wind blowing from the north-east,2,,,70 – 80%.,,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,1000-1500,Altostratus translucidus.,"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.","10,0","9,6",No precipitation,3,,,,
29.11.2016 09:00,"4,8","761,8","763,3","1,4",97,variable wind direction,1,,,20–30%.,"More or less continuous shallow fog or ice fog at the station, whether on land or sea, not deeper than about 2 metres on land or 10 metres at sea.",Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20–30%.,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","4,4",,,,,,
29.11.2016 06:00,"4,0","760,4","762,0","0,4",97,Wind blowing from the north,1,,,"10% or less, but not 0",,,,"3,4",,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10% or less, but not 0",2000-2500,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.","10,0","3,6",No precipitation,3,,,,
29.11.2016 03:00,"4,0","760,0","761,6","0,0",94,Wind blowing from the north,1,,,"10% or less, but not 0",Mist.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.","10% or less, but not 0",100-200,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","5,0","3,1",No precipitation,3,,,,
29.11.2016 00:00,"5,6","760,0","761,5","1,0",95,Wind blowing from the north,1,,,no clouds,Mist.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,"5,0","4,8",No precipitation,3,,,,
28.11.2016 21:00,"7,0","759,0","760,6","0,3",95,Wind blowing from the north,1,,,"10% or less, but not 0",Mist.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","6,0","6,2",No precipitation,12,,,,
28.11.2016 18:00,"11,0","758,7","760,2","0,2",86,Wind blowing from the north,1,,,"10% or less, but not 0",,,,,"15,0","No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","8,8",No precipitation,3,,,,
28.11.2016 15:00,"15,0","758,5","760,0","-0,1",70,Wind blowing from the north-northwest,2,,,"10% or less, but not 0",,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","9,6",No precipitation,3,,,,
28.11.2016 12:00,"13,8","758,6","760,1","0,2",73,Wind blowing from the north,1,,,no clouds,,,,,,,,,,,"10,0","9,1",No precipitation,3,,,,
28.11.2016 09:00,"6,0","758,4","760,0","1,4",95,variable wind direction,1,,,"10% or less, but not 0","More or less continuous shallow fog or ice fog at the station, whether on land or sea, not deeper than about 2 metres on land or 10 metres at sea.",Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","9,0","5,2",,,,,,
28.11.2016 06:00,"5,0","757,0","758,6","0,3",91,Wind blowing from the north,1,,,"10% or less, but not 0","More or less continuous shallow fog or ice fog at the station, whether on land or sea, not deeper than about 2 metres on land or 10 metres at sea.",Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,"4,6",,Stratocumulus other than Stratocumulus cumulogenitus.,"10% or less, but not 0",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","3,7",No precipitation,3,,,,
28.11.2016 03:00,"7,0","756,7","758,2","-0,1",92,Wind blowing from the north,1,,,20–30%.,,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10% or less, but not 0",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","5,8",No precipitation,3,,,,
28.11.2016 00:00,"7,8","756,8","758,3","0,7",92,Wind blowing from the north,1,,,60%.,Mist.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,1000-1500,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.","9,0","6,6",No precipitation,3,,,,
27.11.2016 21:00,"7,8","756,1","757,6","0,6",90,Wind blowing from the north,1,,,20–30%.,Mist.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,1000-1500,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.","8,0","6,2",No precipitation,12,,,,
27.11.2016 18:00,"12,2","755,5","757,0","0,9",85,Wind blowing from the north-northeast,2,,,50%.,,,,,"15,2",Stratocumulus other than Stratocumulus cumulogenitus.,"10% or less, but not 0",1000-1500,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","9,7",No precipitation,3,,,,
27.11.2016 15:00,"14,2","754,6","756,1","-0,1",72,Wind blowing from the north-northeast,3,,,"90 or more, but not 100%",,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",60%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","9,1",No precipitation,3,,,,
27.11.2016 12:00,"13,2","754,7","756,2","0,4",77,Wind blowing from the north-east,2,,,"90 or more, but not 100%",,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.","10,0","9,2",No precipitation,3,,,,
27.11.2016 09:00,"6,4","754,3","755,8","1,3",95,variable wind direction,1,,,70 – 80%.,,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","5,6",,,,,,
27.11.2016 06:00,"6,0","753,0","754,6","0,5",95,Wind blowing from the south,3,,,40%.,,,,"5,8",,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.","10,0","5,2",No precipitation,3,,,,
27.11.2016 03:00,"8,4","752,5","754,0","0,0",95,Wind blowing from the east-northeast,2,,,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","7,6",No precipitation,3,,,,
27.11.2016 00:00,"9,8","752,5","754,0","0,4",86,Wind blowing from the east,2,,,"10% or less, but not 0",,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10% or less, but not 0",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","7,5",No precipitation,3,,,,
26.11.2016 21:00,"9,0","752,1","753,7","0,9",90,Wind blowing from the east-northeast,2,,,"10% or less, but not 0",,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10% or less, but not 0",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","7,5",1,12,,,,
26.11.2016 18:00,"11,2","751,2","752,7","1,1",82,Wind blowing from the north-northeast,2,,,40%.,,,,,"14,6","Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","8,2",No precipitation,3,,,,
26.11.2016 15:00,"14,2","750,1","751,6","-0,8",72,Wind blowing from the north-northeast,5,,,60%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","10,0","9,2",No precipitation,3,,,,
26.11.2016 12:00,"11,2","750,9","752,5","-0,1",82,Wind blowing from the east-northeast,3,,,"90 or more, but not 100%",Clouds generally forming or developing.,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","8,2",1,3,,,,
26.11.2016 09:00,"10,8","751,0","752,5","1,0",82,Wind blowing from the east,4,,,"90 or more, but not 100%",State of sky on the whole unchanged.,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90 or more, but not 100%",600-1000,,,"10,0","7,8",,,,,,
26.11.2016 06:00,"9,8","750,0","751,5","0,1",86,Wind blowing from the east-northeast,2,,,"90 or more, but not 100%",State of sky on the whole unchanged.,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,"9,6",,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90 or more, but not 100%",300-600,,,"10,0","7,5",No precipitation,3,,,,
26.11.2016 03:00,"10,4","749,9","751,5","-0,3",79,Wind blowing from the east,2,,,70 – 80%.,Clouds generally forming or developing.,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.","10,0","6,9",Trace of precipitation,3,,,,
26.11.2016 00:00,"12,0","750,2","751,7","0,4",72,Wind blowing from the east-southeast,3,,,100%.,"Rain shower(s), slight.",Shower(s).,Rain.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",100%.,300-600,,,"9,0","7,0",Trace of precipitation,3,,,,
25.11.2016 21:00,"11,2","749,8","751,4","0,6",80,Wind blowing from the east-southeast,4,,8,"90 or more, but not 100%","Rain shower(s), slight.",Shower(s).,Rain.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90 or more, but not 100%",300-600,,,"9,0","7,8",8,12,,,,
25.11.2016 18:00,"10,6","749,2","750,8","0,4",86,Wind blowing from the east,2,,,100%.,"Rain shower(s), slight.",Shower(s).,Rain.,,"12,2","Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",100%.,300-600,,,"9,0","8,4",1,3,,,,
25.11.2016 15:00,"10,4","748,8","750,4","-1,0",84,Wind blowing from the east-northeast,3,,9,100%.,"Rain, not freezing, intermittent, slight at time of observation.",Shower(s).,Rain.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",100%.,300-600,,,"9,0","7,7",3,3,,,,
25.11.2016 12:00,"10,2","749,8","751,3","0,9",79,Wind blowing from the east-northeast,3,9,9,"90 or more, but not 100%",Rain (not freezing) not falling as shower(s).,Shower(s).,Rain.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90 or more, but not 100%",300-600,,,"10,0","6,7",3,3,,,,
25.11.2016 09:00,"9,2","748,9","750,4","1,0",72,Wind blowing from the east,3,,9,"90 or more, but not 100%",Shower(s) of rain.,Shower(s).,Rain.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","10,0","4,3",,,,,,
25.11.2016 06:00,"9,0","747,9","749,4","-0,1",81,Wind blowing from the south-southeast,3,,8,70 – 80%.,Rain (not freezing) not falling as shower(s).,Shower(s).,Rain.,"9,0",,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","5,8",3,3,,,,
25.11.2016 03:00,"9,4","748,0","749,6","-0,5",86,Wind blowing from the east-southeast,4,,11,"90 or more, but not 100%","Rain, not freezing, continuous, slight at time of observation.",Shower(s).,Rain.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90 or more, but not 100%",300-600,,,"10,0","7,1",3,3,,,,
25.11.2016 00:00,"9,8","748,5","750,1","-0,2",83,Wind blowing from the south-southeast,7,11,13,"90 or more, but not 100%",Rain (not freezing) not falling as shower(s).,Rain.,Rain.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90 or more, but not 100%",300-600,,,"10,0","7,1",2,3,,,,
24.11.2016 21:00,"9,1","748,7","750,2","-2,7",91,Wind blowing from the south-southeast,10,15,18,100%.,"Rain, not freezing, continuous, slight at time of observation.",Rain.,Rain.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90 or more, but not 100%",300-600,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,"6,0","7,7",41,12,,,,
24.11.2016 18:00,"10,0","751,4","753,0","-2,2",93,Wind blowing from the south-west,7,12,12,100%.,"Rain, not freezing, intermittent, moderate at time of observation.",Shower(s).,Rain.,,"10,6","Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,300-600,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,"5,0","8,9",11,3,,,,
24.11.2016 15:00,"9,4","753,6","755,2","-1,9",86,Wind blowing from the west-southwest,2,,8,100%.,"Rain, not freezing, intermittent, slight at time of observation.",Shower(s).,Rain.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,300-600,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,"8,0","7,1",8,3,,,,
24.11.2016 12:00,"8,8","755,5","757,1","-1,2",83,Wind blowing from the south,5,,,100%.,Shower(s) of rain.,Shower(s).,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",60%.,600-1000,Altostratus translucidus.,Cirrostratus not progressively invading the sky and not entirely covering it.,"10,0","6,0",Trace of precipitation,3,,,,
24.11.2016 09:00,"1,8","756,7","758,2","0,5",97,variable wind direction,1,,,"90 or more, but not 100%",,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,600-1000,Altostratus translucidus.,Cirrostratus not progressively invading the sky and not entirely covering it.,"10,0","1,3",,,,,,
24.11.2016 06:00,,"756,2","757,8","0,0",,Wind blowing from the north,2,,,"10% or less, but not 0",,,,"0,2",,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.","10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.",Cirrostratus not progressively invading the sky and not entirely covering it.,"10,0","-0,3",No precipitation,3,,,,
24.11.2016 03:00,"2,6","756,2","757,8","0,1",91,"Calm, no wind",0,,,20–30%.,,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","1,2",No precipitation,3,,,,
24.11.2016 00:00,"5,0","756,1","757,6","0,3",91,Wind blowing from the north,1,,,"10% or less, but not 0",,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","3,7",No precipitation,3,,,,
