Local time in Coimbra / Cernache,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
23.12.2016 06:00,"7,0","761,9","777,8","0,1",99,Wind blowing from the east-northeast,2,,,,,,,"6,8",,,,,,,,"6,9","0,1",12,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"5,0",,
23.12.2016 05:00,"7,4","761,6","777,5","-0,3",100,Wind blowing from the north,1,,,,,,,,,,,,,,,"7,4",No precipitation,1,,,,
23.12.2016 04:00,"7,5","761,5","777,4","-0,6",99,Wind blowing from the north,1,,,,,,,,,,,,,,,"7,4",No precipitation,1,,,,
23.12.2016 03:00,"7,9","761,8","777,7","-0,3",99,Wind blowing from the east-northeast,2,,,,,,,,,,,,,,,"7,8",No precipitation,1,,,,
23.12.2016 02:00,"8,6","761,9","777,8","-0,1",99,Wind blowing from the east-northeast,1,,,,,,,,,,,,,,,"8,5",No precipitation,1,,,,
23.12.2016 01:00,"9,8","762,1","777,9","0,4",99,Wind blowing from the north-east,1,,,,,,,,,,,,,,,"9,6",No precipitation,1,,,,
23.12.2016 00:00,"10,5","762,1","777,9","0,6",99,Wind blowing from the north,1,,,,,,,,,,,,,,,"10,3",No precipitation,1,,,,
22.12.2016 23:00,"10,7","762,0","777,7","0,5",99,"Calm, no wind",0,,,,,,,,,,,,,,,"10,5",No precipitation,1,,,,
22.12.2016 22:00,"10,9","761,7","777,4","0,2",99,Wind blowing from the north-west,1,,,,,,,,,,,,,,,"10,8",No precipitation,1,,,,
22.12.2016 21:00,"10,0","761,5","777,4","0,3",97,"Calm, no wind",0,,,,,,,,,,,,,,,"9,6",No precipitation,12,,,,
22.12.2016 20:00,"11,1","761,5","777,2","0,6",97,"Calm, no wind",0,,,,,,,,,,,,,,,"10,6",No precipitation,1,,,,
22.12.2016 19:00,"11,8","761,5","777,2","1,0",92,Wind blowing from the north-northeast,2,,,,,,,,,,,,,,,"10,6",No precipitation,1,,,,
22.12.2016 18:00,"13,2","761,2","776,8","0,6",88,Wind blowing from the north-northwest,2,,5,,,,,,"15,2",,,,,,,"11,3",No precipitation,1,,,,
22.12.2016 17:00,"13,5","760,9","776,4","0,2",82,Wind blowing from the north,1,,,,,,,,,,,,,,,"10,5",No precipitation,1,,,,
22.12.2016 16:00,"14,7","760,5","776,0","-0,5",78,Wind blowing from the north,1,,,,,,,,,,,,,,,"10,9",No precipitation,1,,,,
22.12.2016 15:00,"14,9","760,6","776,0","-0,8",75,Wind blowing from the north-northeast,2,,5,,,,,,,,,,,,,"10,5",No precipitation,1,,,,
22.12.2016 14:00,"14,6","760,7","776,2","-0,8",76,Wind blowing from the north,2,,,,,,,,,,,,,,,"10,4",No precipitation,1,,,,
22.12.2016 13:00,"13,7","761,0","776,6","-0,2",78,Wind blowing from the north-northwest,2,,5,,,,,,,,,,,,,"9,9",No precipitation,1,,,,
22.12.2016 12:00,"13,9","761,4","777,0","0,7",69,Wind blowing from the north,2,,,,,,,,,,,,,,,"8,2",No precipitation,1,,,,
22.12.2016 11:00,"13,0","761,5","777,1","1,4",74,Wind blowing from the north,2,,,,,,,,,,,,,,,"8,5",No precipitation,1,,,,
22.12.2016 10:00,"10,5","761,2","777,0","1,2",79,Wind blowing from the east,2,,,,,,,,,,,,,,,"7,0",No precipitation,1,,,,
22.12.2016 09:00,"8,8","760,7","776,5","1,3",82,Wind blowing from the east,2,,,,,,,,,,,,,,,"5,9",No precipitation,1,,,,
22.12.2016 08:00,"7,8","760,1","776,0","0,8",87,Wind blowing from the east,1,,,,,,,,,,,,,,,"5,8",No precipitation,1,,,,
22.12.2016 07:00,"7,1","760,0","775,9","0,7",92,Wind blowing from the east,2,,,,,,,,,,,,,,,"5,9",No precipitation,1,,,,
22.12.2016 06:00,"7,3","759,4","775,3","0,2",91,Wind blowing from the east,2,,,,,,,"6,5",,,,,,,,"5,9",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"4,0",,
22.12.2016 05:00,"7,7","759,3","775,1","0,2",90,Wind blowing from the east-northeast,2,,,,,,,,,,,,,,,"6,1",No precipitation,1,,,,
22.12.2016 04:00,"7,7","759,3","775,2","0,3",90,Wind blowing from the east-northeast,1,,,,,,,,,,,,,,,"6,2",No precipitation,1,,,,
22.12.2016 03:00,"7,6","759,2","775,0","0,1",92,Wind blowing from the east-northeast,2,,,,,,,,,,,,,,,"6,3",No precipitation,1,,,,
22.12.2016 02:00,"7,2","759,1","775,0","0,2",93,Wind blowing from the east-northeast,1,,,,,,,,,,,,,,,"6,2",No precipitation,1,,,,
22.12.2016 01:00,"6,9","759,0","774,9","0,2",97,Wind blowing from the east-northeast,1,,,,,,,,,,,,,,,"6,4",No precipitation,1,,,,
22.12.2016 00:00,"7,0","759,1","775,0","0,6",95,Wind blowing from the north,1,,,,,,,,,,,,,,,"6,3",No precipitation,1,,,,
21.12.2016 23:00,"7,2","758,9","774,7","0,4",91,Wind blowing from the east,1,,,,,,,,,,,,,,,"5,8",No precipitation,1,,,,
21.12.2016 22:00,"7,9","758,8","774,7","0,4",92,Wind blowing from the north,1,,,,,,,,,,,,,,,"6,6",No precipitation,1,,,,
21.12.2016 21:00,"9,1","758,5","774,3","0,3",87,Wind blowing from the east-northeast,1,,,,,,,,,,,,,,,"7,1",No precipitation,12,,,,
21.12.2016 20:00,"9,4","758,5","774,3","0,4",86,Wind blowing from the east-northeast,1,,,,,,,,,,,,,,,"7,2",No precipitation,1,,,,
21.12.2016 19:00,"9,2","758,4","774,1","0,5",87,Wind blowing from the north-northeast,1,,,,,,,,,,,,,,,"7,1",No precipitation,1,,,,
21.12.2016 18:00,"10,2","758,2","773,8","0,8",80,Wind blowing from the north-northeast,1,,,,,,,,"13,2",,,,,,,"6,8",No precipitation,1,,,,
21.12.2016 17:00,"10,9","758,1","773,8","0,8",78,Wind blowing from the north,2,,,,,,,,,,,,,,,"7,1",No precipitation,1,,,,
21.12.2016 16:00,"12,0","757,9","773,5","0,3",74,Wind blowing from the north-northwest,1,,,,,,,,,,,,,,,"7,4",No precipitation,1,,,,
21.12.2016 15:00,"12,9","757,4","773,0","-0,6",68,Wind blowing from the north,1,,,,,,,,,,,,,,,"7,0",No precipitation,1,,,,
21.12.2016 14:00,"12,7","757,3","772,9","-1,0",68,Wind blowing from the north,1,,,,,,,,,,,,,,,"6,8",No precipitation,1,,,,
21.12.2016 13:00,"12,7","757,6","773,2","0,0",67,Wind blowing from the north-east,2,,,,,,,,,,,,,,,"6,7",No precipitation,1,,,,
21.12.2016 12:00,"10,8","758,0","773,6","0,6",73,Wind blowing from the north,2,,5,,,,,,,,,,,,,"6,1",No precipitation,1,,,,
21.12.2016 11:00,"10,0","758,3","774,0","1,2",75,Wind blowing from the north-northeast,3,,5,,,,,,,,,,,,,"5,7",No precipitation,1,,,,
21.12.2016 10:00,"8,2","757,6","773,3","0,9",78,Wind blowing from the east-northeast,2,,,,,,,,,,,,,,,"4,5",No precipitation,1,,,,
21.12.2016 09:00,"5,9","757,4","773,3","1,0",85,Wind blowing from the north,2,,5,,,,,,,,,,,,,"3,5",No precipitation,1,,,,
21.12.2016 08:00,"3,8","757,1","773,2","1,0",92,Wind blowing from the east-northeast,3,,,,,,,,,,,,,,,"2,6",No precipitation,1,,,,
21.12.2016 07:00,"4,2","756,7","772,8","0,7",91,Wind blowing from the east-northeast,2,,,,,,,,,,,,,,,"2,8",No precipitation,1,,,,
21.12.2016 06:00,"4,1","756,4","772,3","0,7",93,Wind blowing from the east-northeast,2,,,,,,,"4,1",,,,,,,,"3,1",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"1,0",,
21.12.2016 05:00,"5,0","756,1","772,1","0,8",91,Wind blowing from the east-northeast,2,,,,,,,,,,,,,,,"3,7",No precipitation,1,,,,
21.12.2016 04:00,"4,7","756,0","772,0","0,8",93,Wind blowing from the east-northeast,2,,,,,,,,,,,,,,,"3,6",No precipitation,1,,,,
21.12.2016 03:00,"5,1","755,7","771,6","0,5",93,Wind blowing from the east-northeast,2,,,,,,,,,,,,,,,"4,0",No precipitation,1,,,,
21.12.2016 02:00,"6,1","755,3","771,1","0,4",87,Wind blowing from the east-northeast,1,,,,,,,,,,,,,,,"4,1",No precipitation,1,,,,
21.12.2016 01:00,"6,5","755,2","771,0","0,3",88,Wind blowing from the east-northeast,2,,,,,,,,,,,,,,,"4,6",No precipitation,1,,,,
21.12.2016 00:00,"6,7","755,2","771,0","0,6",87,Wind blowing from the north-east,2,,,,,,,,,,,,,,,"4,6",No precipitation,1,,,,
20.12.2016 23:00,"5,8","754,9","770,8","0,6",91,Wind blowing from the east-northeast,2,,,,,,,,,,,,,,,"4,5",No precipitation,1,,,,
20.12.2016 22:00,"7,2","754,9","770,7","1,2",88,Wind blowing from the east-northeast,3,,,,,,,,,,,,,,,"5,3",No precipitation,1,,,,
20.12.2016 21:00,"6,2","754,6","770,5","1,1",91,Wind blowing from the north-east,2,,,,,,,,,,,,,,,"4,9",No precipitation,12,,,,
20.12.2016 20:00,"7,2","754,3","770,0","1,3",88,Wind blowing from the north-northeast,1,,,,,,,,,,,,,,,"5,3",No precipitation,1,,,,
20.12.2016 19:00,"8,3","753,7","769,3","1,2",79,Wind blowing from the east-northeast,1,,,,,,,,,,,,,,,"4,9",No precipitation,1,,,,
20.12.2016 18:00,"9,3","753,5","769,1","1,3",76,Wind blowing from the north,1,,,,,,,,"13,4",,,,,,,"5,3",No precipitation,1,,,,
20.12.2016 17:00,"10,4","753,0","768,6","1,1",70,Wind blowing from the north-northwest,1,,,,,,,,,,,,,,,"5,1",No precipitation,1,,,,
20.12.2016 16:00,"12,2","752,5","768,0","0,6",67,Wind blowing from the north-northwest,1,,,,,,,,,,,,,,,"6,3",No precipitation,1,,,,
20.12.2016 15:00,"11,9","752,2","767,8","0,0",70,Wind blowing from the north-west,1,,,,,,,,,,,,,,,"6,5",No precipitation,1,,,,
20.12.2016 14:00,"12,5","751,9","767,3","-0,9",64,Wind blowing from the north,1,,,,,,,,,,,,,,,"5,7",No precipitation,1,,,,
20.12.2016 13:00,"12,0","751,9","767,4","-0,6",62,Wind blowing from the north,1,,,,,,,,,,,,,,,"4,9",No precipitation,1,,,,
20.12.2016 12:00,"10,9","752,2","767,8","0,4",61,Wind blowing from the east,2,,,,,,,,,,,,,,,"3,7",No precipitation,1,,,,
20.12.2016 11:00,"10,0","752,8","768,4","2,1",65,Wind blowing from the north-east,1,,,,,,,,,,,,,,,"3,7",No precipitation,1,,,,
20.12.2016 10:00,"8,7","752,5","768,1","2,2",68,Wind blowing from the north,2,,,,,,,,,,,,,,,"3,0",No precipitation,1,,,,
20.12.2016 09:00,"6,4","751,8","767,5","1,8",76,Wind blowing from the north,2,,,,,,,,,,,,,,,"2,4",No precipitation,1,,,,
20.12.2016 08:00,"5,0","750,7","766,6","1,1",77,Wind blowing from the east-northeast,2,,,,,,,,,,,,,,,"1,3",No precipitation,1,,,,
20.12.2016 07:00,"4,4","750,3","766,2","0,8",80,Wind blowing from the east-northeast,1,,5,,,,,,,,,,,,,"1,2",No precipitation,1,,,,
20.12.2016 06:00,"4,3","750,0","765,8","0,4",80,Wind blowing from the east-northeast,2,,,,,,,"4,2",,,,,,,,"1,2",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"0,0",,
20.12.2016 05:00,"4,9","749,6","765,4","0,1",78,Wind blowing from the north,1,,,,,,,,,,,,,,,"1,4",No precipitation,1,,,,
20.12.2016 04:00,"4,4","749,5","765,4","0,0",80,Wind blowing from the north,1,,,,,,,,,,,,,,,"1,2",No precipitation,1,,,,
20.12.2016 03:00,"4,6","749,6","765,4","0,2",78,Wind blowing from the east-northeast,2,,,,,,,,,,,,,,,"1,1",No precipitation,1,,,,
20.12.2016 02:00,"5,0","749,5","765,3","0,3",77,Wind blowing from the east,2,,,,,,,,,,,,,,,"1,2",No precipitation,1,,,,
20.12.2016 01:00,"5,0","749,5","765,2","0,5",73,Wind blowing from the east,2,,,,,,,,,,,,,,,"0,6",No precipitation,1,,,,
20.12.2016 00:00,"5,9","749,4","765,1","0,6",69,Wind blowing from the east,1,,,,,,,,,,,,,,,"0,5",No precipitation,1,,,,
19.12.2016 23:00,"6,8","749,2","764,9","0,6",64,Wind blowing from the east,1,,,,,,,,,,,,,,,"0,3",No precipitation,1,,,,
19.12.2016 22:00,"6,9","749,0","764,7","0,6",64,Wind blowing from the east,2,,,,,,,,,,,,,,,"0,4",No precipitation,1,,,,
19.12.2016 21:00,"5,7","748,8","764,5","0,3",75,Wind blowing from the east-northeast,2,,,,,,,,,,,,,,,"1,6",No precipitation,12,,,,
19.12.2016 20:00,"7,7","748,6","764,3","0,6",66,Wind blowing from the north,1,,,,,,,,,,,,,,,"1,7",No precipitation,1,,,,
19.12.2016 19:00,"7,7","748,4","764,0","0,3",72,Wind blowing from the east-northeast,2,,,,,,,,,,,,,,,"3,0",No precipitation,1,,,,
19.12.2016 18:00,"8,2","748,5","764,1","0,3",75,Wind blowing from the north-east,1,,,,,,,,"12,4",,,,,,,"4,0",No precipitation,1,,,,
19.12.2016 17:00,"10,0","748,0","763,6","-0,7",68,Wind blowing from the east-northeast,1,,,,,,,,,,,,,,,"4,3",No precipitation,1,,,,
19.12.2016 16:00,"11,8","748,1","763,5","-1,0",60,Wind blowing from the north,1,,5,,,,,,,,,,,,,"4,3",No precipitation,1,,,,
19.12.2016 15:00,"12,2","748,2","763,6","-1,7",56,Wind blowing from the north-northeast,2,,,,,,,,,,,,,,,"3,7",No precipitation,1,,,,
19.12.2016 14:00,"11,3","748,7","764,1","-1,4",59,Wind blowing from the east-northeast,2,,9,,,,,,,,,,,,,"3,4",No precipitation,1,,,,
19.12.2016 13:00,"10,6","749,1","764,6","-1,0",62,Wind blowing from the east-northeast,3,6,8,,,,,,,,,,,,,"3,6",No precipitation,1,,,,
19.12.2016 12:00,"9,5","749,9","765,4","-0,1",65,Wind blowing from the north,2,,7,,,,,,,,,,,,,"3,1",No precipitation,1,,,,
19.12.2016 11:00,"8,7","750,1","765,7","0,3",65,Wind blowing from the east-northeast,4,7,9,,,,,,,,,,,,,"2,5",No precipitation,1,,,,
19.12.2016 10:00,"7,9","750,1","765,7","0,3",67,Wind blowing from the east-northeast,5,9,9,,,,,,,,,,,,,"2,0",No precipitation,1,,,,
19.12.2016 09:00,"7,0","750,0","765,7","0,2",71,Wind blowing from the east-northeast,5,9,9,,,,,,,,,,,,,"2,0",No precipitation,1,,,,
19.12.2016 08:00,"6,3","749,8","765,5","-0,2",72,Wind blowing from the east-northeast,5,8,8,,,,,,,,,,,,,"1,6",No precipitation,1,,,,
19.12.2016 07:00,"6,5","749,8","765,5","-0,6",72,Wind blowing from the north-east,3,7,7,,,,,,,,,,,,,"1,7",No precipitation,1,,,,
19.12.2016 06:00,"6,5","749,8","765,6","-0,9",75,Wind blowing from the north-east,3,,,,,,,"6,4",,,,,,,,"2,3",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"4,0",,
19.12.2016 05:00,"6,8","750,0","765,7","-0,7",74,Wind blowing from the east-northeast,3,7,7,,,,,,,,,,,,,"2,5",No precipitation,1,,,,
19.12.2016 04:00,"6,8","750,4","766,1","-0,6",75,Wind blowing from the north-east,2,,7,,,,,,,,,,,,,"2,7",No precipitation,1,,,,
19.12.2016 03:00,"7,6","750,7","766,3","-0,7",72,Wind blowing from the east-northeast,4,6,7,,,,,,,,,,,,,"2,8",No precipitation,1,,,,
19.12.2016 02:00,"8,1","750,7","766,4","-0,9",70,Wind blowing from the east-northeast,4,6,8,,,,,,,,,,,,,"2,9",No precipitation,1,,,,
19.12.2016 01:00,"7,8","751,0","766,6","-0,9",71,Wind blowing from the east-northeast,4,7,7,,,,,,,,,,,,,"2,9",No precipitation,1,,,,
19.12.2016 00:00,"8,2","751,4","767,1","-0,7",69,Wind blowing from the north,3,,6,,,,,,,,,,,,,"2,8",No precipitation,1,,,,
18.12.2016 23:00,"8,2","751,6","767,2","-0,6",70,Wind blowing from the east-northeast,3,,7,,,,,,,,,,,,,"2,9",No precipitation,1,,,,
18.12.2016 22:00,"9,0","751,9","767,5","-0,1",67,Wind blowing from the east-northeast,4,7,8,,,,,,,,,,,,,"3,2",No precipitation,1,,,,
18.12.2016 21:00,"9,2","752,1","767,7","0,1",65,Wind blowing from the north,3,,6,,,,,,,,,,,,,"2,9",No precipitation,12,,,,
18.12.2016 20:00,"10,3","752,2","767,7","0,1",62,Wind blowing from the east-northeast,3,6,7,,,,,,,,,,,,,"3,2",No precipitation,1,,,,
18.12.2016 19:00,"9,9","752,0","767,6","-0,2",67,Wind blowing from the north,2,6,6,,,,,,,,,,,,,"4,0",No precipitation,1,,,,
18.12.2016 18:00,"10,6","752,0","767,5","-0,3",67,Wind blowing from the north,3,,6,,,,,,"13,6",,,,,,,"4,6",No precipitation,1,,,,
18.12.2016 17:00,"11,3","752,1","767,6","-0,8",66,Wind blowing from the east-northeast,3,5,5,,,,,,,,,,,,,"5,2",No precipitation,1,,,,
18.12.2016 16:00,"12,6","752,2","767,7","-1,3",64,Wind blowing from the north,1,,6,,,,,,,,,,,,,"6,0",No precipitation,1,,,,
18.12.2016 15:00,"12,8","752,3","767,8","-2,1",62,Wind blowing from the east-northeast,4,7,8,,,,,,,,,,,,,"5,7",No precipitation,1,,,,
18.12.2016 14:00,"13,2","752,9","768,4","-1,9",62,Wind blowing from the east-northeast,4,6,7,,,,,,,,,,,,,"6,0",No precipitation,1,,,,
18.12.2016 13:00,"13,1","753,5","769,0","-1,5",59,Wind blowing from the east-northeast,4,7,7,,,,,,,,,,,,,"5,2",No precipitation,1,,,,
18.12.2016 12:00,"13,0","754,4","769,9","-0,6",62,Wind blowing from the north,2,,6,,,,,,,,,,,,,"5,8",No precipitation,1,,,,
18.12.2016 11:00,"10,9","754,8","770,4","-0,2",67,Wind blowing from the north-east,3,6,7,,,,,,,,,,,,,"4,9",No precipitation,1,,,,
18.12.2016 10:00,"9,8","755,0","770,6","-0,2",73,Wind blowing from the east-northeast,3,6,9,,,,,,,,,,,,,"5,2",No precipitation,1,,,,
18.12.2016 09:00,"9,1","755,0","770,7","-0,2",72,Wind blowing from the east-northeast,4,6,9,,,,,,,,,,,,,"4,3",No precipitation,1,,,,
18.12.2016 08:00,"8,1","755,0","770,8","-0,7",77,Wind blowing from the east-northeast,5,8,8,,,,,,,,,,,,,"4,2",No precipitation,1,,,,
18.12.2016 07:00,"7,6","755,2","770,9","-0,4",80,Wind blowing from the north-east,3,,5,,,,,,,,,,,,,"4,4",No precipitation,1,,,,
18.12.2016 06:00,"8,2","755,2","770,9","-0,6",79,Wind blowing from the north,3,,,,,,,"8,2",,,,,,,,"4,8",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"4,0",,
18.12.2016 05:00,"8,8","755,7","771,4","-0,3",76,Wind blowing from the north-east,1,,,,,,,,,,,,,,,"4,8",No precipitation,1,,,,
18.12.2016 04:00,"8,8","755,6","771,4","-0,6",75,Wind blowing from the north-east,3,7,10,,,,,,,,,,,,,"4,6",No precipitation,1,,,,
18.12.2016 03:00,"9,1","755,8","771,6","-0,6",75,Wind blowing from the east-northeast,5,8,8,,,,,,,,,,,,,"4,8",No precipitation,1,,,,
18.12.2016 02:00,"9,8","756,0","771,7","-0,4",71,Wind blowing from the east-northeast,3,6,6,,,,,,,,,,,,,"4,7",No precipitation,1,,,,
18.12.2016 01:00,"10,5","756,2","771,8","-0,3",70,Wind blowing from the east-northeast,3,,6,,,,,,,,,,,,,"5,3",No precipitation,1,,,,
18.12.2016 00:00,"11,0","756,4","772,0","-0,1",70,Wind blowing from the east-northeast,4,6,9,,,,,,,,,,,,,"5,6",No precipitation,1,,,,
17.12.2016 23:00,"11,9","756,4","772,0","-0,3",68,Wind blowing from the east-northeast,4,7,8,,,,,,,,,,,,,"6,1",No precipitation,1,,,,
17.12.2016 22:00,"11,8","756,5","772,0","0,0",71,Wind blowing from the east-northeast,4,7,7,,,,,,,,,,,,,"6,6",No precipitation,1,,,,
17.12.2016 21:00,"12,0","756,5","772,0","0,4",72,Wind blowing from the east-northeast,3,,5,,,,,,,,,,,,,"7,1",No precipitation,12,,,,
17.12.2016 20:00,"11,9","756,7","772,2","0,8",73,Wind blowing from the north,2,,5,,,,,,,,,,,,,"7,1",No precipitation,1,,,,
17.12.2016 19:00,"11,1","756,5","772,1","0,8",78,Wind blowing from the west-northwest,2,,6,,,,,,,,,,,,,"7,4",No precipitation,1,,,,
17.12.2016 18:00,"13,5","756,1","771,6","0,4",67,Wind blowing from the north,3,6,7,,,,,,"14,4",,,,,,,"7,5",No precipitation,1,,,,
17.12.2016 17:00,"13,6","755,9","771,4","0,2",68,Wind blowing from the east,3,6,10,,,,,,,,,,,,,"7,7",No precipitation,1,,,,
17.12.2016 16:00,"14,0","755,7","771,1","-0,1",66,Wind blowing from the east-northeast,5,8,9,,,,,,,,,,,,,"7,8",No precipitation,1,,,,
17.12.2016 15:00,"14,3","755,7","771,1","-0,6",66,Wind blowing from the east-northeast,4,7,10,,,,,,,,,,,,,"7,9",No precipitation,1,,,,
17.12.2016 14:00,"13,8","755,7","771,1","-0,8",67,Wind blowing from the east-northeast,5,8,9,,,,,,,,,,,,,"7,8",No precipitation,1,,,,
17.12.2016 13:00,"13,6","755,8","771,3","-0,7",66,Wind blowing from the east-northeast,4,8,8,,,,,,,,,,,,,"7,3",No precipitation,1,,,,
17.12.2016 12:00,"12,9","756,3","771,8","0,4",69,Wind blowing from the east-northeast,4,7,12,,,,,,,,,,,,,"7,3",No precipitation,1,,,,
17.12.2016 11:00,"12,0","756,5","772,0","0,7",71,Wind blowing from the east-northeast,4,9,10,,,,,,,,,,,,,"6,9",No precipitation,1,,,,
17.12.2016 10:00,"10,4","756,5","772,1","0,9",75,Wind blowing from the east-northeast,6,11,11,,,,,,,,,,,,,"6,1",No precipitation,1,,,,
17.12.2016 09:00,"9,9","755,9","771,6","0,7",77,Wind blowing from the east-northeast,4,8,11,,,,,,,,,,,,,"6,0",No precipitation,1,,,,
17.12.2016 08:00,"9,0","755,8","771,4","0,9",82,Wind blowing from the east-northeast,5,9,9,,,,,,,,,,,,,"6,0",No precipitation,1,,,,
17.12.2016 07:00,"7,5","755,6","771,4","1,0",87,Wind blowing from the north,2,,5,,,,,,,,,,,,,"5,5",No precipitation,1,,,,
17.12.2016 06:00,"6,1","755,2","771,1","1,0",91,Wind blowing from the east,1,,,,,,,"5,6",,,,,,,,"4,7",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"2,0",,
17.12.2016 05:00,"7,0","754,9","770,7","1,2",86,Wind blowing from the north,1,,,,,,,,,,,,,,,"4,8",No precipitation,1,,,,
17.12.2016 04:00,"7,1","754,6","770,5","1,0",86,Wind blowing from the north,1,,,,,,,,,,,,,,,"4,9",No precipitation,1,,,,
17.12.2016 03:00,"8,4","754,2","769,9","0,6",82,Wind blowing from the north,2,,5,,,,,,,,,,,,,"5,4",No precipitation,1,,,,
17.12.2016 02:00,"7,7","753,7","769,3","0,4",84,Wind blowing from the north,2,,,,,,,,,,,,,,,"5,2",No precipitation,1,,,,
17.12.2016 01:00,"7,2","753,6","769,3","0,8",88,Wind blowing from the north,2,,,,,,,,,,,,,,,"5,3",No precipitation,1,,,,
17.12.2016 00:00,"6,5","753,6","769,4","1,1",91,"Calm, no wind",0,,,,,,,,,,,,,,,"5,1",No precipitation,1,,,,
16.12.2016 23:00,"7,6","753,3","769,0","1,1",88,Wind blowing from the north,2,,7,,,,,,,,,,,,,"5,7",No precipitation,1,,,,
16.12.2016 22:00,"7,7","752,8","768,5","1,3",91,Wind blowing from the north-northeast,3,,6,,,,,,,,,,,,,"6,3",No precipitation,1,,,,
16.12.2016 21:00,"8,5","752,5","768,1","1,5",89,Wind blowing from the north-northeast,4,7,7,,,,,,,,,,,,,"6,7",2,12,,,,
16.12.2016 20:00,"8,6","752,2","767,8","1,3",92,Wind blowing from the north-northeast,2,,,,,,,,,,,,,,,"7,4",No precipitation,1,,,,
16.12.2016 19:00,"8,4","751,5","767,1","1,1",92,Wind blowing from the north-northeast,2,,5,,,,,,,,,,,,,"7,2",No precipitation,1,,,,
16.12.2016 18:00,"8,6","751,0","766,7","1,0",92,Wind blowing from the north-northeast,2,,,,,,,,"10,3",,,,,,,"7,4",2,12,,,,
16.12.2016 17:00,"8,7","750,9","766,5","1,3",92,Wind blowing from the north,3,,6,,,,,,,,,,,,,"7,5","0,2",1,,,,
16.12.2016 16:00,"8,9","750,4","766,0","1,0",90,Wind blowing from the north,3,5,7,,,,,,,,,,,,,"7,3","0,1",1,,,,
16.12.2016 15:00,"9,1","750,0","765,5","0,3",90,Wind blowing from the north,4,7,7,,,,,,,,,,,,,"7,5","0,4",1,,,,
16.12.2016 14:00,"8,6","749,6","765,2","0,1",90,Wind blowing from the north,3,5,9,,,,,,,,,,,,,"7,1",1,1,,,,
16.12.2016 13:00,"9,8","749,4","764,9","0,0",79,Wind blowing from the north,4,8,9,,,,,,,,,,,,,"6,2",No precipitation,1,,,,
16.12.2016 12:00,"9,8","749,7","765,2","0,7",81,Wind blowing from the north,4,8,8,,,,,,,,,,,,,"6,7","0,3",6,,,,
16.12.2016 11:00,"9,2","749,5","765,1","0,9",81,Wind blowing from the north,4,8,8,,,,,,,,,,,,,"6,1",No precipitation,1,,,,
16.12.2016 10:00,"8,7","749,4","765,0","1,3",84,Wind blowing from the north,3,7,8,,,,,,,,,,,,,"6,2",No precipitation,1,,,,
16.12.2016 09:00,"8,2","749,0","764,6","1,3",86,Wind blowing from the north,4,8,8,,,,,,,,,,,,,"5,9","0,1",1,,,,
16.12.2016 08:00,"7,9","748,6","764,2","1,3",92,Wind blowing from the north-northwest,4,9,12,,,,,,,,,,,,,"6,7","0,1",1,,,,
16.12.2016 07:00,"7,7","748,1","763,8","0,6",93,Wind blowing from the north-northwest,5,11,11,,,,,,,,,,,,,"6,6","0,1",1,,,,
16.12.2016 06:00,"8,1","747,7","763,3","0,4",95,Wind blowing from the north-west,4,,,,,,,"7,8",,,,,,,,"7,3",20,12,Surface of ground moist.,"7,0",,
16.12.2016 05:00,"7,9","747,3","762,9","0,8",94,Wind blowing from the north-west,2,,,,,,,,,,,,,,,"7,0","0,5",1,,,,
16.12.2016 04:00,"8,0","747,5","763,1","0,6",97,Wind blowing from the north-west,3,,8,,,,,,,,,,,,,"7,5",3,1,,,,
16.12.2016 03:00,"8,5","747,3","762,9","0,5",94,Wind blowing from the west-northwest,2,,5,,,,,,,,,,,,,"7,5","0,4",1,,,,
16.12.2016 02:00,"8,5","746,5","762,1","0,0",96,Wind blowing from the west,3,,6,,,,,,,,,,,,,"7,9","0,4",1,,,,
16.12.2016 01:00,"8,5","746,9","762,4","-0,2",96,Wind blowing from the west,3,6,6,,,,,,,,,,,,,"7,9","0,6",1,,,,
16.12.2016 00:00,"8,3","746,8","762,4","0,3",97,Wind blowing from the south-west,2,,,,,,,,,,,,,,,"7,8",15,6,,,,
15.12.2016 23:00,"8,8","746,5","762,0","-1,0",93,Wind blowing from the south,1,,,,,,,,,,,,,,,"7,7","0,5",1,,,,
15.12.2016 22:00,"8,7","747,1","762,7","0,2",94,Wind blowing from the south-southwest,2,,8,,,,,,,,,,,,,"7,8",3,1,,,,
15.12.2016 21:00,"9,8","746,5","762,0","-0,9",94,Wind blowing from the south,3,,7,,,,,,,,,,,,,"8,9",12,12,,,,
15.12.2016 20:00,"9,7","747,5","763,0","-0,8",97,Wind blowing from the south-west,4,8,12,,,,,,,,,,,,,"9,3",9,1,,,,
