Local time in Beja (weather station),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
10.06.2016 03:00,"16,7","744,7","762,0","-0,6",93,Wind blowing from the west-northwest,5,,11,no clouds,,,,,,,,,,,"20,0","15,6",No precipitation,3,,,,
10.06.2016 00:00,"17,9","745,3","762,4","0,4",80,Wind blowing from the north-west,5,9,11,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","14,4",No precipitation,3,,,,
09.06.2016 21:00,"21,3","744,9","761,8","0,9",56,Wind blowing from the north-west,5,,13,50%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20–30%.,"2500 or more, or no clouds.","Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","12,0",No precipitation,12,,,,
09.06.2016 18:00,"29,3","744,0","760,5","-0,1",33,Wind blowing from the north-west,7,11,13,"10% or less, but not 0",,,,,"31,3","No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","11,2",No precipitation,3,,,,
09.06.2016 15:00,"30,8","744,1","760,6","-0,9",33,Wind blowing from the north-west,6,11,12,60%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.","20,0","12,5",No precipitation,3,,,,
09.06.2016 12:00,"29,9","745,0","761,5","-0,3",33,Wind blowing from the north-west,5,9,9,20–30%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","11,7",No precipitation,3,,,,
09.06.2016 09:00,"23,3","745,3","762,2","0,0",54,Wind blowing from the north-west,5,7,8,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","13,3",,,,,,
09.06.2016 06:00,"16,2","745,3","762,6","-0,3",80,Wind blowing from the west-northwest,4,,,"10% or less, but not 0",,,,"16,0",,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","12,8",No precipitation,3,,,,
09.06.2016 03:00,"18,5","745,6","762,7","-0,5",67,,,,,20–30%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","12,3",No precipitation,3,,,,
09.06.2016 00:00,"22,1","746,1","763,0","0,6",59,Wind blowing from the west-northwest,4,,,20–30%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","13,8",No precipitation,3,,,,
08.06.2016 21:00,"27,3","745,5","762,1","0,6",43,Wind blowing from the north-northwest,4,,,40%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","13,5",No precipitation,12,,,,
08.06.2016 18:00,"34,7","744,9","761,1","-0,7",21,Wind blowing from the north,6,,,"10% or less, but not 0",,,,,"37,0","No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","9,6",No precipitation,3,,,,
08.06.2016 15:00,"36,2","745,6","761,8","-1,2",18,Wind blowing from the north,3,,8,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","8,6",No precipitation,3,,,,
08.06.2016 12:00,"33,6","746,8","763,0","-0,5",26,Wind blowing from the north-northeast,3,,6,no clouds,,,,,,,,,,,"20,0","11,3",No precipitation,3,,,,
08.06.2016 09:00,"27,0","747,3","763,9","0,2",43,Wind blowing from the north-northeast,2,,,no clouds,,,,,,,,,,,"20,0","13,2",,,,,,
08.06.2016 06:00,"18,0","747,1","764,3","0,6",84,Wind blowing from the south-west,2,,,no clouds,,,,"18,0",,,,,,,"20,0","15,3",No precipitation,3,,,,
08.06.2016 03:00,"19,3","746,5","763,6","-0,8",76,Wind blowing from the north-northwest,2,,,no clouds,,,,,,,,,,,"20,0","15,0",No precipitation,3,,,,
08.06.2016 00:00,"20,8","747,3","764,3","0,4",64,Wind blowing from the west-northwest,4,,,no clouds,,,,,,,,,,,"20,0","13,6",No precipitation,3,,,,
07.06.2016 21:00,"26,0","746,9","763,6","0,9",41,Wind blowing from the north-northwest,3,,,no clouds,,,,,,,,,,,"20,0","11,6",No precipitation,12,,,,
07.06.2016 18:00,"33,2","746,0","762,3","-0,8",20,Wind blowing from the north,4,6,6,no clouds,,,,,"34,4",,,,,,"20,0","7,6",No precipitation,3,,,,
07.06.2016 15:00,"33,1","746,8","763,1","-0,8",21,Wind blowing from the south-east,2,,8,no clouds,,,,,,,,,,,"20,0","8,2",No precipitation,3,,,,
07.06.2016 12:00,"31,2","747,6","764,0","-0,7",30,Wind blowing from the north,2,,,no clouds,,,,,,,,,,,"20,0","11,4",No precipitation,3,,,,
07.06.2016 09:00,"24,6","748,3","765,1","0,2",50,Wind blowing from the north-east,3,,,no clouds,,,,,,,,,,,"20,0","13,4",,,,,,
07.06.2016 06:00,"15,3","748,1","765,5",,89,Wind blowing from the north,1,,,no clouds,,,,"14,5",,,,,,,"20,0","13,4",No precipitation,3,,,,
07.06.2016 03:00,"15,1","747,8","765,2","-0,5",93,Wind blowing from the north-west,2,,,"10% or less, but not 0",,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","14,0",No precipitation,3,,,,
07.06.2016 00:00,"17,1","748,3","765,6","0,7",78,Wind blowing from the west-northwest,3,,,no clouds,,,,,,,,,,,"20,0","13,3",No precipitation,3,,,,
06.06.2016 21:00,"21,1","747,6","764,6","0,8",64,Wind blowing from the north-west,4,,,40%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","14,1",No precipitation,12,,,,
06.06.2016 18:00,"26,5","746,8","763,5","0,1",48,Wind blowing from the north-west,7,11,11,40%.,,,,,"28,7","No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","14,5",No precipitation,3,,,,
06.06.2016 15:00,"27,8","746,7","763,6","-0,9",38,Wind blowing from the west,4,,,50%.,,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10% or less, but not 0",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","12,0",No precipitation,3,,,,
06.06.2016 12:00,"25,6","747,6","764,4","0,2",41,Wind blowing from the north,4,,,50%.,,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","11,2",No precipitation,3,,,,
06.06.2016 09:00,"20,2","747,4","764,5","0,8",73,Wind blowing from the north-northwest,3,,,60%.,,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","15,1",,,,,,
06.06.2016 06:00,"15,1","746,6","763,9","0,5",100,Wind blowing from the west-northwest,3,,,100%.,"Fog or ice fog at a distance at the time of observation, but not at the station during the preceding hour, the fog or ice fog extending to a level above that of the observer.",Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,"14,9",,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",100%.,50-100,,,"2,0","15,1",No precipitation,3,,,,
06.06.2016 03:00,"15,3","746,1","763,4","-0,4",100,Wind blowing from the west-northwest,3,,,"90 or more, but not 100%","Fog or ice fog at a distance at the time of observation, but not at the station during the preceding hour, the fog or ice fog extending to a level above that of the observer.",Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.","90 or more, but not 100%",50-100,,,"2,0","15,3",No precipitation,3,,,,
06.06.2016 00:00,"15,7","746,5","763,9","0,3",97,Wind blowing from the west,4,,,20–30%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","15,2",No precipitation,3,,,,
05.06.2016 21:00,"18,3","746,2","763,3","1,4",73,Wind blowing from the west-northwest,6,,,50%.,,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10% or less, but not 0",1000-1500,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","13,4",,,,,,
05.06.2016 18:00,"25,8","744,8","761,5","-0,5",39,Wind blowing from the north-west,5,,8,20–30%.,,,,,"26,9","Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",1000-1500,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","10,6",No precipitation,3,,,,
05.06.2016 15:00,"26,7","745,3","762,0","-0,9",35,Wind blowing from the north-west,4,8,9,20–30%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,1000-1500,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.","20,0","9,8",No precipitation,3,,,,
05.06.2016 12:00,"24,9","746,2","763,0","-0,3",38,Wind blowing from the north-west,3,8,8,40%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","9,4",No precipitation,3,,,,
05.06.2016 09:00,"19,1","746,5","763,6","0,4",72,variable wind direction,1,,,50%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,300-600,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.","20,0","14,0",,,,,,
05.06.2016 06:00,"15,3","746,1","763,4","0,2",92,Wind blowing from the north-northeast,3,,,"90 or more, but not 100%",,,,"15,3",,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.","90 or more, but not 100%",100-200,,,"15,0","14,0",No precipitation,3,,,,
05.06.2016 03:00,"15,8","745,9","763,3","-0,8",98,Wind blowing from the north-northwest,3,,,60%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%.,100-200,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","15,5",No precipitation,3,,,,
05.06.2016 00:00,"15,9","746,7","764,0","0,4",98,Wind blowing from the west-northwest,3,,,no clouds,,,,,,,,,,,"20,0","15,6",No precipitation,3,,,,
04.06.2016 21:00,"17,7","746,3","763,5","1,1",81,Wind blowing from the west-northwest,5,,,"10% or less, but not 0",,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","14,4",No precipitation,12,,,,
04.06.2016 18:00,"22,1","745,2","762,1","-0,1",59,Wind blowing from the west-northwest,7,,,"10% or less, but not 0",,,,,"24,8","Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","13,8",No precipitation,3,,,,
04.06.2016 15:00,"24,3","745,3","762,1","-0,9",45,Wind blowing from the west-northwest,6,,,"10% or less, but not 0",,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","11,5",No precipitation,3,,,,
04.06.2016 12:00,"22,0","746,2","763,1","0,0",51,Wind blowing from the north-west,5,,,20–30%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","11,3",No precipitation,3,,,,
04.06.2016 09:00,"17,9","746,2","763,4","0,6",69,Wind blowing from the north-northwest,5,,,40%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","12,2",,,,,,
04.06.2016 06:00,"12,3","745,6","763,1","0,5",100,Wind blowing from the west-northwest,2,,,"90 or more, but not 100%","Fog or ice fog at a distance at the time of observation, but not at the station during the preceding hour, the fog or ice fog extending to a level above that of the observer.",Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,"11,7",,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","90 or more, but not 100%",50-100,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","2,0","12,3",No precipitation,3,,,,
04.06.2016 03:00,"11,7","745,1","762,7","-0,5",99,Wind blowing from the west,3,,,no clouds,,,,,,,,,,,"20,0","11,6",No precipitation,3,,,,
04.06.2016 00:00,"13,2","745,6","763,0","0,8",95,Wind blowing from the west-northwest,3,,,no clouds,,,,,,,,,,,"20,0","12,4",No precipitation,3,,,,
03.06.2016 21:00,"15,6","744,8","762,1","1,3",79,Wind blowing from the west,6,,11,"10% or less, but not 0",,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10% or less, but not 0",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","12,0",No precipitation,12,,,,
03.06.2016 18:00,"20,3","743,5","760,4","0,3",55,Wind blowing from the west-northwest,7,,12,"10% or less, but not 0",,,,,"23,7","Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","10,8",No precipitation,3,,,,
03.06.2016 15:00,"22,9","743,2","760,0","-0,3",45,Wind blowing from the west-northwest,8,,12,"10% or less, but not 0",,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","10,2",No precipitation,3,,,,
03.06.2016 12:00,"21,8","743,5","760,3","0,0",56,Wind blowing from the west,5,,8,"10% or less, but not 0",,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","12,5",No precipitation,3,,,,
03.06.2016 09:00,"16,4","743,5","760,7","0,9",83,Wind blowing from the west-northwest,4,,,"90 or more, but not 100%",,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90 or more, but not 100%",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","13,4",,,,,,
03.06.2016 06:00,"14,4","742,6","760,0","0,5",100,Wind blowing from the west-northwest,4,,,100%.,Mist.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,"14,1",,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",100%.,50-100,,,"1,8","14,4",No precipitation,3,,,,
03.06.2016 03:00,"15,0","742,1","759,4","-0,7",95,Wind blowing from the west,3,,,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","14,2",No precipitation,3,,,,
03.06.2016 00:00,"17,4","742,8","759,9","0,0",73,Wind blowing from the west,5,,,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","12,4",No precipitation,3,,,,
02.06.2016 21:00,"20,3","742,8","759,7","1,2",59,Wind blowing from the west,5,,,60%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10% or less, but not 0","2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.","20,0","11,9",No precipitation,12,,,,
02.06.2016 18:00,"27,8","741,6","758,1","-0,4",36,Wind blowing from the west-northwest,7,,,70 – 80%.,,,,,"31,1","Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",1500-2000,Altocumulus translucidus at a single level.,"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.","20,0","11,2",No precipitation,3,,,,
02.06.2016 15:00,"29,6","742,0","758,5","-1,2",27,Wind blowing from the north,3,7,7,70 – 80%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",600-1000,Altocumulus translucidus at a single level.,"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.","20,0","8,9",No precipitation,3,,,,
02.06.2016 12:00,"29,8","743,2","759,7","-0,6",27,Wind blowing from the north-east,2,,,"90 or more, but not 100%",,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",1000-1500,Altocumulus translucidus at a single level.,"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.","20,0","8,6",No precipitation,3,,,,
02.06.2016 09:00,"25,3","743,8","760,5","0,3",38,variable wind direction,1,,,40%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10% or less, but not 0","2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.","20,0","9,8",,,,,,
02.06.2016 06:00,"15,3","743,5","760,8","-0,2",76,Wind blowing from the west-northwest,3,,,20–30%.,,,,"14,8",,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","11,1",No precipitation,3,,,,
02.06.2016 03:00,"16,0","743,7","760,9","-1,0",76,Wind blowing from the west-northwest,3,,,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","11,8",No precipitation,3,,,,
02.06.2016 00:00,"19,1","744,7","761,8","0,1",62,Wind blowing from the north-west,2,,7,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","11,5",No precipitation,3,,,,
01.06.2016 21:00,"23,1","744,6","761,5","0,2",47,Wind blowing from the north,4,,,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","11,3",No precipitation,12,,,,
01.06.2016 18:00,"29,6","744,4","760,9","-0,9",20,Wind blowing from the north,2,,8,"10% or less, but not 0",,,,,"30,7","No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","4,6",No precipitation,3,,,,
01.06.2016 15:00,"30,0","745,3","761,8","-1,2",22,Wind blowing from the north-northeast,3,,8,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","6,3",No precipitation,3,,,,
01.06.2016 12:00,"29,2","746,5","763,1","-0,5",22,Wind blowing from the south-east,3,6,6,20–30%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","5,6",No precipitation,3,,,,
01.06.2016 09:00,"23,8","747,0","763,9","0,4",44,Wind blowing from the east-northeast,2,,3,20–30%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.","20,0","10,7",,,,,,
01.06.2016 06:00,"15,5","746,6","763,9","0,0",71,Wind blowing from the north,1,,,no clouds,,,,"14,1",,,,,,,"20,0","10,3",No precipitation,3,,,,
01.06.2016 03:00,"14,8","746,6","764,0","-0,8",78,Wind blowing from the north-northeast,2,,,no clouds,,,,,,,,,,,"20,0","11,0",No precipitation,3,,,,
01.06.2016 00:00,"17,2","747,4","764,7","0,1",65,Wind blowing from the north,2,,,no clouds,,,,,,,,,,,"20,0","10,6",No precipitation,3,,,,
31.05.2016 21:00,"20,5","747,3","764,3","0,7",50,Wind blowing from the north,3,,,no clouds,,,,,,,,,,,"20,0","9,8",No precipitation,12,,,,
31.05.2016 18:00,"26,7","746,6","763,3","-0,5",27,Wind blowing from the north-east,5,,,no clouds,,,,,"27,3",,,,,,"20,0","5,9",No precipitation,3,,,,
31.05.2016 15:00,"26,8","747,1","763,8","-1,0",49,Wind blowing from the south-southwest,5,,,"10% or less, but not 0",,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.","20,0","15,2",No precipitation,3,,,,
31.05.2016 12:00,"24,8","748,1","764,9","-0,5",35,Wind blowing from the west-northwest,5,,,"10% or less, but not 0",,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","8,1",No precipitation,3,,,,
31.05.2016 09:00,"18,7","748,6","765,8","0,3",66,Wind blowing from the north,3,,,no clouds,,,,,,,,,,,"20,0","12,1",,,,,,
31.05.2016 06:00,"10,0","748,3","766,0","0,2",99,Wind blowing from the west-northwest,2,,,no clouds,"Fog or ice fog at a distance at the time of observation, but not at the station during the preceding hour, the fog or ice fog extending to a level above that of the observer.",Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,"9,6",,,,,,,"12,0","9,8",No precipitation,3,,,,
31.05.2016 03:00,"11,3","748,1","765,7","-0,7",91,Wind blowing from the north-west,3,,,no clouds,,,,,,,,,,,"20,0","9,9",No precipitation,3,,,,
31.05.2016 00:00,"13,2","748,8","766,3","0,5",82,Wind blowing from the north-west,4,,,no clouds,,,,,,,,,,,"20,0","10,2",No precipitation,3,,,,
30.05.2016 21:00,"17,0","748,3","765,6","0,9",65,Wind blowing from the north-northwest,6,,10,no clouds,,,,,,,,,,,"20,0","10,4",No precipitation,12,,,,
30.05.2016 18:00,"22,2","747,4","764,3","-0,3",42,Wind blowing from the north,6,9,10,70 – 80%.,,,,,"22,8","Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","8,5",No precipitation,3,,,,
