Local time in Alverca (airport),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
05.07.2017 15:00,"23,0","760,8","761,1","-0,4",59,Wind blowing from the west-northwest,3,,,70 – 80%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",60%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","14,4",No precipitation,3,,,,
05.07.2017 12:00,"22,4","761,2","761,5","0,2",62,Wind blowing from the south,2,,,"90 or more, but not 100%",,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90 or more, but not 100%",600-1000,,,"20,0","14,8",No precipitation,3,,,,
05.07.2017 09:00,"20,8","761,0","761,3",,70,Wind blowing from the north,1,,,"90 or more, but not 100%",,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90 or more, but not 100%",600-1000,,,"20,0","15,1",,,,,,
04.07.2017 15:00,"30,8","759,4","759,7","-1,0",42,Wind blowing from the south,4,,,no clouds,,,,,,,,,,,"20,0","16,3",No precipitation,3,,,,
04.07.2017 12:00,"25,4","760,4","760,7","-0,4",66,Wind blowing from the south,4,,,no clouds,,,,,,,,,,,"15,0","18,6",No precipitation,3,,,,
04.07.2017 09:00,"21,7","760,8","761,1",,82,Wind blowing from the south,3,,,50%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","18,5",,,,,,
03.07.2017 15:00,"36,6","760,7","761,0","-1,8",24,Wind blowing from the south,3,,,no clouds,,,,,,,,,,,"20,0","12,8",No precipitation,3,,,,
03.07.2017 12:00,"32,8","762,5","762,8","-0,8",31,Wind blowing from the south,2,,,no clouds,,,,,,,,,,,"20,0","13,6",No precipitation,3,,,,
03.07.2017 09:00,"27,5","763,3","763,6",,42,Wind blowing from the east,3,,,no clouds,,,,,,,,,,,"15,0","13,3",,,,,,
30.06.2017 15:00,"22,9","766,7","767,1","-0,2",43,Wind blowing from the north,8,,,20–30%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","9,5",No precipitation,3,,,,
30.06.2017 12:00,"21,3","766,9","767,2","0,2",46,Wind blowing from the north,7,,,50%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","9,1",No precipitation,3,,,,
30.06.2017 09:00,"19,8","766,7","767,1",,59,Wind blowing from the north,4,,,40%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","11,5",,,,,,
29.06.2017 15:00,"22,8","763,9","764,3","-0,4",49,Wind blowing from the north-west,8,,,60%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","11,5",No precipitation,3,,,,
29.06.2017 12:00,"22,1","764,3","764,6","0,4",49,Wind blowing from the north-west,6,,,70 – 80%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","10,8",No precipitation,3,,,,
29.06.2017 09:00,"20,7","763,9","764,2",,49,Wind blowing from the north-west,5,,,"10% or less, but not 0",,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","15,0","9,6",,,,,,
28.06.2017 15:00,"24,4","761,7","762,0","0,1",48,Wind blowing from the north-west,6,,,50%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","15,0","12,6",No precipitation,3,,,,
28.06.2017 12:00,"23,5","761,6","761,9","0,4",58,Wind blowing from the north-northwest,6,,,60%.,Clouds generally forming or developing.,Rain.,Drizzle.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",60%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","14,7",No precipitation,3,,,,
28.06.2017 09:00,"21,3","761,2","761,5",,87,Wind blowing from the west,4,,,"90 or more, but not 100%",Rain (not freezing) not falling as shower(s).,Rain.,Drizzle.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90 or more, but not 100%",300-600,,,"10,0","19,0",,,,,,
27.06.2017 15:00,"25,5","761,8","762,1","0,2",51,Wind blowing from the west-northwest,5,,,50%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","14,7",No precipitation,3,,,,
27.06.2017 12:00,"24,7","761,6","761,9","0,4",55,Wind blowing from the north-west,4,,,70 – 80%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",70 – 80%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","14,9",No precipitation,3,,,,
27.06.2017 09:00,"22,1","761,2","761,5",,63,Wind blowing from the north,3,,,50%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","14,6",,,,,,
26.06.2017 15:00,"24,4","759,7","760,0","-0,9",62,Wind blowing from the south,4,,,"90 or more, but not 100%",,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.","15,0","16,6",No precipitation,3,,,,
26.06.2017 12:00,"23,8","760,6","760,9","0,0",60,Wind blowing from the north,1,,,100%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",100%.,600-1000,,,"15,0","15,6",No precipitation,3,,,,
26.06.2017 09:00,"20,6","760,6","760,9",,75,Wind blowing from the west,2,,,100%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",100%.,300-600,,,"15,0","16,0",,,,,,
23.06.2017 15:00,"29,6","766,5","766,8","-0,6",43,Wind blowing from the north,5,,,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","15,8",No precipitation,3,,,,
23.06.2017 12:00,"28,8","767,1","767,5","0,1",47,Wind blowing from the south-southeast,3,,,no clouds,,,,,,,,,,,"15,0","16,3",No precipitation,3,,,,
23.06.2017 09:00,"24,0","767,0","767,3",,60,Wind blowing from the east-northeast,3,,,no clouds,,,,,,,,,,,"15,0","15,8",,,,,,
22.06.2017 15:00,"28,4","764,1","764,5","-0,3",45,Wind blowing from the north-northwest,4,,,40%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","15,0","15,4",No precipitation,3,,,,
22.06.2017 12:00,"26,6","764,4","764,8","-0,3",51,Wind blowing from the north,4,,,40%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","15,0","15,7",No precipitation,3,,,,
22.06.2017 09:00,"23,4","764,7","765,0",,60,Wind blowing from the north-west,3,,,60%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","15,0","15,1",,,,,,
21.06.2017 15:00,"27,3","761,1","761,5","-0,9",61,Wind blowing from the south,4,,,40%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.","14,0","19,1",No precipitation,3,,,,
21.06.2017 12:00,"25,4","762,0","762,3","0,6",66,Wind blowing from the south,3,,,100%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",100%.,300-600,,,"10,0","18,6",No precipitation,3,,,,
21.06.2017 09:00,"23,5","761,4","761,7",,75,Wind blowing from the south,3,,,60%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","10,0","18,8",,,,,,
20.06.2017 15:00,"35,3","759,7","760,0","-0,6",38,Wind blowing from the south-southwest,5,,,"10% or less, but not 0",,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10% or less, but not 0",1500-2000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","15,0","18,8",No precipitation,3,,,,
20.06.2017 12:00,"32,0","760,3","760,6","-0,6",37,Wind blowing from the south-southwest,3,,,no clouds,,,,,,,,,,,"15,0","15,7",No precipitation,3,,,,
20.06.2017 09:00,"28,0","760,9","761,2",,54,Wind blowing from the east,2,,,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10% or less, but not 0","2500 or more, or no clouds.",Altocumulus castellanus or floccus.,"No Cirrus, Cirrocumulus or Cirrostratus.","15,0","17,8",,,,,,
19.06.2017 15:00,"38,0","758,2","758,5","-1,1",28,Wind blowing from the south,3,,,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","15,0","16,7",No precipitation,3,,,,
19.06.2017 12:00,"32,9","759,3","759,7","-0,2",42,Wind blowing from the north-northeast,4,,,"10% or less, but not 0",,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.","15,0","18,5",No precipitation,3,,,,
19.06.2017 09:00,"27,5","759,5","759,9",,66,Wind blowing from the east-northeast,2,,,40%.,,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,1500-2000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","15,0","20,5",,,,,,
14.06.2017 15:00,"28,7","760,1","760,5","-0,5",52,Wind blowing from the south-southwest,5,,,"10% or less, but not 0",,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","15,0","18,0",No precipitation,3,,,,
14.06.2017 12:00,"27,0","760,6","760,9","0,2",57,Wind blowing from the south,4,,,"10% or less, but not 0",,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","14,0","17,8",No precipitation,3,,,,
14.06.2017 09:00,"22,3","760,4","760,7",,76,Wind blowing from the east-southeast,2,,,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","17,9",,,,,,
13.06.2017 15:00,"33,8","757,1","757,4","-0,7",37,Wind blowing from the south,2,,,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10% or less, but not 0","2500 or more, or no clouds.",Altocumulus castellanus or floccus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","17,0",No precipitation,3,,,,
13.06.2017 12:00,"30,7","757,8","758,1","-0,2",37,Wind blowing from the east-southeast,2,,,40%.,,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10% or less, but not 0",600-1000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","14,3",No precipitation,3,,,,
13.06.2017 09:00,"23,8","758,0","758,4",,71,Wind blowing from the east-northeast,4,,,40%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%.,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","15,0","18,1",,,,,,
12.06.2017 15:00,"34,4","757,8","758,1","-2,0",36,Wind blowing from the north-northwest,4,,,no clouds,,,,,,,,,,,"15,0","17,4",No precipitation,3,,,,
12.06.2017 12:00,"30,0","759,8","760,1","-1,0",53,Wind blowing from the east,2,,,20–30%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","12,0","19,5",No precipitation,3,,,,
12.06.2017 09:00,"20,6","760,8","761,1",,78,Wind blowing from the south-southeast,2,,,20–30%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.","12,0","16,7",,,,,,
09.06.2017 15:00,"27,3","762,8","763,1","-0,3",36,Wind blowing from the north-northwest,6,,,70 – 80%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.","20,0","11,1",No precipitation,3,,,,
09.06.2017 12:00,"25,6","763,1","763,4","0,5",46,Wind blowing from the north-northwest,4,,,60%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.","15,0","13,2",No precipitation,3,,,,
09.06.2017 09:00,"22,5","762,6","763,0",,66,Wind blowing from the north,4,,,70 – 80%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.","15,0","15,9",,,,,,
08.06.2017 15:00,"25,4","760,1","760,4","-0,3",44,Wind blowing from the north-northwest,5,,,100%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.","15,0","12,1",No precipitation,3,,,,
08.06.2017 12:00,"26,8","760,4","760,7","0,6",47,Wind blowing from the north-northwest,5,,,"90 or more, but not 100%",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.","20,0","14,7",No precipitation,3,,,,
08.06.2017 09:00,"23,1","759,8","760,2",,57,Wind blowing from the north,1,,,60%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.","20,0","14,0",,,,,,
07.06.2017 15:00,"34,2","760,8","761,1","-1,7",25,Wind blowing from the east,3,,,no clouds,,,,,,,,,,,"20,0","11,3",No precipitation,3,,,,
07.06.2017 12:00,"30,0","762,5","762,8","-0,8",35,Wind blowing from the east-northeast,3,,,no clouds,,,,,,,,,,,"20,0","12,9",No precipitation,3,,,,
07.06.2017 09:00,"22,3","763,3","763,6",,61,Wind blowing from the north-east,3,,,no clouds,,,,,,,,,,,"20,0","14,5",,,,,,
06.06.2017 15:00,"24,7","763,5","763,9","-0,6",40,Wind blowing from the north-northwest,7,,,no clouds,,,,,,,,,,,"20,0","10,1",No precipitation,3,,,,
06.06.2017 12:00,"23,7","764,1","764,4","0,2",53,Wind blowing from the north,5,,,40%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","13,4",No precipitation,3,,,,
06.06.2017 09:00,"20,2","763,9","764,2",,73,Wind blowing from the north,4,,,70 – 80%.,,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","15,2",,,,,,
05.06.2017 15:00,"23,4","764,5","764,9","-0,8",43,Wind blowing from the north-west,6,,,20–30%.,,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10% or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","10,0",No precipitation,3,,,,
05.06.2017 12:00,"23,7","765,3","765,6","-0,2",42,Wind blowing from the north-northeast,5,,,40%.,,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10% or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","10,0",No precipitation,3,,,,
05.06.2017 09:00,"20,2","765,5","765,9",,59,Wind blowing from the north,5,,,40%.,,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10% or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","12,0",,,,,,
02.06.2017 15:00,"26,5","762,4","762,7","-0,6",45,Wind blowing from the north,8,,,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","13,6",No precipitation,3,,,,
02.06.2017 12:00,"25,2","763,0","763,3","-0,6",43,Wind blowing from the north,5,,,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","11,6",No precipitation,3,,,,
02.06.2017 09:00,"22,2","763,6","763,9",,56,Wind blowing from the north,4,,,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","12,9",,,,,,
01.06.2017 15:00,"25,7","762,6","762,9","-0,7",53,Wind blowing from the north-west,6,,,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","15,5",No precipitation,3,,,,
01.06.2017 12:00,"24,3","763,3","763,6","0,0",60,Wind blowing from the north,3,,,no clouds,,,,,,,,,,,"20,0","16,1",No precipitation,3,,,,
01.06.2017 09:00,"21,5","763,3","763,6",,65,Wind blowing from the north,3,,,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","15,0","14,5",,,,,,
31.05.2017 15:00,"25,1","762,5","762,9","-0,5",56,Wind blowing from the north-west,5,,,"10% or less, but not 0",,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","15,0","15,7",No precipitation,3,,,,
31.05.2017 12:00,"25,2","763,0","763,3","-0,2",59,Wind blowing from the north,4,,,"10% or less, but not 0",,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","15,0","16,7",No precipitation,3,,,,
31.05.2017 09:00,"21,2","763,2","763,5",,70,Wind blowing from the north-northwest,5,,,20–30%.,,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","15,0","15,5",,,,,,
30.05.2017 15:00,"24,5","762,0","762,3","-0,7",50,Wind blowing from the north-northwest,7,,,20–30%.,,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","15,0","13,5",No precipitation,3,,,,
30.05.2017 12:00,"23,5","762,7","763,0","-0,3",51,Wind blowing from the north-northwest,6,,,20–30%.,,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","15,0","12,8",No precipitation,3,,,,
30.05.2017 09:00,"20,8","763,0","763,3",,64,Wind blowing from the north,5,,,20–30%.,,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","15,0","13,8",,,,,,
29.05.2017 15:00,"23,8","761,8","762,1","-0,4",63,Wind blowing from the north-west,5,,,70 – 80%.,Clouds generally dissolving or becoming less developed.,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","15,0","16,3",Trace of precipitation,3,,,,
29.05.2017 12:00,"21,3","762,2","762,6","0,5",76,Wind blowing from the south,2,,,70 – 80%.,Clouds generally dissolving or becoming less developed.,Shower(s).,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","15,0","16,8","0,8",3,,,,
29.05.2017 09:00,"19,9","761,7","762,1",,85,Wind blowing from the east-northeast,2,,,"90 or more, but not 100%",,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90 or more, but not 100%",300-600,,,"14,0","17,3",,,,,,
24.05.2017 15:00,"31,1","759,7","760,0","-1,2",41,Wind blowing from the south,2,,,"10% or less, but not 0",,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","15,0","16,4",No precipitation,3,,,,
24.05.2017 12:00,"25,8","760,9","761,3","-0,5",57,Wind blowing from the east-southeast,2,,,20–30%.,,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10% or less, but not 0",600-1000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","15,0","16,5",No precipitation,3,,,,
24.05.2017 09:00,"21,6","761,4","761,8",,80,Wind blowing from the east-northeast,3,,,"10% or less, but not 0",,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10% or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","10,0","17,9",,,,,,
23.05.2017 15:00,"33,4","759,1","759,4","-1,3",35,Wind blowing from the north-northeast,2,,,"10% or less, but not 0",,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","20,0","15,9",No precipitation,3,,,,
23.05.2017 12:00,"27,4","760,4","760,7","-0,6",57,Wind blowing from the north-east,3,,,no clouds,,,,,,,,,,,"14,0","18,1",No precipitation,3,,,,
23.05.2017 09:00,"21,4","761,0","761,3",,73,Wind blowing from the east-northeast,2,,,no clouds,,,,,,,,,,,"14,0","16,4",,,,,,
22.05.2017 15:00,"26,6","761,8","762,1","-0,9",46,Wind blowing from the north-northwest,5,,,"10% or less, but not 0",,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","15,0","13,9",No precipitation,3,,,,
22.05.2017 12:00,"25,0","762,7","763,0","-0,1",51,Wind blowing from the north-northeast,3,,,20–30%.,,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","15,0","14,1",No precipitation,3,,,,
