Local time in Evora,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
17.11.2016 06:00,"7,1","744,0","766,5","-1,0",78,Wind blowing from the east-northeast,1,,,,,,,"5,3",,,,,,,,"3,5",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"0,0",,
17.11.2016 03:00,"7,5","745,0","767,4","-0,4",85,Wind blowing from the north-northeast,2,,,,,,,,,,,,,,,"5,1",No precipitation,1,,,,
17.11.2016 00:00,"9,7","745,4","767,7","-0,5",67,Wind blowing from the north,3,,,,,,,,,,,,,,,"3,7",No precipitation,1,,,,
16.11.2016 21:00,"11,1","745,9","768,1","0,2",58,Wind blowing from the north-east,2,,,,,,,,,,,,,,,"3,1",No precipitation,12,,,,
16.11.2016 18:00,"14,3","745,7","767,7","-0,1",49,Wind blowing from the north,2,,,,,,,,"21,0",,,,,,,"3,7",No precipitation,1,,,,
16.11.2016 15:00,"21,0","745,8","767,3","-1,5",32,Wind blowing from the north,1,,5,,,,,,,,,,,,,"3,4",No precipitation,1,,,,
16.11.2016 12:00,"18,7","747,3","769,0","-0,4",37,Wind blowing from the east,4,6,6,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","30,0","3,6",No precipitation,1,,,,
16.11.2016 09:00,"12,4","747,7","769,9","0,8",61,Wind blowing from the north,2,,,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","25,0","5,0",,,,,,
16.11.2016 06:00,"6,6","746,9","769,6","-0,4",75,Wind blowing from the north-east,2,,,,,,,"4,9",,,,,,,,"2,4",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"0,0",,
16.11.2016 03:00,"6,5","747,3","769,9","-0,4",73,Wind blowing from the north,1,,,,,,,,,,,,,,,"1,9",No precipitation,1,,,,
16.11.2016 00:00,"7,8","747,7","770,2","0,0",70,Wind blowing from the north-east,3,,5,,,,,,,,,,,,,"2,7",No precipitation,1,,,,
15.11.2016 21:00,"10,0","747,7","770,1","0,4",68,Wind blowing from the north-east,3,5,7,,,,,,,,,,,,,"4,2",No precipitation,12,,,,
15.11.2016 18:00,"11,6","747,3","769,5","0,3",59,Wind blowing from the north-east,3,5,6,,,,,,"18,2",,,,,,,"3,9",No precipitation,1,,,,
15.11.2016 15:00,"17,8","747,0","768,7","-1,0",41,Wind blowing from the east,5,8,11,,,,,,,,,,,,,"4,3",No precipitation,1,,,,
15.11.2016 12:00,"16,5","748,0","769,9","0,1",44,Wind blowing from the east-northeast,6,,11,no clouds,,,,,,,,,,,"30,0","4,2",No precipitation,1,,,,
15.11.2016 09:00,"12,6","747,9","770,1","1,4",54,Wind blowing from the east-northeast,7,10,,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","25,0","3,4",,,,,,
15.11.2016 06:00,"9,4","746,5","768,8","0,3",63,Wind blowing from the east-northeast,6,,,,,,,"8,1",,,,,,,,"2,6",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"2,0",,
15.11.2016 03:00,"9,7","746,2","768,5","0,1",72,Wind blowing from the north-east,3,5,6,,,,,,,,,,,,,"4,8",No precipitation,1,,,,
15.11.2016 00:00,"8,8","746,1","768,5","0,3",77,Wind blowing from the east,2,,,,,,,,,,,,,,,"4,9",No precipitation,1,,,,
14.11.2016 21:00,"11,4","745,8","768,0","0,8",70,Wind blowing from the north-northeast,2,,,,,,,,,,,,,,,"6,0",No precipitation,12,,,,
14.11.2016 18:00,"13,8","745,0","767,1","0,3",63,Wind blowing from the east-northeast,2,,,,,,,,"20,9",,,,,,,"6,9",No precipitation,1,,,,
14.11.2016 15:00,"20,1","744,7","766,2","-1,0",44,Wind blowing from the east-northeast,4,6,7,,,,,,,,,,,,,"7,3",No precipitation,1,,,,
14.11.2016 12:00,"19,1","745,7","767,3","-0,6",54,Wind blowing from the east,3,5,6,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","30,0","9,4",No precipitation,1,,,,
14.11.2016 09:00,"13,8","746,3","768,4","0,9",73,Wind blowing from the north,2,,,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","20,0","9,0",,,,,,
14.11.2016 06:00,"9,7","745,4","767,7","0,3",90,Wind blowing from the north,3,,,,,,,"9,0",,,,,,,,"8,1",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"5,0",,
14.11.2016 03:00,"9,7","745,1","767,4","-0,3",87,Wind blowing from the north-northeast,1,,,,,,,,,,,,,,,"7,6",No precipitation,1,,,,
14.11.2016 00:00,"11,9","745,4","767,5","0,1",88,Wind blowing from the north,3,,6,,,,,,,,,,,,,"10,0",No precipitation,1,,,,
13.11.2016 21:00,"13,5","745,3","767,4","0,3",80,Wind blowing from the north,3,,5,,,,,,,,,,,,,"10,0",No precipitation,12,,,,
13.11.2016 18:00,"16,5","745,0","766,9","0,4",70,Wind blowing from the north-northeast,2,,5,,,,,,"22,0",,,,,,,"10,9",No precipitation,1,,,,
13.11.2016 15:00,"21,7","744,6","766,0","-0,9",49,Wind blowing from the north-east,3,7,7,,,,,,,,,,,,,"10,6",No precipitation,1,,,,
13.11.2016 12:00,"20,0","745,5","767,0","-0,1",57,Wind blowing from the east-northeast,5,8,8,,,,,,,,,,,,,"11,2",No precipitation,1,,,,
13.11.2016 09:00,"13,6","745,6","767,7","0,8",94,Wind blowing from the north,3,,5,,,,,,,,,,,,,"12,6",No precipitation,1,,,,
13.11.2016 06:00,"12,0","744,8","766,9","0,4",99,Wind blowing from the north,1,,,,,,,"11,6",,,,,,,,"11,8",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"9,0",,
13.11.2016 03:00,"13,4","744,4","766,3","0,3",97,Wind blowing from the north,3,5,5,,,,,,,,,,,,,"13,0",No precipitation,1,,,,
13.11.2016 00:00,"13,2","744,1","766,1","-1,2",97,"Calm, no wind",0,,,,,,,,,,,,,,,"12,7",No precipitation,1,,,,
12.11.2016 21:00,"14,3","745,3","767,2","0,3",93,Wind blowing from the north,1,,,,,,,,,,,,,,,"13,1",No precipitation,12,,,,
12.11.2016 18:00,"15,0","745,0","766,9","0,1",86,Wind blowing from the north-west,1,,,,,,,,"19,4",,,,,,,"12,6",No precipitation,1,,,,
12.11.2016 15:00,"18,5","744,9","766,6","-1,4",67,Wind blowing from the north,3,,6,,,,,,,,,,,,,"12,2",No precipitation,1,,,,
12.11.2016 12:00,"18,7","746,3","768,0","-0,7",71,Wind blowing from the north,2,,6,,,,,,,,,,,,,"13,4",No precipitation,1,,,,
12.11.2016 09:00,"12,8","747,0","769,1","0,7",96,Wind blowing from the west,1,,,,,,,,,,,,,,,"12,1",No precipitation,1,,,,
12.11.2016 06:00,"8,7","746,3","768,7","0,2",100,Wind blowing from the north-northwest,1,,,,,,,"7,8",,,,,,,,"8,7",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"4,0",,
12.11.2016 03:00,"10,7","746,1","768,4","-0,9",97,Wind blowing from the north,2,,,,,,,,,,,,,,,"10,3",No precipitation,1,,,,
12.11.2016 00:00,"11,6","747,0","769,2","-0,1",97,Wind blowing from the north-northwest,2,,,,,,,,,,,,,,,"11,1",,,,,,
11.11.2016 21:00,"10,6","747,1","769,4","0,3",91,Wind blowing from the west,2,,,,,,,,,,,,,,,"9,1",No precipitation,12,,,,
11.11.2016 18:00,"13,2","746,8","769,0","-0,5",80,Wind blowing from the north,1,,,,,,,,"16,9",,,,,,,"9,8","0,1",12,,,,
11.11.2016 15:00,"15,8","747,3","769,2","-0,7",63,Wind blowing from the north,3,,8,,,,,,,,,,,,,"8,8",No precipitation,1,,,,
11.11.2016 12:00,"16,0","748,0","769,9","0,0",60,Wind blowing from the north-northwest,5,,8,"90 or more, but not 100%",,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10% or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.",Cirrostratus covering the whole sky.,"30,0","8,1",No precipitation,1,,,,
11.11.2016 09:00,"11,5","748,0","770,3","0,7",88,Wind blowing from the north,1,,,40%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10% or less, but not 0","2500 or more, or no clouds.",Altocumulus castellanus or floccus.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","15,0","9,6",,,,,,
11.11.2016 06:00,"7,5","747,3","769,9","-0,4",98,Wind blowing from the north,2,,,,,,,"6,1",,,,,,,,"7,2",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"3,0",,
11.11.2016 03:00,"7,5","747,7","770,2","-0,8",98,Wind blowing from the north-northwest,3,,,,,,,,,,,,,,,"7,2",No precipitation,1,,,,
11.11.2016 00:00,"8,5","748,5","771,0","0,1",94,Wind blowing from the north,1,,,,,,,,,,,,,,,"7,5",No precipitation,1,,,,
10.11.2016 21:00,"11,0","748,4","770,8","1,0",83,Wind blowing from the north-northwest,3,,5,,,,,,,,,,,,,"8,2",No precipitation,12,,,,
10.11.2016 18:00,"12,9","747,4","769,6","0,0",65,Wind blowing from the west-northwest,2,,,,,,,,"17,6",,,,,,,"6,5",No precipitation,1,,,,
10.11.2016 15:00,"17,5","747,4","769,1","-1,5",46,Wind blowing from the north-northwest,3,5,8,,,,,,,,,,,,,"5,7",No precipitation,1,,,,
10.11.2016 12:00,"16,1","748,9","770,9","0,1",57,Wind blowing from the north,4,6,10,20–30%.,,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","30,0","7,6",No precipitation,1,,,,
10.11.2016 09:00,"11,7","748,8","771,1","0,8",84,Wind blowing from the north-northwest,2,,,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10% or less, but not 0","2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","20,0","9,0",,,,,,
10.11.2016 06:00,"6,3","748,0","770,7","0,2",97,Wind blowing from the west,2,,,,,,,"6,3",,,,,,,,"5,9",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"3,0",,
10.11.2016 03:00,"8,1","747,8","770,4","-0,5",99,Wind blowing from the west,3,,,,,,,,,,,,,,,"8,0",No precipitation,1,,,,
10.11.2016 00:00,"10,3","748,3","770,6","0,3",89,Wind blowing from the west,3,,,,,,,,,,,,,,,"8,6",No precipitation,1,,,,
09.11.2016 21:00,"12,1","748,0","770,2","0,9",86,Wind blowing from the west,3,,5,,,,,,,,,,,,,"9,8","0,3",12,,,,
09.11.2016 18:00,"13,8","747,1","769,3","0,3",88,Wind blowing from the west-northwest,4,,7,,,,,,"17,4",,,,,,,"11,8","0,3",12,,,,
09.11.2016 15:00,"16,7","746,8","768,6","-0,4",80,Wind blowing from the west-northwest,6,,9,,,,,,,,,,,,,"13,3",No precipitation,1,,,,
09.11.2016 12:00,"16,2","747,2","769,0","-0,3",94,Wind blowing from the west,6,,9,100%.,"Drizzle and rain, slight.",Rain.,Drizzle.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",100%.,300-600,,,"3,0","15,3",Trace of precipitation,12,,,,
09.11.2016 09:00,"12,1","747,5","769,8","0,7",94,Wind blowing from the west-southwest,4,,6,100%.,Mist.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",100%.,300-600,,,"8,0","11,1",,,,,,
09.11.2016 06:00,"9,1","746,8","769,3","-0,4",90,Wind blowing from the west-southwest,3,,,,,,,"5,3",,,,,,,,"7,6",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"2,0",,
09.11.2016 03:00,"6,2","747,2","769,9",,94,Wind blowing from the south-west,1,,,,,,,,,,,,,,,"5,3",No precipitation,1,,,,
08.11.2016 21:00,"7,7","748,5","771,1","0,8",86,Wind blowing from the west,2,,,,,,,,,,,,,,,"5,4",No precipitation,12,,,,
08.11.2016 18:00,"11,8","747,7","769,9","0,9",65,Wind blowing from the west-northwest,3,,6,,,,,,"16,6",,,,,,,"5,3",No precipitation,1,,,,
08.11.2016 15:00,"16,2","746,8","768,7","-0,9",46,Wind blowing from the north-west,5,7,,,,,,,,,,,,,,"4,6",No precipitation,1,,,,
08.11.2016 12:00,"14,4","747,7","769,7","0,5",46,Wind blowing from the north-west,3,6,6,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","30,0","2,7",No precipitation,1,,,,
08.11.2016 09:00,"7,8","747,2","769,7","1,9",74,Wind blowing from the north-northwest,1,,,"10% or less, but not 0",,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","15,0","3,5",,,,,,
08.11.2016 06:00,"1,6","745,3","768,2","1,0",93,Wind blowing from the north,1,,,,,,,"1,6",,,,,,,,"0,5",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"-2,0",,
08.11.2016 03:00,"5,9","744,3","766,9",,84,Wind blowing from the north-northwest,3,,5,,,,,,,,,,,,,"3,3",No precipitation,1,,,,
07.11.2016 21:00,"8,3","742,9","765,4","1,4",73,Wind blowing from the north-west,7,,,,,,,,,,,,,,,"3,7",No precipitation,12,,,,
07.11.2016 18:00,"10,6","741,5","763,6","1,3",58,Wind blowing from the north-west,5,,8,,,,,,"15,2",,,,,,,"2,6",No precipitation,1,,,,
07.11.2016 15:00,"14,7","740,2","762,0","-0,4",42,Wind blowing from the north-west,7,12,13,,,,,,,,,,,,,"1,9",No precipitation,1,,,,
07.11.2016 12:00,"13,6","740,6","762,5","0,1",52,Wind blowing from the north-northwest,5,9,10,"10% or less, but not 0",,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10% or less, but not 0",600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.","30,0","3,8",No precipitation,1,,,,
07.11.2016 09:00,"9,0","740,5","762,7","1,0",68,Wind blowing from the north-northwest,5,7,10,"10% or less, but not 0",,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","25,0","3,3",,,,,,
07.11.2016 06:00,"7,2","739,5","761,8","-0,1",83,Wind blowing from the north-west,5,,,,,,,"4,7",,,,,,,,"4,4",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"0,0",,
07.11.2016 03:00,"5,3","739,6","762,1","-0,4",86,Wind blowing from the west,2,,,,,,,,,,,,,,,"3,1",No precipitation,1,,,,
07.11.2016 00:00,"7,4","740,0","762,4","-0,2",82,Wind blowing from the north-northwest,4,,6,,,,,,,,,,,,,"4,5",No precipitation,1,,,,
06.11.2016 21:00,"9,3","740,2","762,4","0,7",72,Wind blowing from the north-west,5,,8,,,,,,,,,,,,,"4,5",No precipitation,12,,,,
06.11.2016 18:00,"11,7","739,5","761,5","0,0",63,Wind blowing from the north-west,5,,,,,,,,"16,0",,,,,,,"4,9",No precipitation,1,,,,
06.11.2016 15:00,"14,7","739,5","761,2","-1,0",51,Wind blowing from the north-west,7,,11,,,,,,,,,,,,,"4,6",No precipitation,1,,,,
06.11.2016 12:00,"14,8","740,5","762,4","-0,3",54,Wind blowing from the north-northwest,6,10,13,,,,,,,,,,,,,"5,6",No precipitation,1,,,,
06.11.2016 09:00,"11,6","740,8","762,8","1,1",71,Wind blowing from the north-west,7,,,,,,,,,,,,,,,"6,4",No precipitation,1,,,,
06.11.2016 06:00,"8,2","739,7","762,0","0,4",78,Wind blowing from the west-northwest,5,,,,,,,"7,1",,,,,,,,"4,6",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"5,0",,
06.11.2016 03:00,"9,1","739,3","761,5",,77,Wind blowing from the west-northwest,5,,8,,,,,,,,,,,,,"5,2",No precipitation,1,,,,
05.11.2016 21:00,"10,6","738,4","760,4","1,0",86,Wind blowing from the north-west,4,7,10,,,,,,,,,,,,,"8,4",5,12,,,,
05.11.2016 18:00,"12,2","737,4","759,2","0,8",89,Wind blowing from the west-northwest,4,,6,,,,,,"20,2",,,,,,,"10,5",5,12,,,,
05.11.2016 15:00,"13,2","736,6","758,3","-0,3",92,Wind blowing from the north-west,10,,,,,,,,,,,,,,,"11,9",1,1,,,,
05.11.2016 12:00,"18,5","736,9","758,4","-0,9",77,Wind blowing from the west-southwest,8,12,12,,,,,,,,,,,,,"14,4",No precipitation,1,,,,
05.11.2016 09:00,"15,6","737,8","759,4","0,2",99,Wind blowing from the west-southwest,5,,,,,,,,,,,,,,,"15,4",No precipitation,1,,,,
05.11.2016 06:00,"14,5","737,6","759,3","-0,4",99,Wind blowing from the south-west,5,,,,,,,"13,5",,,,,,,,"14,3",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"11,0",,
05.11.2016 03:00,"15,1","738,0","759,7","-0,4",98,Wind blowing from the south-west,5,,,,,,,,,,,,,,,"14,8",No precipitation,1,,,,
05.11.2016 00:00,"13,9","738,4","760,3","0,0",100,Wind blowing from the south,1,,,,,,,,,,,,,,,"13,9",No precipitation,1,,,,
04.11.2016 21:00,"15,2","738,4","760,0","-0,2",99,Wind blowing from the east,3,,,,,,,,,,,,,,,"15,1",6,12,,,,
04.11.2016 18:00,"14,8","738,6","760,3","-0,1",96,Wind blowing from the south-southeast,2,,,,,,,,"18,9",,,,,,,"14,1",6,12,,,,
04.11.2016 15:00,"16,0","738,7","760,3","-1,5",97,Wind blowing from the east-southeast,4,,7,,,,,,,,,,,,,"15,5",1,1,,,,
04.11.2016 12:00,"17,9","740,2","761,7","0,5",76,Wind blowing from the south-southeast,6,,12,"90 or more, but not 100%",,,,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",60%.,300-600,Altocumulus castellanus or floccus.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","20,0","13,5",No precipitation,1,,,,
04.11.2016 09:00,"18,6","739,7","761,2","0,5",71,Wind blowing from the south-southeast,5,8,8,100%.,,,,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,Altocumulus castellanus or floccus.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","20,0","13,2",,,,,,
04.11.2016 06:00,"16,4","739,2","760,8","-0,2",81,Wind blowing from the east,2,,,,,,,"16,1",,,,,,,,"13,1",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"13,0",,
04.11.2016 03:00,"17,6","739,4","760,9","0,1",77,Wind blowing from the south-east,3,6,7,,,,,,,,,,,,,"13,4",No precipitation,1,,,,
04.11.2016 00:00,"17,3","739,3","760,9","-0,9",83,Wind blowing from the east-southeast,6,,10,,,,,,,,,,,,,"14,4",No precipitation,1,,,,
03.11.2016 21:00,"18,2","740,2","761,7","0,4",70,Wind blowing from the south,3,,5,,,,,,,,,,,,,"12,6",No precipitation,12,,,,
03.11.2016 18:00,"18,6","739,8","761,3","0,3",71,Wind blowing from the east-southeast,2,,,,,,,,"23,1",,,,,,,"13,2","0,1",12,,,,
03.11.2016 15:00,"22,9","739,5","760,6","-1,3",54,Wind blowing from the east-southeast,3,,7,,,,,,,,,,,,,"13,2",No precipitation,1,,,,
03.11.2016 12:00,"20,3","740,8","762,1","-0,6",73,Wind blowing from the east,3,,5,"90 or more, but not 100%",State of sky on the whole unchanged.,Fog or ice fog or thick haze.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","15,0","15,3",No precipitation,1,,,,
03.11.2016 09:00,"13,7","741,4","763,3","0,5",100,Wind blowing from the east,2,,,"90 or more, but not 100%","Fog or ice fog, sky visible, no appreciable change during the preceding hour.",Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.","90 or more, but not 100%",50-100,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","0,6","13,7",,,,,,
03.11.2016 06:00,"11,7","740,9","763,0",,99,Wind blowing from the east,1,,,,,,,"10,7",,,,,,,,"11,6",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"7,0",,
03.11.2016 03:00,"12,0","741,2","763,3","-1,1",100,Wind blowing from the north-east,1,,,,,,,,,,,,,,,"12,0",No precipitation,1,,,,
03.11.2016 00:00,"13,7","742,3","764,2","-0,1",98,Wind blowing from the east,1,,,,,,,,,,,,,,,"13,4",No precipitation,1,,,,
02.11.2016 21:00,"15,4","742,4","764,2","0,4",92,Wind blowing from the north,1,,,,,,,,,,,,,,,"14,1",No precipitation,12,,,,
02.11.2016 18:00,"18,8","742,0","763,5","0,0",83,Wind blowing from the west-southwest,3,,6,,,,,,"24,4",,,,,,,"15,9",No precipitation,1,,,,
02.11.2016 15:00,"22,9","742,0","763,3","-1,1",59,Wind blowing from the south-southwest,4,,6,,,,,,,,,,,,,"14,4",,,,,,
02.11.2016 12:00,"22,7","743,1","764,4","-1,0",67,Wind blowing from the east-southeast,4,8,8,50%.,,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","15,0","16,3",No precipitation,1,,,,
02.11.2016 09:00,"17,3","744,1","765,7","0,4",95,Wind blowing from the east,3,,5,"90 or more, but not 100%",Mist.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.","90 or more, but not 100%",100-200,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","4,0","16,5",,,,,,
02.11.2016 06:00,"15,3","743,7","765,5","0,2",99,Wind blowing from the east-southeast,1,,,,,,,"14,0",,,,,,,,"15,1",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"11,0",,
02.11.2016 03:00,"16,1","743,5","765,3","-0,3",99,Wind blowing from the south-east,1,,,,,,,,,,,,,,,"15,9",No precipitation,1,,,,
02.11.2016 00:00,"14,7","743,8","765,7","0,0",94,Wind blowing from the east-southeast,2,,,,,,,,,,,,,,,"13,8",No precipitation,1,,,,
01.11.2016 21:00,"16,4","743,8","765,5","0,6",81,Wind blowing from the east,1,,,,,,,,,,,,,,,"13,1",No precipitation,12,,,,
01.11.2016 18:00,"20,2","743,2","764,7","0,5",66,Wind blowing from the south-southeast,3,,5,,,,,,"24,3",,,,,,,"13,5",No precipitation,1,,,,
01.11.2016 15:00,"24,0","742,7","763,9","-1,0",51,Wind blowing from the south,4,,7,,,,,,,,,,,,,"13,1",No precipitation,1,,,,
01.11.2016 12:00,"21,8","743,7","765,0","-0,4",57,Wind blowing from the south-east,5,8,9,,,,,,,,,,,,,"12,9",No precipitation,1,,,,
01.11.2016 09:00,"17,2","744,1","765,9","1,0",76,Wind blowing from the east,2,,,,,,,,,,,,,,,"12,9",No precipitation,1,,,,
01.11.2016 06:00,"13,7","743,1","765,1","0,8",92,Wind blowing from the east,1,,,,,,,"13,7",,,,,,,,"12,4",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"10,0",,
01.11.2016 03:00,"15,7","742,3","764,1","-0,9",89,Wind blowing from the east-southeast,4,,,,,,,,,,,,,,,"13,8",No precipitation,1,,,,
01.11.2016 00:00,"16,7","743,2","764,8","0,3",76,Wind blowing from the south-east,1,,,,,,,,,,,,,,,"12,5",No precipitation,1,,,,
31.10.2016 21:00,"17,8","742,9","764,5","0,6",69,Wind blowing from the south,3,,,,,,,,,,,,,,,"12,0",No precipitation,12,,,,
31.10.2016 18:00,"19,6","742,3","763,8","0,6",54,Wind blowing from the south,3,,,,,,,,"24,9",,,,,,,"9,9",No precipitation,1,,,,
31.10.2016 15:00,"24,6","741,7","762,8","-0,7",37,Wind blowing from the north,3,5,6,,,,,,,,,,,,,"9,0",No precipitation,1,,,,
31.10.2016 12:00,"22,2","742,4","763,7","-0,2",49,Wind blowing from the north,1,,,40%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","25,0","11,0",No precipitation,1,,,,
31.10.2016 09:00,"14,7","742,6","764,5","0,8",76,Wind blowing from the east,2,,,50%.,,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20–30%.,"2500 or more, or no clouds.",Altocumulus castellanus or floccus.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","20,0","10,5",,,,,,
