Local time in Penhas Douradas,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
26.10.2016 00:00,"10,8","651,1",,"0,6",100,Wind blowing from the south-east,2,,,,,,,,,,,,,,,"10,8",9,6,,,,
25.10.2016 23:00,"10,5","650,9",,"0,9",100,Wind blowing from the east-southeast,4,,,,,,,,,,,,,,,"10,5",No precipitation,1,,,,
25.10.2016 22:00,"10,6","650,8",,"1,2",100,Wind blowing from the east-southeast,4,,,,,,,,,,,,,,,"10,6",No precipitation,1,,,,
25.10.2016 21:00,"10,8","650,5",,,100,Wind blowing from the east-southeast,3,,,,,,,,,,,,,,,"10,8",11,12,,,,
25.10.2016 20:00,"11,0","650,0",,"1,6",100,Wind blowing from the south-east,5,,,,,,,,,,,,,,,"11,0","0,2",1,,,,
25.10.2016 19:00,"10,8","649,6",,"1,8",100,Wind blowing from the south-east,4,,,,,,,,,,,,,,,"10,8",9,1,,,,
25.10.2016 17:00,"10,0","648,4",,"0,7",100,Wind blowing from the south-southeast,9,,,,,,,,,,,,,,,"10,0",No precipitation,1,,,,
25.10.2016 16:00,"11,0","647,8",,"0,6",100,Wind blowing from the south-east,7,,,,,,,,,,,,,,,"11,0","0,1",1,,,,
25.10.2016 14:00,"10,4","647,7",,"0,8",100,Wind blowing from the south-east,7,,,Sky obscured by fog and/or other meteorological phenomena.,"Fog or ice fog, sky invisible, no appreciable change during the preceding hour.",Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,,,Sky obscured by fog and/or other meteorological phenomena.,,,,less than 0.1,"10,4",No precipitation,1,,,,
25.10.2016 13:00,"10,1","647,2",,"0,2",100,Wind blowing from the south-east,8,,,,,,,,,,,,,,,"10,1",No precipitation,1,,,,
25.10.2016 12:00,"9,8","647,2",,"0,6",100,Wind blowing from the south-east,7,,,Sky obscured by fog and/or other meteorological phenomena.,"Fog or ice fog, sky invisible, no appreciable change during the preceding hour.",Shower(s).,Fog or ice fog or thick haze.,,,,Sky obscured by fog and/or other meteorological phenomena.,,,,less than 0.1,"9,8",8,6,,,,
25.10.2016 11:00,"9,5","646,9",,"1,0",100,Wind blowing from the east-southeast,8,,,,,,,,,,,,,,,"9,5","0,6",1,,,,
25.10.2016 10:00,"9,5","647,0",,"1,8",,Wind blowing from the east-southeast,6,,,,,,,,,,,,,,,,"0,2",1,,,,
25.10.2016 09:00,"9,2","646,6",,"1,8",,Wind blowing from the south-east,6,,,Sky obscured by fog and/or other meteorological phenomena.,"Rain shower(s), slight.",Shower(s).,Fog or ice fog or thick haze.,,,,Sky obscured by fog and/or other meteorological phenomena.,,,,less than 0.1,,,,,,,
25.10.2016 08:00,"9,0","645,9",,"1,5",100,Wind blowing from the south-east,7,,,,,,,,,,,,,,,"9,0",5,1,,,,
25.10.2016 07:00,"9,2","645,2",,"1,4",100,Wind blowing from the south-east,4,,,,,,,,,,,,,,,"9,2",2,1,,,,
25.10.2016 06:00,"9,0","644,8",,"1,1",100,Wind blowing from the east-southeast,4,,,,,,,,,,,,,,,"9,0",13,12,,,,
25.10.2016 05:00,"8,9","644,4",,"0,8",100,Wind blowing from the south-east,5,,,,,,,,,,,,,,,"8,9","0,3",1,,,,
25.10.2016 04:00,"9,0","643,8",,"0,3",100,Wind blowing from the south-east,7,,,,,,,,,,,,,,,"9,0","0,2",1,,,,
25.10.2016 03:00,"9,1","643,7",,"1,0",100,Wind blowing from the east-southeast,7,,,,,,,,,,,,,,,"9,1",,,,,,
25.10.2016 02:00,"8,8","643,6",,"0,5",100,Wind blowing from the south-east,7,,,,,,,,,,,,,,,"8,8",2,1,,,,
25.10.2016 01:00,"8,8","643,5",,"0,6",100,Wind blowing from the south-east,8,,,,,,,,,,,,,,,"8,8",2,1,,,,
25.10.2016 00:00,"8,5","642,7",,"-0,1",100,Wind blowing from the south-east,13,,,,,,,,,,,,,,,"8,5",6,6,,,,
24.10.2016 23:00,"8,0","643,1",,"0,4",100,Wind blowing from the south-east,10,,,,,,,,,,,,,,,"8,0",1,1,,,,
24.10.2016 22:00,"7,8","642,9",,"0,1",100,Wind blowing from the south-east,12,,,,,,,,,,,,,,,"7,8",2,1,,,,
24.10.2016 21:00,"7,8","642,8",,"0,4",100,Wind blowing from the south-east,10,,,,,,,,,,,,,,,"7,8",,,,,,
24.10.2016 20:00,"7,7","642,7",,"0,6",100,Wind blowing from the south-east,8,,,,,,,,,,,,,,,"7,7",No precipitation,1,,,,
24.10.2016 19:00,"7,6","642,8",,"0,7",100,Wind blowing from the east-southeast,6,,,,,,,,,,,,,,,"7,6",No precipitation,1,,,,
24.10.2016 18:00,"7,7","642,4",,"0,4",100,Wind blowing from the east-southeast,7,,,,,,,,,,,,,,,"7,7",8,12,,,,
24.10.2016 17:00,"7,7","642,1",,"0,2",100,Wind blowing from the south-east,7,,,,,,,,,,,,,,,"7,7",1,1,,,,
24.10.2016 16:00,"7,4","642,1",,"0,3",100,Wind blowing from the east-southeast,6,,,,,,,,,,,,,,,"7,4","0,3",1,,,,
24.10.2016 15:00,"7,4","642,0",,"0,4",100,Wind blowing from the east-southeast,5,,,,,,,,,,,,,,,"7,4","0,1",1,,,,
24.10.2016 14:00,"7,0","641,9",,"0,1",100,Wind blowing from the east-southeast,6,,,Sky obscured by fog and/or other meteorological phenomena.,"Fog or ice fog, sky invisible, no appreciable change during the preceding hour.",Shower(s).,Fog or ice fog or thick haze.,,,,Sky obscured by fog and/or other meteorological phenomena.,,,,less than 0.1,"7,0","0,4",1,,,,
24.10.2016 13:00,"7,1","641,8",,"0,3",100,Wind blowing from the east-southeast,7,,,,,,,,,,,,,,,"7,1",No precipitation,1,,,,
24.10.2016 12:00,"7,6","641,6",,"0,3",100,Wind blowing from the south-east,8,,,"90 or more, but not 100%","Fog or ice fog, sky visible, no appreciable change during the preceding hour.",Shower(s).,Fog or ice fog or thick haze.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","90 or more, but not 100%",Less than 50,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",less than 0.1,"7,6",5,6,,,,
24.10.2016 11:00,"6,3","641,8",,"0,9",,Wind blowing from the east,5,,,,,,,,,,,,,,,,"0,1",1,,,,
24.10.2016 10:00,"6,2","641,5",,"1,3",100,Wind blowing from the east-southeast,5,,,,,,,,,,,,,,,"6,2",No precipitation,1,,,,
24.10.2016 09:00,"5,9","641,3",,"1,3",100,Wind blowing from the east,3,,,Sky obscured by fog and/or other meteorological phenomena.,"Fog or ice fog, sky invisible, no appreciable change during the preceding hour.",Shower(s).,Fog or ice fog or thick haze.,,,,Sky obscured by fog and/or other meteorological phenomena.,,,,less than 0.1,"5,9",,,,,,
24.10.2016 08:00,"5,5","640,9",,"1,4",100,Wind blowing from the east-southeast,4,,,,,,,,,,,,,,,"5,5","0,5",1,,,,
24.10.2016 07:00,"5,3","640,2",,"0,7",100,Wind blowing from the south-east,5,,,,,,,,,,,,,,,"5,3",4,1,,,,
24.10.2016 06:00,"5,2","640,0",,"0,5",100,Wind blowing from the south-southeast,5,,,,,,,,,,,,,,,"5,2",9,12,,,,
24.10.2016 05:00,"4,6","639,5",,"-0,3",100,Wind blowing from the east-southeast,3,,,,,,,,,,,,,,,"4,6",3,1,,,,
24.10.2016 04:00,"5,0","639,5",,"-0,5",100,Wind blowing from the south-east,3,,,,,,,,,,,,,,,"5,0",2,1,,,,
24.10.2016 03:00,"5,5","639,5",,"-0,3",99,Wind blowing from the south-southeast,6,,,,,,,,,,,,,,,"5,3",,,,,,
24.10.2016 02:00,"5,6","639,8",,"0,3",98,Wind blowing from the south-southeast,6,,,,,,,,,,,,,,,"5,3","0,7",1,,,,
24.10.2016 01:00,"5,7","640,0",,"0,5",97,Wind blowing from the east-southeast,3,,,,,,,,,,,,,,,"5,3","0,3",1,,,,
24.10.2016 00:00,"5,8","639,8",,"0,6",93,Wind blowing from the south-southeast,3,,,,,,,,,,,,,,,"4,7","0,8",6,,,,
23.10.2016 23:00,"5,8","639,5",,"0,5",87,Wind blowing from the east,5,,,,,,,,,,,,,,,"3,7","0,1",1,,,,
23.10.2016 22:00,"5,7","639,5",,"0,7",90,Wind blowing from the south-southeast,2,,,,,,,,,,,,,,,"4,1",No precipitation,1,,,,
23.10.2016 21:00,"5,7","639,2",,"0,8",89,Wind blowing from the south-southwest,2,,,,,,,,,,,,,,,"4,0",,,,,,
23.10.2016 20:00,"5,3","639,0",,"0,8",95,Wind blowing from the north,2,,,,,,,,,,,,,,,"4,6","0,5",1,,,,
23.10.2016 19:00,"5,2","638,8",,"0,9",97,Wind blowing from the south-east,3,,,,,,,,,,,,,,,"4,8",No precipitation,1,,,,
23.10.2016 18:00,"5,4","638,4",,"0,3",92,Wind blowing from the south-east,4,,,,,,,,,,,,,,,"4,2",1,12,,,,
23.10.2016 17:00,"6,4","638,2",,"0,3",87,Wind blowing from the south-east,5,,,,,,,,,,,,,,,"4,4","0,1",1,,,,
23.10.2016 16:00,"7,5","637,9",,"-0,3",76,Wind blowing from the south-southeast,8,,,,,,,,,,,,,,,"3,5",No precipitation,1,,,,
23.10.2016 15:00,"7,5","638,1",,"-0,1",86,Wind blowing from the south-southeast,5,,,,,,,,,,,,,,,"5,3",,,,,,
23.10.2016 14:00,"8,0","637,9",,"-0,2",84,Wind blowing from the south-southeast,6,,,,,,,,,,,,,,,"5,4","0,1",1,,,,
23.10.2016 13:00,"7,7","638,2",,"0,4",88,Wind blowing from the south-southeast,6,,,,,,,,,,,,,,,"5,8",No precipitation,1,,,,
23.10.2016 12:00,"9,2","638,2",,"0,7",75,Wind blowing from the south-southeast,5,,,,,,,,,,,,,,,"5,0","0,4",6,,,,
23.10.2016 11:00,"8,9","638,1",,"0,9",85,Wind blowing from the south-southeast,4,,,,,,,,,,,,,,,"6,4",No precipitation,1,,,,
23.10.2016 10:00,"7,9","637,8",,"1,1",84,Wind blowing from the south,5,,,,,,,,,,,,,,,"5,4",No precipitation,1,,,,
23.10.2016 09:00,"6,3","637,5",,"0,9",91,Wind blowing from the south,5,,,,,,,,,,,,,,,"5,0",,,,,,
23.10.2016 08:00,"6,2","637,2",,"0,9",88,Wind blowing from the south-southwest,6,,,,,,,,,,,,,,,"4,3","0,4",1,,,,
23.10.2016 07:00,"6,0","636,7",,"0,5",90,Wind blowing from the south-southwest,5,,,,,,,,,,,,,,,"4,4",No precipitation,1,,,,
23.10.2016 06:00,"6,3","636,6",,"0,8",93,Wind blowing from the south-southwest,5,,,,,,,,,,,,,,,"5,2",22,12,,,,
23.10.2016 05:00,"6,3","636,3",,"-0,1",91,Wind blowing from the south,5,,,,,,,,,,,,,,,"4,9",No precipitation,1,,,,
23.10.2016 04:00,"6,4","636,2",,"-0,2",91,Wind blowing from the south-west,7,,,,,,,,,,,,,,,"5,0",No precipitation,1,,,,
23.10.2016 03:00,"6,3","635,8",,"-0,8",87,Wind blowing from the west-southwest,8,,,,,,,,,,,,,,,"4,3",,,,,,
23.10.2016 02:00,"6,2","636,4",,"-0,3",90,Wind blowing from the west-southwest,11,,,,,,,,,,,,,,,"4,6",6,1,,,,
23.10.2016 01:00,"5,7","636,4",,"-0,6",100,Wind blowing from the west,13,,,,,,,,,,,,,,,"5,7",3,1,,,,
23.10.2016 00:00,"7,2","636,6",,"-0,6",100,Wind blowing from the west,13,,,,,,,,,,,,,,,"7,2",12,6,,,,
22.10.2016 23:00,"10,6","636,7",,"-1,5",100,Wind blowing from the south,4,,,,,,,,,,,,,,,"10,6",4,1,,,,
22.10.2016 22:00,"10,4","637,0",,"-1,5",100,Wind blowing from the south-east,8,,,,,,,,,,,,,,,"10,4",1,1,,,,
22.10.2016 21:00,"9,6","637,2",,"-1,6",100,Wind blowing from the south-southeast,9,,,,,,,,,,,,,,,"9,6",,,,,,
22.10.2016 20:00,"10,4","638,2",,"-0,7",,Wind blowing from the south-east,3,,,,,,,,,,,,,,,,3,1,,,,
22.10.2016 19:00,"10,9","638,5",,"-0,7",100,Wind blowing from the south-east,5,,,,,,,,,,,,,,,"10,9",1,1,,,,
22.10.2016 18:00,"10,7","638,8",,"-1,1",100,Wind blowing from the south-east,8,,,,,,,,,,,,,,,"10,7",4,12,,,,
22.10.2016 17:00,"10,7","638,9",,"-1,4",,Wind blowing from the south-east,8,,,,,,,,,,,,,,,,"0,1",1,,,,
22.10.2016 16:00,"10,7","639,2",,"-1,5",,Wind blowing from the south-east,7,,,,,,,,,,,,,,,,No precipitation,1,,,,
22.10.2016 15:00,"10,8","639,9",,"-1,3",100,Wind blowing from the east-southeast,5,,,,,,,,,,,,,,,"10,8",,,,,,
22.10.2016 14:00,"10,7","640,3",,"-1,2",100,Wind blowing from the east,3,,,,,,,,,,,,,,,"10,7",No precipitation,1,,,,
22.10.2016 13:00,"10,7","640,7",,"-0,8",100,Wind blowing from the south-east,2,,,,,,,,,,,,,,,"10,7","0,1",1,,,,
22.10.2016 12:00,"10,8","641,2",,"-0,3",100,Wind blowing from the south-east,2,,,,,,,,,,,,,,,"10,8",1,6,,,,
22.10.2016 11:00,"10,3","641,5",,"0,1",100,Wind blowing from the east-southeast,3,,,,,,,,,,,,,,,"10,3","0,5",1,,,,
22.10.2016 10:00,"10,1","641,5",,"0,2",100,Wind blowing from the south-east,3,,,,,,,,,,,,,,,"10,1","0,2",1,,,,
22.10.2016 09:00,"9,6","641,5",,"0,0",100,Wind blowing from the south-east,4,,,,,,,,,,,,,,,"9,6",,,,,,
22.10.2016 08:00,"9,4","641,4",,"-0,1",100,Wind blowing from the south-east,4,,,,,,,,,,,,,,,"9,4","0,4",1,,,,
22.10.2016 07:00,"9,4","641,3",,"-0,2",100,Wind blowing from the east-southeast,4,,,,,,,,,,,,,,,"9,4","0,1",1,,,,
22.10.2016 06:00,"9,3","641,5",,"-0,4",,Wind blowing from the south-east,5,,,,,,,,,,,,,,,,1,12,,,,
22.10.2016 05:00,"9,2","641,5",,"-0,8",,Wind blowing from the east-southeast,5,,,,,,,,,,,,,,,,"0,3",1,,,,
22.10.2016 04:00,"9,4","641,5",,"-1,2",100,Wind blowing from the south-east,5,,,,,,,,,,,,,,,"9,4","0,3",1,,,,
22.10.2016 03:00,"9,3","641,9",,"-1,0",,Wind blowing from the east-southeast,4,,,,,,,,,,,,,,,,,,,,,
22.10.2016 02:00,"9,3","642,3",,"-0,9",100,Wind blowing from the south-southeast,3,,,,,,,,,,,,,,,"9,3","0,1",1,,,,
22.10.2016 01:00,"9,4","642,7",,"-0,9",100,Wind blowing from the east-southeast,2,,,,,,,,,,,,,,,"9,4","0,1",1,,,,
22.10.2016 00:00,"9,2","642,9",,"-0,8",99,Wind blowing from the south-east,2,,,,,,,,,,,,,,,"9,1","0,1",6,,,,
21.10.2016 23:00,"8,6","643,2",,"-0,4",100,Wind blowing from the south-southeast,3,,,,,,,,,,,,,,,"8,6",No precipitation,1,,,,
21.10.2016 22:00,"8,5","643,6",,"-0,1",100,Wind blowing from the south-east,1,,,,,,,,,,,,,,,"8,5",No precipitation,1,,,,
21.10.2016 21:00,"8,5","643,7",,"0,1",92,Wind blowing from the south-southwest,2,,,,,,,,,,,,,,,"7,3",,,,,,
21.10.2016 20:00,"7,3","643,6",,"0,1",96,Wind blowing from the west-northwest,2,,,,,,,,,,,,,,,"6,7",No precipitation,1,,,,
21.10.2016 19:00,"7,3","643,7",,"0,1",100,Wind blowing from the west-southwest,2,,,,,,,,,,,,,,,"7,3",No precipitation,1,,,,
21.10.2016 18:00,"9,3","643,6",,"0,1",100,Wind blowing from the south-east,3,,,,,,,,,,,,,,,"9,3","0,1",12,,,,
21.10.2016 17:00,"10,1","643,5",,"-0,2",100,Wind blowing from the south-east,3,,,,,,,,,,,,,,,"10,1",No precipitation,1,,,,
21.10.2016 16:00,"10,4","643,6",,"-0,4",100,Wind blowing from the south-east,3,,,,,,,,,,,,,,,"10,4",No precipitation,1,,,,
21.10.2016 15:00,"10,1","643,5",,"-1,0",100,Wind blowing from the south-east,4,,,,,,,,,,,,,,,"10,1",,,,,,
21.10.2016 14:00,"9,9","643,7",,"-0,9",100,Wind blowing from the south-east,3,,,Sky obscured by fog and/or other meteorological phenomena.,"Fog or ice fog, sky invisible, no appreciable change during the preceding hour.",Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,,,Sky obscured by fog and/or other meteorological phenomena.,,,,less than 0.1,"9,9",No precipitation,1,,,,
21.10.2016 13:00,"9,8","644,0",,"-0,7",,Wind blowing from the south-east,4,,,,,,,,,,,,,,,,No precipitation,1,,,,
21.10.2016 12:00,"9,6","644,5",,"-0,2",100,Wind blowing from the south-east,3,,,Sky obscured by fog and/or other meteorological phenomena.,"Fog or ice fog, sky invisible, no appreciable change during the preceding hour.",Drizzle.,Fog or ice fog or thick haze.,,,,Sky obscured by fog and/or other meteorological phenomena.,,,,less than 0.1,"9,6","0,1",6,,,,
21.10.2016 11:00,"9,3","644,6",,"0,1",100,Wind blowing from the south-east,2,,,,,,,,,,,,,,,"9,3","0,1",1,,,,
21.10.2016 10:00,"9,2","644,7",,"0,8",100,Wind blowing from the south-southeast,2,,,,,,,,,,,,,,,"9,2",No precipitation,1,,,,
21.10.2016 09:00,"9,3","644,7",,"0,7",100,Wind blowing from the south-east,3,,,Sky obscured by fog and/or other meteorological phenomena.,"Fog or ice fog, sky invisible, no appreciable change during the preceding hour.",Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,,,Sky obscured by fog and/or other meteorological phenomena.,,,,less than 0.1,"9,3",,,,,,
21.10.2016 08:00,"9,5","644,5",,"0,3",,Wind blowing from the east-southeast,3,,,,,,,,,,,,,,,,No precipitation,1,,,,
21.10.2016 07:00,"9,9","643,9",,"-0,3",100,Wind blowing from the east-southeast,6,,,,,,,,,,,,,,,"9,9",No precipitation,1,,,,
21.10.2016 06:00,"10,4","644,0",,"-0,5",,Wind blowing from the east,6,,,,,,,,,,,,,,,,No precipitation,12,,,,
21.10.2016 05:00,"10,6","644,2",,"-0,6",100,Wind blowing from the east,6,,,,,,,,,,,,,,,"10,6",No precipitation,1,,,,
21.10.2016 04:00,"10,7","644,2",,"-0,9",100,Wind blowing from the east-southeast,5,,,,,,,,,,,,,,,"10,7",No precipitation,1,,,,
21.10.2016 03:00,"10,6","644,5",,"-0,8",100,Wind blowing from the south-east,4,,,,,,,,,,,,,,,"10,6",,,,,,
21.10.2016 02:00,"10,9","644,8",,"-0,7",100,Wind blowing from the south-east,3,,,,,,,,,,,,,,,"10,9",No precipitation,1,,,,
21.10.2016 01:00,"11,0","645,1",,"-0,6",100,Wind blowing from the east-southeast,2,,,,,,,,,,,,,,,"11,0",No precipitation,1,,,,
21.10.2016 00:00,"10,9","645,3",,"-0,3",100,Wind blowing from the east,2,,,,,,,,,,,,,,,"10,9",No precipitation,6,,,,
20.10.2016 23:00,"11,1","645,5",,"0,1",100,Wind blowing from the east,3,,,,,,,,,,,,,,,"11,1",No precipitation,1,,,,
20.10.2016 22:00,"11,3","645,7",,"0,2",100,Wind blowing from the east,2,,,,,,,,,,,,,,,"11,3",No precipitation,1,,,,
20.10.2016 21:00,"11,3","645,6",,"0,2",,Wind blowing from the east-southeast,2,,,,,,,,,,,,,,,,,,,,,
20.10.2016 20:00,"11,6","645,4",,"0,0",99,Wind blowing from the east-southeast,2,,,,,,,,,,,,,,,"11,4",No precipitation,1,,,,
20.10.2016 19:00,"11,8","645,5",,"-0,1",100,Wind blowing from the east-southeast,2,,,,,,,,,,,,,,,"11,8",No precipitation,1,,,,
20.10.2016 18:00,"12,0","645,4",,"-0,3",100,Wind blowing from the east-southeast,3,,,,,,,,,,,,,,,"12,0","0,1",12,,,,
20.10.2016 17:00,"12,2","645,4",,"-0,6",99,Wind blowing from the east-southeast,3,,,,,,,,,,,,,,,"12,0",No precipitation,1,,,,
20.10.2016 16:00,"13,0","645,6",,"-0,7",89,Wind blowing from the east-southeast,2,,,,,,,,,,,,,,,"11,2",No precipitation,1,,,,
20.10.2016 15:00,"12,8","645,7",,"-0,9",94,Wind blowing from the east,1,,,,,,,,,,,,,,,"11,9",,,,,,
20.10.2016 14:00,"12,7","646,0",,"-0,8",97,Wind blowing from the south-east,2,,,"90 or more, but not 100%",,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","90 or more, but not 100%",100-200,Altocumulus cumulogenitus (or cumulonimbogenitus).,"No Cirrus, Cirrocumulus or Cirrostratus.","30,0","12,2",No precipitation,1,,,,
20.10.2016 13:00,"12,8","646,3",,"-0,7",93,Wind blowing from the east-southeast,2,,,,,,,,,,,,,,,"11,7",No precipitation,1,,,,
20.10.2016 12:00,"12,4","646,6",,"-0,4",97,Wind blowing from the east,3,,,"90 or more, but not 100%",Clouds generally dissolving or becoming less developed.,Fog or ice fog or thick haze.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","90 or more, but not 100%",100-200,Altocumulus cumulogenitus (or cumulonimbogenitus).,"No Cirrus, Cirrocumulus or Cirrostratus.","30,0","11,9",,,,,,
20.10.2016 11:00,"12,5","646,8",,"-0,1",99,Wind blowing from the east,3,,,,,,,,,,,,,,,"12,4",No precipitation,1,,,,
20.10.2016 10:00,"12,2","647,0",,"0,1",100,Wind blowing from the east,3,,,,,,,,,,,,,,,"12,2",No precipitation,1,,,,
20.10.2016 09:00,"12,3","647,0",,"0,1",100,Wind blowing from the south-east,3,,,,,,,,,,,,,,,"12,3","0,5",24,,,,
20.10.2016 08:00,"11,1","646,9",,"0,0",100,Wind blowing from the east-southeast,2,,,,,,,,,,,,,,,"11,1","0,1",1,,,,
20.10.2016 07:00,"11,1","646,9",,"-0,1",100,Wind blowing from the east-southeast,1,,,,,,,,,,,,,,,"11,1",No precipitation,1,,,,
20.10.2016 06:00,"11,0","646,9",,"-0,3",100,Wind blowing from the south-east,1,,,,,,,,,,,,,,,"11,0",No precipitation,12,,,,
20.10.2016 05:00,"11,2","646,9",,"-0,6",100,Wind blowing from the south-southeast,1,,,,,,,,,,,,,,,"11,2",No precipitation,1,,,,
20.10.2016 04:00,"11,3","647,0",,"-0,8",100,Wind blowing from the south-east,1,,,,,,,,,,,,,,,"11,3",No precipitation,1,,,,
20.10.2016 03:00,"11,7","647,2",,"-1,1",100,Wind blowing from the south-southeast,1,,,,,,,,,,,,,,,"11,7",No precipitation,1,,,,
20.10.2016 02:00,"12,0","647,5",,"-1,2",100,Wind blowing from the south-east,2,,,,,,,,,,,,,,,"12,0",No precipitation,1,,,,
20.10.2016 01:00,"11,8","647,8",,"-1,0",100,Wind blowing from the south-southeast,1,,,,,,,,,,,,,,,"11,8",No precipitation,1,,,,
20.10.2016 00:00,"11,7","648,3",,"-0,6",100,"Calm, no wind",0,,,,,,,,,,,,,,,"11,7",No precipitation,6,,,,
19.10.2016 23:00,"11,9","648,7",,"-0,4",100,Wind blowing from the south,1,,,,,,,,,,,,,,,"11,9",No precipitation,1,,,,
19.10.2016 22:00,"12,2","648,8",,"-0,4",100,Wind blowing from the south-southeast,1,,,,,,,,,,,,,,,"12,2",No precipitation,1,,,,
19.10.2016 21:00,"12,2","648,9",,"-0,2",100,Wind blowing from the south,1,,,,,,,,,,,,,,,"12,2","0,2",12,,,,
19.10.2016 20:00,"12,2","649,1",,"-0,2",100,Wind blowing from the south-southeast,1,,,,,,,,,,,,,,,"12,2",No precipitation,1,,,,
19.10.2016 19:00,"12,4","649,2",,"-0,4",100,Wind blowing from the east-southeast,2,,,,,,,,,,,,,,,"12,4",No precipitation,1,,,,
19.10.2016 18:00,"12,5","649,1",,"-0,7",100,Wind blowing from the east,1,,,,,,,,,,,,,,,"12,5","0,2",12,,,,
19.10.2016 17:00,"12,9","649,3",,"-0,9",100,Wind blowing from the south-east,1,,,,,,,,,,,,,,,"12,9",No precipitation,1,,,,
19.10.2016 16:00,"13,3","649,6",,"-0,9",100,Wind blowing from the east-southeast,1,,,,,,,,,,,,,,,"13,3",No precipitation,1,,,,
19.10.2016 15:00,"13,5","649,8",,"-1,2",100,Wind blowing from the south-east,2,,,,,,,,,,,,,,,"13,5",,,,,,
19.10.2016 14:00,"12,9","650,2",,"-1,0",100,Wind blowing from the south-east,2,,,Sky obscured by fog and/or other meteorological phenomena.,"Fog or ice fog, sky invisible, no appreciable change during the preceding hour.",Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,,,Sky obscured by fog and/or other meteorological phenomena.,,,,less than 0.1,"12,9",No precipitation,1,,,,
19.10.2016 13:00,"12,7","650,5",,"-0,8",100,Wind blowing from the east-southeast,2,,,,,,,,,,,,,,,"12,7",No precipitation,1,,,,
19.10.2016 12:00,"12,5","651,0",,"-0,4",100,Wind blowing from the south-east,1,,,Sky obscured by fog and/or other meteorological phenomena.,"Fog or ice fog, sky invisible, no appreciable change during the preceding hour.",Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,,,Sky obscured by fog and/or other meteorological phenomena.,,,,less than 0.1,"12,5",No precipitation,1,,,,
19.10.2016 11:00,"12,4","651,2",,"-0,3",100,Wind blowing from the east-southeast,1,,,,,,,,,,,,,,,"12,4",No precipitation,1,,,,
19.10.2016 10:00,"12,5","651,3",,"0,0",100,Wind blowing from the east-southeast,1,,,,,,,,,,,,,,,"12,5",No precipitation,1,,,,
19.10.2016 09:00,"12,3","651,4",,"0,2",100,Wind blowing from the south-east,1,,,Sky obscured by fog and/or other meteorological phenomena.,"Fog or ice fog, sky invisible, no appreciable change during the preceding hour.",Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,,,,,,,,less than 0.1,"12,3",,,,,,
19.10.2016 08:00,"12,0","651,5",,"0,1",99,Wind blowing from the south-southeast,1,,,,,,,,,,,,,,,"11,9",No precipitation,1,,,,
19.10.2016 07:00,"11,9","651,3",,"-0,2",97,Wind blowing from the west-southwest,2,,,,,,,,,,,,,,,"11,5",No precipitation,1,,,,
19.10.2016 06:00,"11,7","651,2",,"-0,5",99,Wind blowing from the south-east,1,,,,,,,,,,,,,,,"11,6",7,12,,,,
19.10.2016 05:00,"11,6","651,4",,"-0,6",100,Wind blowing from the south-east,1,,,,,,,,,,,,,,,"11,6","0,1",1,,,,
19.10.2016 04:00,"11,6","651,5",,"-0,9",100,Wind blowing from the south,1,,,,,,,,,,,,,,,"11,6",No precipitation,1,,,,
19.10.2016 03:00,"11,7","651,7",,"-1,1",100,Wind blowing from the south-southeast,1,,,,,,,,,,,,,,,"11,7",,,,,,
19.10.2016 02:00,"11,8","652,0",,"-0,9",100,Wind blowing from the south,1,,,,,,,,,,,,,,,"11,8",3,1,,,,
19.10.2016 01:00,"11,7","652,4",,,100,Wind blowing from the west-southwest,1,,,,,,,,,,,,,,,"11,7",2,1,,,,
19.10.2016 00:00,"11,8","652,8",,"-0,3",100,Wind blowing from the south,1,,,,,,,,,,,,,,,"11,8","0,2",6,,,,
18.10.2016 23:00,"11,8","652,9",,"0,0",100,Wind blowing from the south-southeast,2,,,,,,,,,,,,,,,"11,8",No precipitation,1,,,,
18.10.2016 21:00,"11,3","653,1",,"0,4",100,Wind blowing from the south-east,1,,,,,,,,,,,,,,,"11,3",,,,,,
18.10.2016 20:00,"12,0","652,9",,"0,2",100,Wind blowing from the south-southeast,1,,,,,,,,,,,,,,,"12,0",No precipitation,1,,,,
18.10.2016 19:00,"12,3","652,9",,"0,3",100,Wind blowing from the south-southeast,1,,,,,,,,,,,,,,,"12,3",No precipitation,1,,,,
