Local time in Castelo do Neiva,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
14.06.2017 05:00,"14,3","755,3","759,7","0,4",97,Wind blowing from the west-northwest,1,,,,,,,,,,,,,,,"13,8",No precipitation,1,,,,
14.06.2017 04:00,"15,2","754,9","759,1","-0,5",97,Wind blowing from the north,2,,,,,,,,,,,,,,,"14,8",No precipitation,1,,,,
14.06.2017 03:00,"14,6","754,9","759,3","-0,5",98,"Calm, no wind",0,,,,,,,,,,,,,,,"14,3",No precipitation,1,,,,
14.06.2017 02:00,"14,3","754,9","759,2","-0,6",97,Wind blowing from the north,2,,,,,,,,,,,,,,,"13,8",No precipitation,1,,,,
14.06.2017 01:00,"15,2","755,4","759,7","-0,1",96,Wind blowing from the north,1,,,,,,,,,,,,,,,"14,6",No precipitation,1,,,,
14.06.2017 00:00,"16,0","755,4","759,7","0,2",93,Wind blowing from the north,2,,,,,,,,,,,,,,,"14,8",No precipitation,1,,,,
13.06.2017 23:00,"15,5","755,5","759,7","0,6",95,Wind blowing from the north,1,,,,,,,,,,,,,,,"14,7",No precipitation,1,,,,
13.06.2017 22:00,"16,3","755,5","759,8","0,6",91,Wind blowing from the north,1,,5,,,,,,,,,,,,,"14,8",No precipitation,1,,,,
13.06.2017 21:00,"18,3","755,2","759,4","0,3",79,Wind blowing from the north,1,,,,,,,,,,,,,,,"14,5","0,2",12,,,,
13.06.2017 20:00,"18,7","754,9","759,1","0,0",82,"Calm, no wind",0,,,,,,,,,,,,,,,"15,6",No precipitation,1,,,,
13.06.2017 19:00,"21,3","754,9","759,1","0,1",69,Wind blowing from the north,2,,6,,,,,,,,,,,,,"15,4",No precipitation,1,,,,
13.06.2017 18:00,"24,7","754,9","759,0","0,1",56,Wind blowing from the north-northwest,4,6,8,,,,,,"30,6",,,,,,,"15,4",2,12,,,,
13.06.2017 17:00,"23,7","754,9","759,1","0,0",59,Wind blowing from the north,3,6,10,,,,,,,,,,,,,"15,3",No precipitation,1,,,,
13.06.2017 16:00,"22,1","754,8","758,9","0,6",68,Wind blowing from the north-northwest,4,8,8,,,,,,,,,,,,,"15,8",No precipitation,1,,,,
13.06.2017 15:00,"24,5","754,8","758,9","0,2",61,Wind blowing from the north-northwest,4,7,10,,,,,,,,,,,,,"16,5",No precipitation,1,,,,
13.06.2017 14:00,"23,1","754,9","759,1","0,0",63,Wind blowing from the north,4,8,8,,,,,,,,,,,,,"15,7",No precipitation,1,,,,
13.06.2017 13:00,"28,4","754,2","758,2","-0,6",52,Wind blowing from the south-east,3,6,,,,,,,,,,,,,,"17,5",No precipitation,1,,,,
13.06.2017 12:00,"28,6","754,6","758,7","-0,6",51,Wind blowing from the east,4,8,9,70 – 80%.,Clouds generally forming or developing.,Thunderstorm(s) with or without precipitation.,Shower(s).,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",70 – 80%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.",Cirrus spissatus cumulonimbogenitus.,"16,0","17,4",2,6,,,,
13.06.2017 11:00,"24,2","754,9","759,0","-2,7",68,Wind blowing from the south-east,4,8,11,,,,,,,,,,,,,"17,8",No precipitation,1,,,,
13.06.2017 10:00,"18,2","754,8","759,1","0,6",89,Wind blowing from the east,4,9,10,,,,,,,,,,,,,"16,4","0,2",1,,,,
13.06.2017 09:00,"17,6","755,2","759,5","-0,5",92,Wind blowing from the east,4,8,10,100%.,"Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation.",Thunderstorm(s) with or without precipitation.,Shower(s).,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",100%.,200-300,,,"9,0","16,2",,,,,,
13.06.2017 08:00,"16,7","757,6","761,9","3,6",96,Wind blowing from the north,1,,10,,,,,,,,,,,,,"16,1","0,9",1,,,,
13.06.2017 07:00,"17,0","754,2","758,4","1,1",97,Wind blowing from the south-east,4,,9,,,,,,,,,,,,,"16,5","0,4",1,,,,
13.06.2017 06:00,"17,1","755,7","760,0","2,5",93,Wind blowing from the north,1,,,,,,,"15,1",,,,,,,,"16,0","0,1",12,Surface of ground moist.,"14,0",,
13.06.2017 05:00,"16,8","754,0","758,2","0,5",93,Wind blowing from the north,4,11,13,,,,,,,,,,,,,"15,7",No precipitation,1,,,,
13.06.2017 04:00,"16,4","753,1","757,3","-0,6",95,Wind blowing from the north,1,,,,,,,,,,,,,,,"15,6",No precipitation,1,,,,
13.06.2017 03:00,"15,9","753,2","757,4","-0,8",95,"Calm, no wind",0,,,,,,,,,,,,,,,"15,1",No precipitation,1,,,,
13.06.2017 02:00,"16,2","753,5","757,8","-1,1",96,Wind blowing from the north,1,,,,,,,,,,,,,,,"15,6",No precipitation,1,,,,
13.06.2017 01:00,"15,7","753,7","758,0","-1,4",97,"Calm, no wind",0,,,,,,,,,,,,,,,"15,2",No precipitation,1,,,,
13.06.2017 00:00,"15,2","754,0","758,3","-1,0",97,"Calm, no wind",0,,,,,,,,,,,,,,,"14,7",No precipitation,1,,,,
12.06.2017 23:00,"15,7","754,6","758,9","-0,5",95,"Calm, no wind",0,,,,,,,,,,,,,,,"14,9",No precipitation,1,,,,
12.06.2017 22:00,"16,3","755,1","759,4","0,3",93,Wind blowing from the north,1,,,,,,,,,,,,,,,"15,1",No precipitation,1,,,,
12.06.2017 21:00,"17,0","755,0","759,3","0,3",89,Wind blowing from the north,2,,8,,,,,,,,,,,,,"15,2",No precipitation,12,,,,
12.06.2017 20:00,"17,5","755,1","759,4","0,2",88,Wind blowing from the north-northwest,4,8,8,,,,,,,,,,,,,"15,4",No precipitation,1,,,,
12.06.2017 19:00,"19,9","754,8","759,0","-0,5",77,Wind blowing from the north-west,3,6,9,,,,,,,,,,,,,"15,7",No precipitation,1,,,,
12.06.2017 18:00,"22,4","754,7","758,9","-1,1",67,Wind blowing from the north-northwest,4,7,8,,,,,,"25,1",,,,,,,"15,9",No precipitation,1,,,,
12.06.2017 17:00,"21,9","754,9","759,1","-1,4",70,Wind blowing from the north-northwest,4,7,8,,,,,,,,,,,,,"16,1",No precipitation,1,,,,
12.06.2017 16:00,"22,7","755,3","759,4","-1,4",66,Wind blowing from the north-northwest,4,8,8,,,,,,,,,,,,,"16,1",No precipitation,1,,,,
12.06.2017 15:00,"24,4","755,8","759,9","-1,2",64,Wind blowing from the north-northwest,4,6,8,,,,,,,,,,,,,"17,1",No precipitation,1,,,,
12.06.2017 14:00,"24,0","756,3","760,4","-1,0",62,Wind blowing from the north-west,4,6,8,,,,,,,,,,,,,"16,3",No precipitation,1,,,,
12.06.2017 13:00,"23,7","756,7","760,9","-0,6",63,Wind blowing from the north-northwest,4,7,7,,,,,,,,,,,,,"16,3",No precipitation,1,,,,
12.06.2017 12:00,"23,7","757,0","761,2","-0,4",63,Wind blowing from the north,3,6,7,"10% or less, but not 0",State of sky on the whole unchanged.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","16,0","16,1",No precipitation,1,,,,
12.06.2017 11:00,"23,2","757,3","761,5","-0,2",63,Wind blowing from the north-northwest,3,6,6,,,,,,,,,,,,,"15,8",No precipitation,1,,,,
12.06.2017 10:00,"22,4","757,3","761,5","-0,2",67,Wind blowing from the north,3,,5,,,,,,,,,,,,,"15,9",No precipitation,1,,,,
12.06.2017 09:00,"23,7","757,4","761,5","-0,2",61,Wind blowing from the north,1,,5,no clouds,State of sky on the whole unchanged.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,"16,0","15,7",,,,,,
12.06.2017 08:00,"20,2","757,5","761,8","0,2",70,Wind blowing from the north,3,6,6,,,,,,,,,,,,,"14,6",No precipitation,1,,,,
12.06.2017 07:00,"17,6","757,5","761,8","0,2",80,Wind blowing from the north,2,,5,,,,,,,,,,,,,"14,1",No precipitation,1,,,,
12.06.2017 06:00,"15,4","757,6","761,8","0,0",90,Wind blowing from the north,2,,,,,,,"14,3",,,,,,,,"13,8",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"11,0",,
12.06.2017 05:00,"14,9","757,3","761,5","-0,4",91,Wind blowing from the south-east,3,5,6,,,,,,,,,,,,,"13,5",No precipitation,1,,,,
12.06.2017 04:00,"14,7","757,3","761,6","-0,8",95,Wind blowing from the north,2,,5,,,,,,,,,,,,,"13,9",No precipitation,1,,,,
12.06.2017 03:00,"15,1","757,6","761,8","-0,9",96,"Calm, no wind",0,,,,,,,,,,,,,,,"14,4",No precipitation,1,,,,
12.06.2017 02:00,"15,5","757,7","762,0","-0,8",95,Wind blowing from the north,1,,,,,,,,,,,,,,,"14,7",No precipitation,1,,,,
12.06.2017 01:00,"14,7","758,1","762,4","-0,5",97,Wind blowing from the north,1,,,,,,,,,,,,,,,"14,2",No precipitation,1,,,,
12.06.2017 00:00,"15,0","758,5","762,8","-0,1",96,"Calm, no wind",0,,,,,,,,,,,,,,,"14,4",No precipitation,1,,,,
11.06.2017 23:00,"15,2","758,5","762,8","0,0",94,"Calm, no wind",0,,,,,,,,,,,,,,,"14,2",No precipitation,1,,,,
11.06.2017 22:00,"16,0","758,6","763,0","0,1",91,Wind blowing from the north,1,,,,,,,,,,,,,,,"14,6",No precipitation,1,,,,
11.06.2017 21:00,"17,0","758,6","762,9","0,1",88,Wind blowing from the north,2,,6,,,,,,,,,,,,,"15,0",No precipitation,12,,,,
11.06.2017 20:00,"17,5","758,5","762,7","-0,3",84,Wind blowing from the north,3,6,8,,,,,,,,,,,,,"14,8",No precipitation,1,,,,
11.06.2017 19:00,"19,4","758,5","762,8","-0,6",75,Wind blowing from the north-northwest,4,8,8,,,,,,,,,,,,,"14,9",No precipitation,1,,,,
11.06.2017 18:00,"21,8","758,5","762,7","-0,8",69,Wind blowing from the north-northwest,4,8,11,,,,,,"24,1",,,,,,,"15,8",No precipitation,1,,,,
11.06.2017 17:00,"21,6","758,8","763,0","-0,7",69,Wind blowing from the north-northwest,5,11,11,,,,,,,,,,,,,"15,6",No precipitation,1,,,,
11.06.2017 16:00,"22,6","759,1","763,3","-0,6",64,Wind blowing from the north-northwest,5,11,11,,,,,,,,,,,,,"15,4",No precipitation,1,,,,
11.06.2017 15:00,"23,6","759,3","763,5","-0,5",61,Wind blowing from the north-northwest,4,10,11,,,,,,,,,,,,,"15,6",No precipitation,1,,,,
11.06.2017 14:00,"23,4","759,5","763,7","-0,5",67,Wind blowing from the north-northwest,5,11,11,,,,,,,,,,,,,"16,8",No precipitation,1,,,,
11.06.2017 13:00,"22,9","759,7","763,9","-0,3",69,Wind blowing from the north-northwest,6,11,12,,,,,,,,,,,,,"16,9",No precipitation,1,,,,
11.06.2017 12:00,"22,6","759,8","764,0","-0,3",73,Wind blowing from the north-northwest,5,10,11,,,,,,,,,,,,,"17,5",No precipitation,1,,,,
11.06.2017 11:00,"21,6","760,0","764,2","0,0",75,Wind blowing from the north-northwest,4,10,10,,,,,,,,,,,,,"17,0",No precipitation,1,,,,
11.06.2017 10:00,"21,3","760,0","764,2","0,0",77,Wind blowing from the north-northwest,3,7,8,,,,,,,,,,,,,"17,0",No precipitation,1,,,,
11.06.2017 09:00,"22,8","760,1","764,3","0,4",68,Wind blowing from the north,2,,5,,,,,,,,,,,,,"16,5",No precipitation,1,,,,
11.06.2017 08:00,"20,3","760,0","764,2","0,6",78,Wind blowing from the north,1,,,,,,,,,,,,,,,"16,4",No precipitation,1,,,,
11.06.2017 07:00,"16,3","760,0","764,3","0,9",99,"Calm, no wind",0,,,,,,,,,,,,,,,"16,2",No precipitation,1,,,,
11.06.2017 06:00,"14,1","759,7","764,0","0,6",99,"Calm, no wind",0,,,,,,,"12,8",,,,,,,,"13,9",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"11,0",,
11.06.2017 05:00,"13,1","759,4","763,7","0,3",99,"Calm, no wind",0,,,,,,,,,,,,,,,"13,0",No precipitation,1,,,,
11.06.2017 04:00,"13,6","759,1","763,4","0,0",99,"Calm, no wind",0,,,,,,,,,,,,,,,"13,5",No precipitation,1,,,,
11.06.2017 03:00,"13,8","759,1","763,3","-0,2",99,"Calm, no wind",0,,,,,,,,,,,,,,,"13,7",No precipitation,1,,,,
11.06.2017 02:00,"14,0","759,1","763,3","-0,3",97,Wind blowing from the north,1,,,,,,,,,,,,,,,"13,6",No precipitation,1,,,,
11.06.2017 01:00,"14,4","759,1","763,4","-0,5",98,"Calm, no wind",0,,,,,,,,,,,,,,,"14,1",No precipitation,1,,,,
11.06.2017 00:00,"14,9","759,3","763,6","-0,1",98,"Calm, no wind",0,,,,,,,,,,,,,,,"14,6",No precipitation,1,,,,
10.06.2017 23:00,"15,2","759,4","763,7","0,2",96,"Calm, no wind",0,,,,,,,,,,,,,,,"14,5",No precipitation,1,,,,
10.06.2017 22:00,"16,4","759,6","763,9","0,5",89,Wind blowing from the north,1,,,,,,,,,,,,,,,"14,6",No precipitation,1,,,,
10.06.2017 21:00,"18,1","759,4","763,6","0,3",83,Wind blowing from the north,2,,7,,,,,,,,,,,,,"15,2",No precipitation,12,,,,
10.06.2017 20:00,"18,7","759,2","763,5","-0,1",80,Wind blowing from the north,2,6,7,,,,,,,,,,,,,"15,1",No precipitation,1,,,,
10.06.2017 19:00,"19,7","759,1","763,3","-0,4",76,Wind blowing from the north-northwest,3,7,10,,,,,,,,,,,,,"15,3",No precipitation,1,,,,
10.06.2017 18:00,"19,3","759,1","763,4","-0,9",76,Wind blowing from the north-northwest,4,8,9,,,,,,"22,7",,,,,,,"14,9",No precipitation,1,,,,
10.06.2017 17:00,"20,8","759,3","763,6","-0,7",73,Wind blowing from the north-northwest,4,8,9,,,,,,,,,,,,,"15,8",No precipitation,1,,,,
10.06.2017 16:00,"21,9","759,5","763,7","-0,8",69,Wind blowing from the north-west,4,7,8,,,,,,,,,,,,,"15,9",No precipitation,1,,,,
10.06.2017 15:00,"22,0","760,0","764,2","-0,3",69,Wind blowing from the north-northwest,5,9,9,,,,,,,,,,,,,"16,0",No precipitation,1,,,,
10.06.2017 14:00,"22,0","760,0","764,2","-0,4",70,Wind blowing from the north-northwest,5,9,9,,,,,,,,,,,,,"16,3",No precipitation,1,,,,
10.06.2017 13:00,"21,5","760,3","764,5","-0,1",70,Wind blowing from the north-northwest,5,8,8,,,,,,,,,,,,,"15,7",No precipitation,1,,,,
10.06.2017 12:00,"22,1","760,3","764,5","0,1",68,Wind blowing from the north-west,4,9,9,,,,,,,,,,,,,"15,9",No precipitation,1,,,,
10.06.2017 11:00,"22,3","760,4","764,6","0,4",68,Wind blowing from the north-northwest,3,6,7,,,,,,,,,,,,,"16,0",No precipitation,1,,,,
10.06.2017 10:00,"20,5","760,4","764,6","0,7",74,Wind blowing from the north-northwest,4,7,7,,,,,,,,,,,,,"15,6",No precipitation,1,,,,
10.06.2017 09:00,"20,2","760,2","764,4","0,5",76,Wind blowing from the north,2,,5,,,,,,,,,,,,,"15,9",No precipitation,1,,,,
10.06.2017 08:00,"18,6","760,0","764,2","0,3",81,Wind blowing from the north,1,,,,,,,,,,,,,,,"15,3",No precipitation,1,,,,
10.06.2017 07:00,"14,4","759,7","764,1","0,3",91,Wind blowing from the north,2,,,,,,,,,,,,,,,"12,9",No precipitation,1,,,,
10.06.2017 06:00,"12,3","759,7","764,1","0,1",98,Wind blowing from the south-southeast,2,,,,,,,"11,2",,,,,,,,"12,0",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"10,0",,
10.06.2017 05:00,"11,6","759,7","764,0","-0,1",97,Wind blowing from the north,1,,,,,,,,,,,,,,,"11,2",No precipitation,1,,,,
10.06.2017 04:00,"11,8","759,4","763,7","-0,6",96,Wind blowing from the north,2,,,,,,,,,,,,,,,"11,2",No precipitation,1,,,,
10.06.2017 03:00,"11,6","759,6","763,9","-0,7",96,Wind blowing from the north,2,,,,,,,,,,,,,,,"11,0",No precipitation,1,,,,
10.06.2017 02:00,"12,1","759,8","764,2","-0,5",95,Wind blowing from the north,2,,,,,,,,,,,,,,,"11,3",No precipitation,1,,,,
10.06.2017 01:00,"12,5","760,0","764,4","-0,4",93,Wind blowing from the south-southeast,2,,,,,,,,,,,,,,,"11,4",No precipitation,1,,,,
10.06.2017 00:00,"13,3","760,3","764,6","0,0",91,"Calm, no wind",0,,,,,,,,,,,,,,,"11,9",No precipitation,1,,,,
09.06.2017 23:00,"13,6","760,3","764,6","0,3",89,"Calm, no wind",0,,,,,,,,,,,,,,,"11,8",No precipitation,1,,,,
09.06.2017 22:00,"14,2","760,4","764,7","0,4",88,"Calm, no wind",0,,,,,,,,,,,,,,,"12,3",No precipitation,1,,,,
09.06.2017 21:00,"15,0","760,3","764,6","0,4",83,Wind blowing from the north,1,,,,,,,,,,,,,,,"12,2",No precipitation,12,,,,
09.06.2017 20:00,"16,7","760,0","764,3","0,1",76,Wind blowing from the north,1,,,,,,,,,,,,,,,"12,5",No precipitation,1,,,,
09.06.2017 19:00,"18,5","760,0","764,2","-0,2",77,Wind blowing from the north,2,,5,,,,,,,,,,,,,"14,3",No precipitation,1,,,,
09.06.2017 18:00,"19,3","759,9","764,2","-0,2",73,Wind blowing from the north,3,,6,50%.,Clouds generally dissolving or becoming less developed.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,"21,6","No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10% or less, but not 0",1500-2000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","16,0","14,3",Trace of precipitation,12,,,,
09.06.2017 17:00,"20,1","759,9","764,2","-0,3",73,Wind blowing from the north,3,5,6,,,,,,,,,,,,,"15,0",No precipitation,1,,,,
09.06.2017 16:00,"19,9","760,2","764,4","-0,1",74,Wind blowing from the north-west,4,6,6,,,,,,,,,,,,,"15,2",No precipitation,1,,,,
09.06.2017 15:00,"20,9","760,1","764,3","-0,1",66,Wind blowing from the north,3,5,6,60%.,Clouds generally dissolving or becoming less developed.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10% or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","18,0","14,3",No precipitation,1,,,,
09.06.2017 14:00,"20,9","760,2","764,4","0,2",73,Wind blowing from the north-west,3,6,7,,,,,,,,,,,,,"15,8",No precipitation,1,,,,
09.06.2017 13:00,"20,5","760,3","764,5","0,6",74,Wind blowing from the north-west,3,5,6,,,,,,,,,,,,,"15,7",No precipitation,1,,,,
09.06.2017 12:00,"20,3","760,2","764,4","0,6",76,Wind blowing from the north,3,,5,70 – 80%.,State of sky on the whole unchanged.,Drizzle.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10% or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","14,0","15,9",Trace of precipitation,6,,,,
09.06.2017 11:00,"20,0","760,0","764,3","0,7",78,Wind blowing from the north-west,3,,5,,,,,,,,,,,,,"16,0",No precipitation,1,,,,
09.06.2017 10:00,"19,5","759,7","763,9","0,9",82,Wind blowing from the north,2,,,,,,,,,,,,,,,"16,3",No precipitation,1,,,,
09.06.2017 09:00,"17,8","759,6","763,9","1,1",92,Wind blowing from the north,2,,,70 – 80%.,Mist.,Drizzle.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",70 – 80%.,100-200,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","2,6","16,5",,,,,,
09.06.2017 08:00,"17,5","759,3","763,6","1,1",95,Wind blowing from the north,1,,,,,,,,,,,,,,,"16,6",No precipitation,1,,,,
09.06.2017 07:00,"17,1","758,8","763,0","0,8",96,"Calm, no wind",0,,,,,,,,,,,,,,,"16,4",No precipitation,1,,,,
09.06.2017 06:00,"16,2","758,5","762,8","0,4",97,Wind blowing from the north,1,,,,,,,"15,1",,,,,,,,"15,7",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"14,0",,
09.06.2017 05:00,"15,7","758,2","762,5","0,2",97,Wind blowing from the north,1,,,,,,,,,,,,,,,"15,2",No precipitation,1,,,,
09.06.2017 04:00,"16,3","758,0","762,3","-0,2",96,"Calm, no wind",0,,,,,,,,,,,,,,,"15,7",No precipitation,1,,,,
09.06.2017 03:00,"16,2","758,1","762,4","-0,3",97,"Calm, no wind",0,,,,,,,,,,,,,,,"15,7",No precipitation,1,,,,
09.06.2017 02:00,"16,0","758,0","762,3","-0,6",97,Wind blowing from the north,1,,,,,,,,,,,,,,,"15,6",No precipitation,1,,,,
09.06.2017 01:00,"15,7","758,2","762,4","-0,4",98,Wind blowing from the north,1,,,,,,,,,,,,,,,"15,4",No precipitation,1,,,,
09.06.2017 00:00,"15,4","758,4","762,7","0,0",97,Wind blowing from the north,1,,,,,,,,,,,,,,,"15,0",No precipitation,1,,,,
08.06.2017 23:00,"16,0","758,6","762,9","0,7",96,Wind blowing from the north,1,,,,,,,,,,,,,,,"15,3",No precipitation,1,,,,
08.06.2017 22:00,"17,0","758,6","762,9","1,0",94,Wind blowing from the north,1,,,,,,,,,,,,,,,"16,0",No precipitation,1,,,,
08.06.2017 21:00,"16,8","758,4","762,7","1,1",94,Wind blowing from the north,2,,6,,,,,,,,,,,,,"15,8",No precipitation,12,,,,
08.06.2017 20:00,"16,7","757,9","762,2","0,6",93,Wind blowing from the north,2,,7,,,,,,,,,,,,,"15,5",No precipitation,1,,,,
08.06.2017 19:00,"17,2","757,6","761,8","0,0",90,Wind blowing from the north,3,5,8,,,,,,,,,,,,,"15,6",No precipitation,1,,,,
08.06.2017 18:00,"17,8","757,3","761,5","0,0",88,Wind blowing from the west-northwest,4,7,8,"90 or more, but not 100%",Clouds generally dissolving or becoming less developed.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,"21,8",Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","14,0","15,8",No precipitation,1,,,,
08.06.2017 17:00,"17,8","757,3","761,6","0,1",87,Wind blowing from the north-northwest,4,9,10,,,,,,,,,,,,,"15,6",No precipitation,1,,,,
08.06.2017 16:00,"18,6","757,6","761,8","0,4",79,Wind blowing from the north-northwest,4,9,9,,,,,,,,,,,,,"14,9",No precipitation,1,,,,
08.06.2017 15:00,"17,7","757,3","761,6","0,0",82,Wind blowing from the west-northwest,4,8,9,100%.,Clouds generally forming or developing.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10% or less, but not 0","2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","15,0","14,6",No precipitation,1,,,,
08.06.2017 14:00,"19,9","757,2","761,4","-0,3",74,Wind blowing from the west-northwest,3,6,7,"90 or more, but not 100%",State of sky on the whole unchanged.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.","15,0","15,0",No precipitation,1,,,,
08.06.2017 13:00,"20,5","757,2","761,4","0,2",70,Wind blowing from the north-northwest,3,6,8,,,,,,,,,,,,,"14,7",No precipitation,1,,,,
08.06.2017 12:00,"21,3","757,3","761,5","0,3",68,Wind blowing from the north,3,8,9,"90 or more, but not 100%",State of sky on the whole unchanged.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10% or less, but not 0","2500 or more, or no clouds.",Altocumulus translucidus at a single level.,Cirrostratus covering the whole sky.,"15,0","15,2",No precipitation,1,,,,
08.06.2017 11:00,"20,1","757,5","761,7","0,6",73,Wind blowing from the north-northwest,5,9,10,,,,,,,,,,,,,"15,0",No precipitation,1,,,,
08.06.2017 10:00,"19,1","757,0","761,3","0,4",73,Wind blowing from the north-northwest,4,7,7,,,,,,,,,,,,,"14,2",No precipitation,1,,,,
08.06.2017 09:00,"19,3","757,0","761,3","0,5",68,Wind blowing from the north,3,,10,"90 or more, but not 100%",State of sky on the whole unchanged.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10% or less, but not 0",600-1000,Altocumulus translucidus at a single level.,Cirrostratus not progressively invading the sky and not entirely covering it.,"14,0","13,3",,,,,,
08.06.2017 08:00,"17,0","756,9","761,1","0,7",76,Wind blowing from the north-northwest,3,8,8,,,,,,,,,,,,,"12,8",No precipitation,1,,,,
08.06.2017 07:00,"13,6","756,6","760,9","0,2",86,Wind blowing from the north,1,,,,,,,,,,,,,,,"11,3",No precipitation,1,,,,
08.06.2017 06:00,"11,6","756,5","760,9","-0,4",90,Wind blowing from the north,1,,,,,,,"10,5",,,,,,,,"10,0",,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,"10,0",,
08.06.2017 05:00,"10,8","756,2","760,6","-0,8",94,Wind blowing from the north,1,,,,,,,,,,,,,,,"9,8",No precipitation,1,,,,
08.06.2017 04:00,"11,2","756,4","760,7","-0,9",89,Wind blowing from the north,1,,,,,,,,,,,,,,,"9,5",No precipitation,1,,,,
08.06.2017 03:00,"11,7","756,9","761,2","-1,1",89,Wind blowing from the north,1,,,,,,,,,,,,,,,"9,9",No precipitation,1,,,,
08.06.2017 02:00,"13,3","757,0","761,4","-1,3",80,Wind blowing from the north,2,,5,,,,,,,,,,,,,"9,9",No precipitation,1,,,,
08.06.2017 01:00,"12,2","757,3","761,7","-1,2",84,Wind blowing from the north,1,,,,,,,,,,,,,,,"9,6",No precipitation,1,,,,
08.06.2017 00:00,"11,8","758,0","762,4","-0,3",89,Wind blowing from the north,1,,,,,,,,,,,,,,,"10,1",No precipitation,1,,,,
07.06.2017 23:00,"12,8","758,3","762,7","0,0",86,"Calm, no wind",0,,,,,,,,,,,,,,,"10,5",No precipitation,1,,,,
07.06.2017 22:00,"13,3","758,5","762,8","0,3",82,Wind blowing from the north,1,,,,,,,,,,,,,,,"10,3",No precipitation,1,,,,
07.06.2017 21:00,"14,5","758,3","762,7","-0,2",74,Wind blowing from the north,1,,,,,,,,,,,,,,,"9,9",No precipitation,12,,,,
