Local time in Lisbon,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
31.01.2016 15:00,"15,0","767,0","776,5","-2,0",84,Wind blowing from the north,3,,,,,,,,,,,,,,,"12,3",No precipitation,1,,,,
31.01.2016 14:00,"15,4","767,5","777,0","-1,7",80,Wind blowing from the north,3,,,,,,,,,,,,,,,"12,0",No precipitation,1,,,,
31.01.2016 13:00,"15,1","768,3","777,8","-0,7",82,Wind blowing from the north,4,,,,,,,,,,,,,,,"12,0",No precipitation,1,,,,
31.01.2016 12:00,"15,2","769,0","778,5","0,2",81,Wind blowing from the north,4,,,,,,,,,,,,,,,"12,0",No precipitation,6,,,,
31.01.2016 11:00,"14,5","769,2","778,7","0,5",83,Wind blowing from the north,4,,,,,,,,,,,,,,,"11,7",No precipitation,1,,,,
31.01.2016 10:00,"15,0","769,0","778,5","0,8",79,Wind blowing from the north-northeast,4,,,,,,,,,,,,,,,"11,3",No precipitation,1,,,,
31.01.2016 09:00,"13,7","768,8","778,3","0,8",81,Wind blowing from the north,3,,,,,,,,,,,,,,,"10,4",No precipitation,1,,,,
31.01.2016 08:00,"12,4","768,7","778,2","0,7",84,Wind blowing from the north-northeast,1,,,,,,,,,,,,,,,"9,8",No precipitation,1,,,,
31.01.2016 07:00,"12,0","768,2","777,7","0,0",83,Wind blowing from the north,1,,,,,,,,,,,,,,,"9,2",No precipitation,1,,,,
31.01.2016 06:00,"12,1","768,0","777,6","-0,7",83,Wind blowing from the north,2,,,,,,,,,,,,,,,"9,3",No precipitation,12,,,,
31.01.2016 05:00,"12,2","768,0","777,6","-0,9",82,Wind blowing from the north-northwest,2,,,,,,,,,,,,,,,"9,1",No precipitation,1,,,,
31.01.2016 04:00,"12,3","768,2","777,8","-0,9",83,Wind blowing from the north-west,2,,,,,,,,,,,,,,,"9,5",No precipitation,1,,,,
31.01.2016 03:00,"12,3","768,7","778,2","-0,2",84,Wind blowing from the north,1,,,,,,,,,,,,,,,"9,6",No precipitation,1,,,,
31.01.2016 02:00,"12,4","768,9","778,5","-0,1",82,Wind blowing from the north-northwest,1,,,,,,,,,,,,,,,"9,4",No precipitation,1,,,,
31.01.2016 01:00,"12,5","769,1","778,7","-0,2",78,Wind blowing from the north-northwest,2,,,,,,,,,,,,,,,"8,7",No precipitation,1,,,,
31.01.2016 00:00,"12,8","768,9","778,5","-0,5",73,Wind blowing from the north-northwest,3,,,,,,,,,,,,,,,"8,1",No precipitation,6,,,,
30.01.2016 23:00,"12,6","769,0","778,6","-0,1",72,Wind blowing from the north,3,,,,,,,,,,,,,,,"7,7",No precipitation,1,,,,
30.01.2016 22:00,"12,5","769,3","778,9","0,0",76,Wind blowing from the north-northwest,3,,,,,,,,,,,,,,,"8,3",No precipitation,1,,,,
30.01.2016 21:00,"12,4","769,4","779,0","0,5",78,Wind blowing from the north-northwest,2,,,,,,,,,,,,,,,"8,6",No precipitation,12,,,,
30.01.2016 20:00,"12,5","769,1","778,7","0,7",74,Wind blowing from the north,2,,,,,,,,,,,,,,,"8,0",No precipitation,1,,,,
30.01.2016 19:00,"12,6","769,3","778,8","1,0",72,Wind blowing from the north,2,,,,,,,,,,,,,,,"7,7",No precipitation,1,,,,
30.01.2016 18:00,"12,9","768,9","778,4","0,8",69,Wind blowing from the north,3,,,,,,,,,,,,,,,"7,2",No precipitation,12,,,,
30.01.2016 17:00,"13,1","768,4","778,0","-0,1",71,Wind blowing from the north,3,,,,,,,,,,,,,,,"8,0",No precipitation,1,,,,
30.01.2016 16:00,"13,4","768,3","777,8","-0,5",69,Wind blowing from the north,4,,,,,,,,,,,,,,,"7,7",No precipitation,1,,,,
30.01.2016 15:00,"13,9","768,1","777,6","-1,2",64,Wind blowing from the north-northwest,4,,,,,,,,,,,,,,,"7,2",No precipitation,1,,,,
30.01.2016 14:00,"13,9","768,5","778,0","-0,8",69,Wind blowing from the north,5,,,,,,,,,,,,,,,"8,2",No precipitation,1,,,,
30.01.2016 13:00,"14,4","768,8","778,3","-0,5",65,Wind blowing from the north-northwest,3,,,,,,,,,,,,,,,"7,8",No precipitation,1,,,,
30.01.2016 12:00,"14,1","769,3","778,7","0,7",70,Wind blowing from the north,3,,,,,,,,,,,,,,,"8,7",No precipitation,6,,,,
30.01.2016 11:00,"13,0","769,3","778,8","1,8",78,Wind blowing from the north,4,,,,,,,,,,,,,,,"9,3",No precipitation,1,,,,
30.01.2016 10:00,"12,6","769,3","778,9","2,3",80,Wind blowing from the north,3,,,,,,,,,,,,,,,"9,3",No precipitation,1,,,,
30.01.2016 09:00,"10,7","768,6","778,2","1,7",94,Wind blowing from the north-northeast,1,,,,,,,,,,,,,,,"9,7",No precipitation,1,,,,
30.01.2016 08:00,"10,0","767,5","777,2","0,7",99,Wind blowing from the north-northeast,1,,,,,,,,,,,,,,,"9,8",No precipitation,1,,,,
30.01.2016 07:00,"9,9","767,0","776,6","0,6",97,Wind blowing from the north-northeast,2,,,,,,,,,,,,,,,"9,5",No precipitation,1,,,,
30.01.2016 06:00,"10,7","766,9","776,5","0,5",89,Wind blowing from the north,3,,,,,,,,,,,,,,,"9,0",No precipitation,12,,,,
30.01.2016 05:00,"10,3","766,8","776,4","0,2",92,Wind blowing from the north,3,,,,,,,,,,,,,,,"9,0",No precipitation,1,,,,
30.01.2016 04:00,"9,7","766,4","776,1","-0,5",95,Wind blowing from the north-northeast,2,,,,,,,,,,,,,,,"8,9",No precipitation,1,,,,
30.01.2016 03:00,"10,6","766,4","776,0","-0,5",91,Wind blowing from the north,4,,,,,,,,,,,,,,,"9,1",No precipitation,1,,,,
30.01.2016 02:00,"10,9","766,6","776,2","-0,3",86,Wind blowing from the north,4,,,,,,,,,,,,,,,"8,7",No precipitation,1,,,,
30.01.2016 01:00,"10,6","766,9","776,5","0,3",89,Wind blowing from the north-northwest,4,,,,,,,,,,,,,,,"8,8",No precipitation,1,,,,
30.01.2016 00:00,"10,7","766,9","776,5","0,6",89,Wind blowing from the north,2,,,,,,,,,,,,,,,"8,9",No precipitation,6,,,,
29.01.2016 23:00,"10,8","766,9","776,5","0,8",91,Wind blowing from the north,1,,,,,,,,,,,,,,,"9,3",No precipitation,1,,,,
29.01.2016 22:00,"11,3","766,6","776,1","0,9",90,Wind blowing from the north,4,,,,,,,,,,,,,,,"9,7",No precipitation,1,,,,
29.01.2016 21:00,"11,3","766,3","775,9","1,2",89,Wind blowing from the north,5,,,,,,,,,,,,,,,"9,5",No precipitation,12,,,,
29.01.2016 20:00,"11,3","766,1","775,7","1,3",90,Wind blowing from the north,4,,,,,,,,,,,,,,,"9,7",No precipitation,1,,,,
29.01.2016 19:00,"11,8","765,7","775,2","1,1",89,Wind blowing from the north,5,,,,,,,,,,,,,,,"10,1",No precipitation,1,,,,
29.01.2016 18:00,"13,0","765,1","774,7","0,6",82,Wind blowing from the north,4,,,,,,,,,,,,,,,"9,9",No precipitation,12,,,,
29.01.2016 17:00,"14,6","764,8","774,2","-0,1",69,Wind blowing from the north,3,,,,,,,,,,,,,,,"9,0",No precipitation,1,,,,
29.01.2016 16:00,"15,1","764,6","774,1","-0,8",64,Wind blowing from the north-northeast,3,,,,,,,,,,,,,,,"8,4",No precipitation,1,,,,
29.01.2016 15:00,"15,3","764,5","773,9","-1,4",61,Wind blowing from the north-east,3,,,,,,,,,,,,,,,"7,8",No precipitation,1,,,,
29.01.2016 14:00,"14,4","764,9","774,4","-1,1",62,Wind blowing from the north,3,,,,,,,,,,,,,,,"7,1",No precipitation,1,,,,
29.01.2016 13:00,"14,6","765,4","774,9","-0,4",61,Wind blowing from the north-northeast,3,,,"10% or less, but not 0",State of sky on the whole unchanged.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,Stratocumulus cumulogenitus.,"10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","15,0","7,1",No precipitation,1,,,,
29.01.2016 12:00,"14,3","765,9","775,3","0,2",68,Wind blowing from the east,4,,,"10% or less, but not 0",State of sky on the whole unchanged.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.","10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.","15,0","8,4",No precipitation,6,,,,
29.01.2016 11:00,"13,7","766,0","775,5","0,6",76,Wind blowing from the east-northeast,3,,,,,,,,,,,,,,,"9,5",No precipitation,1,,,,
29.01.2016 10:00,"12,1","765,8","775,3","0,5",77,Wind blowing from the north-northeast,4,,,,,,,,,,,,,,,"8,1",No precipitation,1,,,,
29.01.2016 09:00,"10,9","765,7","775,3","0,6",92,Wind blowing from the north,3,,,"10% or less, but not 0",State of sky on the whole unchanged.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10% or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","15,0","9,7",,,,,,
29.01.2016 08:00,"10,2","765,4","775,0","0,6",96,Wind blowing from the north,4,,,,,,,,,,,,,,,"9,6",No precipitation,1,,,,
29.01.2016 07:00,"10,1","765,3","774,9","0,5",99,Wind blowing from the north-northwest,4,,,,,,,,,,,,,,,"9,9",No precipitation,1,,,,
29.01.2016 06:00,"10,5","765,1","774,7","0,0",96,Wind blowing from the north,4,,,,,,,,,,,,,,,"9,9",No precipitation,12,,,,
29.01.2016 05:00,"10,5","764,8","774,4","-0,6",94,Wind blowing from the north,4,,,,,,,,,,,,,,,"9,5",No precipitation,1,,,,
29.01.2016 04:00,"11,0","764,8","774,4","-0,7",91,Wind blowing from the north,5,,,,,,,,,,,,,,,"9,5",No precipitation,1,,,,
29.01.2016 03:00,"11,2","765,1","774,7","-0,7",91,Wind blowing from the north,4,,,,,,,,,,,,,,,"9,7",No precipitation,1,,,,
29.01.2016 02:00,"11,6","765,4","774,9","-0,3",88,Wind blowing from the north,4,,,,,,,,,,,,,,,"9,6",No precipitation,1,,,,
29.01.2016 01:00,"11,6","765,5","775,0","-0,2",89,Wind blowing from the north,4,,,,,,,,,,,,,,,"9,8",No precipitation,1,,,,
29.01.2016 00:00,"11,8","765,8","775,3","0,1",87,Wind blowing from the north,3,,,,,,,,,,,,,,,"9,7",No precipitation,6,,,,
28.01.2016 23:00,"12,1","765,7","775,3","0,2",87,Wind blowing from the north-northwest,4,,,,,,,,,,,,,,,"10,0",No precipitation,1,,,,
28.01.2016 22:00,"11,8","765,7","775,3","0,6",87,Wind blowing from the north-northwest,3,,,,,,,,,,,,,,,"9,6",No precipitation,1,,,,
28.01.2016 21:00,"11,8","765,7","775,2","1,4",85,Wind blowing from the north,2,,,,,,,,,,,,,,,"9,3",No precipitation,12,,,,
28.01.2016 20:00,"11,7","765,5","775,0","1,8",87,Wind blowing from the north,3,,,,,,,,,,,,,,,"9,6",No precipitation,1,,,,
28.01.2016 19:00,"12,3","765,1","774,7","1,6",90,Wind blowing from the north,3,,,,,,,,,,,,,,,"10,7",No precipitation,1,,,,
28.01.2016 18:00,"12,5","764,3","773,8","0,8",86,Wind blowing from the north,3,,,,,,,,,,,,,,,"10,2",8,12,,,,
28.01.2016 17:00,"13,3","763,7","773,2","0,2",79,Wind blowing from the north,5,,,,,,,,,,,,,,,"9,7",No precipitation,1,,,,
28.01.2016 16:00,"14,6","763,5","772,9","-0,4",74,Wind blowing from the north,6,,,,,,,,,,,,,,,"9,9",No precipitation,1,,,,
28.01.2016 15:00,"14,6","763,5","772,9","-0,4",79,Wind blowing from the north,4,,,,,,,,,,,,,,,"11,0",No precipitation,1,,,,
28.01.2016 14:00,"15,0","763,5","772,9","-0,4",99,Wind blowing from the north-northeast,1,,,60%.,"Precipitation within sight, reaching the ground or the surface of the sea, near to, but not at the station.",Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,300-600,Altocumulus cumulogenitus (or cumulonimbogenitus).,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","15,0","14,9",No precipitation,1,,,,
28.01.2016 13:00,"14,3","763,9","773,3","0,4",100,Wind blowing from the east-northeast,2,,,,,,,,,,,,,,,"14,3",No precipitation,1,,,,
28.01.2016 12:00,"14,6","763,9","773,4","1,0",94,Wind blowing from the east,2,,,60%.,State of sky on the whole unchanged.,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,100-200,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","15,0","13,7",8,6,,,,
28.01.2016 11:00,"13,9","763,9","773,4","1,8",99,Wind blowing from the east,1,,,,,,,,,,,,,,,"13,7",No precipitation,1,,,,
28.01.2016 10:00,"12,3","763,5","773,0","2,0",100,Wind blowing from the east,1,,,,,,,,,,,,,,,"12,3",No precipitation,1,,,,
28.01.2016 09:00,"11,9","762,9","772,4","1,7",,Wind blowing from the north-east,2,,,"90 or more, but not 100%",Mist.,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",60%.,Less than 50,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","8,0",,,,,,,
28.01.2016 08:00,"11,8","762,1","771,7","1,2",100,Wind blowing from the north,1,,,,,,,,,,,,,,,"11,8",4,1,,,,
28.01.2016 07:00,"12,6","761,5","771,1","0,4",100,Wind blowing from the south-southwest,3,,,,,,,,,,,,,,,"12,6",3,1,,,,
28.01.2016 06:00,"12,4","761,2","770,7","0,0",100,Wind blowing from the south-west,2,,,,,,,,,,,,,,,"12,4",5,12,,,,
28.01.2016 05:00,"12,4","760,9","770,4","-0,8",,Wind blowing from the south,2,,,,,,,,,,,,,,,,No precipitation,1,,,,
28.01.2016 04:00,"12,6","761,1","770,5","-0,7",100,Wind blowing from the south-east,1,,,,,,,,,,,,,,,"12,6",No precipitation,1,,,,
28.01.2016 03:00,"12,7","761,2","770,7","-0,9",,Wind blowing from the south,2,,,,,,,,,,,,,,,,No precipitation,1,,,,
28.01.2016 02:00,"12,5","761,7","771,1","-0,7",100,Wind blowing from the south-southwest,2,,,,,,,,,,,,,,,"12,5",No precipitation,1,,,,
28.01.2016 01:00,"12,3","761,8","771,3","-0,6",100,Wind blowing from the south,2,,,,,,,,,,,,,,,"12,3","0,2",1,,,,
28.01.2016 00:00,"12,7","762,1","771,6","-0,3",100,Wind blowing from the south-southeast,2,,,,,,,,,,,,,,,"12,7",No precipitation,6,,,,
27.01.2016 23:00,"12,7","762,4","771,8","0,0",100,Wind blowing from the south,2,,,,,,,,,,,,,,,"12,7",No precipitation,1,,,,
27.01.2016 22:00,"12,9","762,4","771,9","0,2",98,Wind blowing from the south,3,,,,,,,,,,,,,,,"12,6",No precipitation,1,,,,
27.01.2016 21:00,"12,9","762,4","771,8","0,4",94,Wind blowing from the south,2,,,,,,,,,,,,,,,"11,9",No precipitation,12,,,,
27.01.2016 20:00,"12,8","762,4","771,8","0,6",94,Wind blowing from the south,2,,,,,,,,,,,,,,,"11,8",No precipitation,1,,,,
27.01.2016 19:00,"13,1","762,2","771,7","0,3",90,Wind blowing from the south-southwest,2,,,,,,,,,,,,,,,"11,5",No precipitation,1,,,,
27.01.2016 18:00,"13,5","762,0","771,4","-0,1",86,Wind blowing from the south-west,3,,,,,,,,,,,,,,,"11,1",No precipitation,12,,,,
27.01.2016 17:00,"14,0","761,8","771,3","-0,6",80,Wind blowing from the south-west,3,,,,,,,,,,,,,,,"10,5",No precipitation,1,,,,
27.01.2016 16:00,"14,9","761,9","771,3","-1,4",71,Wind blowing from the west-southwest,3,,,,,,,,,,,,,,,"9,6",No precipitation,1,,,,
27.01.2016 15:00,"14,9","762,1","771,5","-1,5",70,Wind blowing from the south-west,3,,,,,,,,,,,,,,,"9,5",No precipitation,1,,,,
27.01.2016 14:00,"14,4","762,4","771,9","-1,5",80,Wind blowing from the east-northeast,2,,,70 – 80%.,State of sky on the whole unchanged.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10% or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.",Cirrostratus not progressively invading the sky and not entirely covering it.,"15,0","11,0",No precipitation,1,,,,
27.01.2016 13:00,"13,5","763,3","772,7","-0,6",82,Wind blowing from the east,2,,,,,,,,,,,,,,,"10,4",No precipitation,1,,,,
27.01.2016 12:00,"14,7","763,6","773,1","-0,1",75,Wind blowing from the east-southeast,2,,,70 – 80%.,State of sky on the whole unchanged.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,200-300,"No Altocumulus, Altostratus or Nimbostratus.",Cirrostratus not progressively invading the sky and not entirely covering it.,"15,0","10,2",No precipitation,6,,,,
27.01.2016 11:00,"12,6","763,9","773,5","0,4",86,Wind blowing from the east,1,,,,,,,,,,,,,,,"10,3",No precipitation,1,,,,
27.01.2016 10:00,"10,6","763,9","773,5","0,6",100,Wind blowing from the east,1,,,,,,,,,,,,,,,"10,6",No precipitation,1,,,,
27.01.2016 09:00,"9,4","763,7","773,3","0,6",100,Wind blowing from the east-northeast,2,,,100%.,Mist.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",100%.,50-100,,,"8,0","9,4",,,,,,
27.01.2016 08:00,"9,0","763,5","773,1","0,2",100,Wind blowing from the north-east,2,,,,,,,,,,,,,,,"9,0",No precipitation,1,,,,
27.01.2016 07:00,"9,1","763,3","772,9","-0,3",,Wind blowing from the north-east,2,,,,,,,,,,,,,,,,No precipitation,1,,,,
27.01.2016 06:00,"9,6","763,1","772,7","-0,5",100,Wind blowing from the south-east,1,,,,,,,,,,,,,,,"9,6",No precipitation,12,,,,
27.01.2016 05:00,"9,6","763,3","772,9","-0,5",100,Wind blowing from the north-west,1,,,,,,,,,,,,,,,"9,6",No precipitation,1,,,,
27.01.2016 04:00,"9,2","763,6","773,2","-0,6",100,Wind blowing from the west,1,,,,,,,,,,,,,,,"9,2",No precipitation,1,,,,
27.01.2016 03:00,"9,9","763,6","773,2","-0,8",100,Wind blowing from the south-west,1,,,,,,,,,,,,,,,"9,9",No precipitation,1,,,,
27.01.2016 02:00,"10,7","763,8","773,4","-0,7",95,Wind blowing from the south,1,,,,,,,,,,,,,,,"10,0",No precipitation,1,,,,
27.01.2016 01:00,"10,8","764,2","773,8","-0,3",94,"Calm, no wind",0,,,,,,,,,,,,,,,"9,8",No precipitation,1,,,,
27.01.2016 00:00,"10,8","764,4","774,0","-0,1",93,Wind blowing from the west-northwest,1,,,,,,,,,,,,,,,"9,7",No precipitation,6,,,,
26.01.2016 23:00,"10,4","764,5","774,1","0,0",95,Wind blowing from the east,1,,,,,,,,,,,,,,,"9,7",No precipitation,1,,,,
26.01.2016 22:00,"11,0","764,5","774,1","0,0",91,Wind blowing from the north-west,2,,,,,,,,,,,,,,,"9,6",No precipitation,1,,,,
26.01.2016 21:00,"11,3","764,5","774,1","0,0",89,Wind blowing from the west-northwest,2,,,,,,,,,,,,,,,"9,6",No precipitation,12,,,,
26.01.2016 20:00,"11,4","764,5","774,1","0,3",91,Wind blowing from the north-west,2,,,,,,,,,,,,,,,"9,9",No precipitation,1,,,,
26.01.2016 19:00,"11,9","764,5","774,0","0,3",86,Wind blowing from the north-west,2,,,,,,,,,,,,,,,"9,6",No precipitation,1,,,,
26.01.2016 18:00,"12,9","764,5","774,0","0,2",77,Wind blowing from the north-west,3,,,,,,,,,,,,,,,"9,0",No precipitation,12,,,,
26.01.2016 17:00,"14,6","764,2","773,7","-0,5",65,Wind blowing from the north-northwest,2,,,,,,,,,,,,,,,"8,0",No precipitation,1,,,,
26.01.2016 16:00,"14,9","764,2","773,6","-1,1",64,Wind blowing from the north-northwest,2,,,,,,,,,,,,,,,"8,0",No precipitation,1,,,,
26.01.2016 15:00,"15,6","764,3","773,7","-1,5",60,Wind blowing from the north,2,,,,,,,,,,,,,,,"7,9",No precipitation,1,,,,
26.01.2016 14:00,"14,7","764,7","774,1","-1,3",61,Wind blowing from the north-northwest,2,,,40%.,State of sky on the whole unchanged.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,Stratocumulus cumulogenitus.,"10% or less, but not 0",600-1000,Altocumulus cumulogenitus (or cumulonimbogenitus).,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","15,0","7,2",No precipitation,1,,,,
26.01.2016 13:00,"14,7","765,3","774,7","-0,3",61,Wind blowing from the west-northwest,2,,,,,,,,,,,,,,,"7,3",No precipitation,1,,,,
26.01.2016 12:00,"14,1","765,8","775,3","0,3",72,Wind blowing from the north,2,,,60%.,State of sky on the whole unchanged.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","15,0","9,0",No precipitation,6,,,,
26.01.2016 11:00,"14,3","766,0","775,5","0,9",83,Wind blowing from the north-west,2,,,,,,,,,,,,,,,"11,4",No precipitation,1,,,,
26.01.2016 10:00,"13,2","765,6","775,1","0,8",93,Wind blowing from the north,2,,,,,,,,,,,,,,,"12,0",No precipitation,1,,,,
26.01.2016 09:00,"10,9","765,5","775,1","0,9",,Wind blowing from the west-northwest,2,,,70 – 80%.,Clouds generally forming or developing.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10% or less, but not 0",100-200,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.","15,0",,,,,,,
26.01.2016 08:00,"9,9","765,1","774,7","0,4",100,Wind blowing from the south-southeast,1,,,,,,,,,,,,,,,"9,9",No precipitation,1,,,,
26.01.2016 07:00,"10,1","764,8","774,3","0,2",100,Wind blowing from the north-west,1,,,,,,,,,,,,,,,"10,1",No precipitation,1,,,,
26.01.2016 06:00,"11,2","764,6","774,1","-0,2",100,Wind blowing from the north-northwest,3,,,,,,,,,,,,,,,"11,2",No precipitation,12,,,,
26.01.2016 05:00,"9,8","764,7","774,3","-0,2",100,Wind blowing from the north-west,2,,,,,,,,,,,,,,,"9,8",No precipitation,1,,,,
26.01.2016 04:00,"10,5","764,6","774,2","-0,5",100,Wind blowing from the north,1,,,,,,,,,,,,,,,"10,5",No precipitation,1,,,,
26.01.2016 03:00,"10,5","764,8","774,4","-0,3",100,Wind blowing from the north-northwest,1,,,,,,,,,,,,,,,"10,5",No precipitation,1,,,,
26.01.2016 02:00,"11,1","764,9","774,4","-0,2",,Wind blowing from the west-northwest,1,,,,,,,,,,,,,,,,No precipitation,1,,,,
26.01.2016 01:00,"11,3","765,1","774,7","0,0",100,Wind blowing from the north,2,,,,,,,,,,,,,,,"11,3",No precipitation,1,,,,
26.01.2016 00:00,"11,0","765,1","774,7","0,4",100,Wind blowing from the north-west,2,,,,,,,,,,,,,,,"11,0",No precipitation,6,,,,
25.01.2016 23:00,"11,9","765,1","774,7","0,6",100,Wind blowing from the north-northwest,2,,,,,,,,,,,,,,,"11,9",No precipitation,1,,,,
25.01.2016 22:00,"12,0","765,1","774,7","0,8",100,Wind blowing from the north-northwest,2,,,,,,,,,,,,,,,"12,0",No precipitation,1,,,,
25.01.2016 21:00,"11,6","764,7","774,3","1,2",,Wind blowing from the north-west,2,,,,,,,,,,,,,,,,4,12,,,,
25.01.2016 20:00,"12,3","764,5","774,1","1,4",100,Wind blowing from the north,2,,,,,,,,,,,,,,,"12,3",No precipitation,1,,,,
25.01.2016 19:00,"12,4","764,3","773,8","1,3",98,Wind blowing from the west-northwest,2,,,,,,,,,,,,,,,"12,1",No precipitation,1,,,,
25.01.2016 18:00,"12,4","763,5","773,0","0,7",100,"Calm, no wind",0,,,,,,,,,,,,,,,"12,4",10,12,,,,
25.01.2016 17:00,"14,3","763,1","772,6","0,2",90,Wind blowing from the north-west,3,,,,,,,,,,,,,,,"12,7",No precipitation,1,,,,
25.01.2016 16:00,"14,7","763,0","772,4","0,0",87,Wind blowing from the north-northwest,1,,,,,,,,,,,,,,,"12,5",No precipitation,1,,,,
25.01.2016 15:00,"13,8","762,8","772,3","-0,4",100,"Calm, no wind",0,,,,,,,,,,,,,,,"13,8",,,,,,
25.01.2016 14:00,"13,7","762,9","772,3","-0,4",100,Wind blowing from the east,1,,,"90 or more, but not 100%",Rain (not freezing) not falling as shower(s).,Rain.,Rain.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,200-300,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,"15,0","13,7","0,1",1,,,,
25.01.2016 13:00,"13,1","763,0","772,6","0,5",100,Wind blowing from the north,1,,,,,,,,,,,,,,,"13,1","0,6",1,,,,
25.01.2016 12:00,"12,8","763,2","772,6","1,4",100,Wind blowing from the north,3,,,100%.,"Rain, not freezing, intermittent, slight at time of observation.",Thunderstorm(s) with or without precipitation.,Rain.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90 or more, but not 100%",600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,"15,0","12,8",9,6,,,,
25.01.2016 11:00,"13,5","763,3","772,8","2,1",,Wind blowing from the west-southwest,3,,,,,,,,,,,,,,,,"0,4",1,,,,
25.01.2016 10:00,"12,9","762,5","772,0","2,2",100,Wind blowing from the west,2,,,,,,,,,,,,,,,"12,9",1,1,,,,
25.01.2016 09:00,"13,7","761,8","771,2","1,7",91,Wind blowing from the west,4,,,100%.,Thunderstorm (with or without precipitation).,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",100%.,50-100,,,"10,0","12,3",,,,,,
25.01.2016 08:00,"12,5","761,2","770,7","1,0",100,Wind blowing from the west,7,,,,,,,,,,,,,,,"12,5",3,1,,,,
25.01.2016 07:00,"15,9","760,3","769,7","0,0",100,Wind blowing from the south-southwest,5,,,,,,,,,,,,,,,"15,9",No precipitation,1,,,,
